RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Average_rating(5),Total votes
1,Bún Đậu Mắm Tôm A Chảnh - Nguyễn Thượng Hiền,10.7770219,106.6819704,"359 Nguyễn Thượng Hiền, P. 11, Quận 3, TP. HCM",Quán ăn,"Bún ,  Thịt Heo ,  Hải sản ,  Món nước ,  Nghêu - Sò - Ốc ,  Chả giò ,  Ăn vặt - Ăn nhẹ ,  Cơm ,  Nem",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,"Món Việt ,  Món Bắc",no,no,yes,23.000 - 55.000,7.0,6.7,6.6,4.5,999+
2,Bún Đậu Mắm Tôm A Chảnh - Bàu Cát,10.793177,106.640851,"39 Bàu Cát, P. 14, Tân Bình, TP. HCM",Quán ăn,"Bún ,  Chả giò",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,Món Việt,no,no,yes,25.000 - 57.000,6.8,6.8,6.9,4.5,999+
3,Bún Đậu Mắm Tôm A Chảnh - Thành Thái,10.7760618,106.6636927,"175 Thành Thái, P. 14, Quận 10, TP. HCM",Quán ăn,"Bún ,  Ăn vặt - Ăn nhẹ",09:30 - 18:00,09:30 - 18:00,09:30 - 18:00,09:30 - 18:00,09:30 - 18:00,09:30 - 18:00,09:30 - 18:00,"Món Việt ,  Món Bắc",yes,no,no,25.000 - 57.000,5.8,5.4,5.8,4.5,999+
4,Bún Đậu Mắm Tôm A Chảnh - Cống Quỳnh,10.76626,106.689391,"200 Cống Quỳnh, P. Phạm Ngũ Lão, Quận 1, TP. HCM",Quán ăn,"Bún ,  Thịt Heo ,  Hải sản ,  Nghêu - Sò - Ốc",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,Món Việt,no,no,yes,25.000 - 57.000,5.6,5.4,6.2,4.5,999+
5,Bún Đậu Mắm Tôm A Chảnh - Tôn Đản,10.7552,106.705931,"299 Tôn Đản, P. 15, Quận 4, TP. HCM",Quán ăn,"Bún ,  Thịt Heo ,  Ăn vặt - Ăn nhẹ ,  Nem",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,Món Bắc,no,no,yes,25.000 - 57.000,6.8,6.6,6.8,4.5,999+
6,Bún Đậu Mắm Tôm A Chảnh - Tân Sơn Nhì,10.796617,106.630486,"324 Tân Sơn Nhì, P. Tân Sơn Nhì, Tân Phú, TP. HCM",Quán ăn,"Bún ,  Ăn vặt - Ăn nhẹ ,  Nem",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,Món Việt,no,no,yes,25.000 - 57.000,5.4,5.7,5.6,4.5,999+
7,Bún Đậu Mắm Tôm A Chảnh - Hậu Giang,10.749698,106.642907,"261 Hậu Giang, P. 5, Quận 6, TP. HCM",Quán ăn,"Bún ,  Thịt Heo ,  Ăn vặt - Ăn nhẹ ,  Nem",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,Món Bắc,no,no,no,30.000 - 60.000,1.0,1.0,2.7,4.5,999+
8,Bún Đậu Mắm Tôm A Chảnh - Ung Văn Khiêm,10.809032,106.713502,"28 Ung Văn Khiêm, P. 25, Bình Thạnh, TP. HCM",Quán ăn,"Thịt Bò ,  Bún",09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,Món Việt,no,no,yes,25.000 - 57.000,3.3,3.0,3.6,4.5,999+
9,Bún Đậu Mắm Tôm Bắc Không Lai - Đinh Bộ Lĩnh,10.808143,106.710089,"82/16 Đinh Bộ Lĩnh, P. 26, Bình Thạnh, TP. HCM","Ăn vặt/vỉa hè , Giao cơm văn phòng",Bún,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,"Món Việt ,  Món Bắc ,  Món Miền Trung",yes,no,yes,0 - 0,0.0,0.0,0.0,4.5,999+
10,Bún Đậu Mắm Tôm 1975 - Võ Văn Kiệt,10.75823,106.6874599,"14/5 Võ Văn Kiệt, P. Cầu Kho, Quận 1, TP. HCM",Quán ăn,"Bún ,  Miến",00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,,no,no,no,5.000 - 150.000,0.0,0.0,0.0,3.0,500+
