RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Average_rating(5),Total votes
1,Chú Di - Dimsum & Há Cảo Hấp,10.0317853000000,105.7529823000000,"369 Nguyễn Văn Cừ Nối Dài, P. An Khánh, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Tôm ,  Hải sản ,  Dimsum",,,,,,,,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,100+
2,Quỳnh's Dimsum - Há Cảo Hồng Kong,10.0297210000000,105.7751485000000,"12A Mạc Thiên Tích, P. Xuân Khánh, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Món nước ,  Dimsum",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,"Món Á ,  Món Trung Hoa",no,no,yes,10.000 - 25.000,7.8,7.6,6.9,4.5,500+
3,Gia Hảo The Dimsum,10.0266739000000,105.7707875000000,"95 Trần Văn Hoài, P. Xuân Khánh, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Cơm Chiên ,  Bún ,  Mì ,  Dimsum ,  Cơm văn phòng ,  Cơm ,  Thức uống",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,"Món Á ,  Món Trung Hoa",no,no,no,10.000 - 30.000,7.9,8.3,7.9,4.5,999+
4,Dimsum Nhà Gấu,10.0326400000000,105.7618400000000,"49A Hẻm 385 Trần Nam Phú, P. An Khánh, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Bánh bao ,  Bánh - Kẹo ,  Dimsum ,  Bánh tằm",00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,100+
5,Dimsum Hongkong Quán,10.0326400000000,105.7618500000000,"41AA/385 Trần Nam Phú, P. An Khánh, Quận Ninh Kiều, Cần Thơ",Quán ăn,Dimsum,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,10+
6,BaBoBu - Dimsum & Tea - Nguyễn Văn Linh,10.0302071000000,105.7585820000000,"329F11/11 Hẻm Tổ 11, Nguyễn Văn Linh Kv3, Quận Ninh Kiều, Cần Thơ","Ăn vặt/vỉa hè , Quán ăn","Dimsum ,  Ăn vặt - Ăn nhẹ",07:00 - 19:00,07:00 - 09:00,07:00 - 22:00,07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,"Món Việt ,  Món Á ,  Đặc biệt ,  Món Trung Hoa ,  Món Miền Nam",no,no,no,0 - 0,0.0,0.0,0.0,4.5,50+
7,Dimsum HongKong Tâm Ký,10.0314900000000,105.7876800000000,"Lô 59-60 Chợ Đêm Hàng Dừa, Đường Phan Chu Trinh, P. Tân An, Quận Ninh Kiều, Cần Thơ",Quán ăn,Dimsum,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,,no,no,no,0 - 0,0.0,0.0,0.0,0.0,1
8,Tiệm Cơm Dimsum Huỳnh Ký,10.0172030000000,105.7607707000000,"104 Đường 3 Tháng 2, P. Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Cơm Chiên ,  Bún ,  Hủ tiếu ,  Mì ,  Dimsum ,  Cơm",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,0.0,4
9,Dimsum - Nguyễn Văn Linh,,,"328/10 Đường Nguyễn Văn Linh, P. Hưng Lợi, Quận Ninh Kiều, Cần Thơ",,,,,,,,,,,,,,0 - 0,0.0,0.0,0.0,,
10,Minmin Dimsum - Há Cảo 14 Vị,10.0281000000000,105.7738700000000,"44 Mạc Thiên Tích, P. Xuân Khánh, Quận Ninh Kiều, Cần Thơ",Ăn vặt/vỉa hè,"Ăn vặt - Ăn nhẹ ,  Nem",14:00 - 21:30,14:00 - 21:30,14:00 - 21:30,14:00 - 21:30,14:00 - 21:30,14:00 - 21:30,14:00 - 21:30,"Món Á ,  Món Trung Hoa",no,yes,yes,20.000 - 20.000,9.7,9.5,9.0,4.5,999+
11,Kubin Dimsum,10.0279260000000,105.7801180000000,"79 Quang Trung, P. Xuân Khánh, Quận Ninh Kiều, Cần Thơ",Ăn vặt/vỉa hè,"Bánh bao ,  Bánh - Kẹo ,  Dimsum ,  Ăn vặt - Ăn nhẹ",14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,Món Việt,no,yes,yes,4.000 - 30.000,8.0,8.0,8.0,4.5,10+
