RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Average_rating(5),Total votes
1,GÀ RÁN KFC - SORA GARDEN - BÌNH DƯƠNG,11.0460343,106.6788353,"Lô số 103-2, Tầng 1, Tòa nhà SORA gardens SC Lô C19, Đại lộ Hùng Vương, P. Hòa Phú, Thị xã Thủ Dầu Một, Bình Dương",Quán ăn,"Gà rán ,  Hamburger ,  Fastfood - Thức ăn nhanh",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,999+
2,Gà Rán & Burger Lotteria - Bình Dương Yersin,10.984149,106.665818,"4 Yersin, P. Hiệp Thành, Thị xã Thủ Dầu Một, Bình Dương",Nhà hàng,"Thịt Gà ,  Gà rán ,  Hamburger ,  Ăn vặt - Ăn nhẹ ,  Nem ,  Fastfood - Thức ăn nhanh",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,"Món Á ,  Món Hàn",no,no,yes,30.000 - 70.000,0.0,0.0,0.0,4.5,999+
3,Gà Rán & Burger Lotteria - Bình Dương Nguyễn Kim,10.980517,106.653455,"1 Trần Hưng Đạo, P. Phú Cường, Thị xã Thủ Dầu Một, Bình Dương",Nhà hàng,"Thịt Gà ,  Gà rán ,  Hamburger ,  Cơm ,  Fastfood - Thức ăn nhanh",08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,"Món Á ,  Món Hàn",yes,no,yes,30.000 - 88.000,6.7,5.0,5.0,4.5,999+
4,Gà Rán Popeyes - Nguyễn Trãi,10.9797202,106.65468,"2 Nguyễn Trãi, P. Phú Cường, Thị xã Thủ Dầu Một, Bình Dương",Quán ăn,"Gà rán ,  Hamburger ,  Cơm ,  Fastfood - Thức ăn nhanh",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,,no,no,no,30.000 - 70.000,9.0,3.0,10.0,4.5,999+
5,Gà Rán KFC - BigC Bình Dương,10.9870008,106.6639467,"555B Đại Lộ Bình Dương, P. Hiệp Thành, Thị xã Thủ Dầu Một, Bình Dương",Nhà hàng,"Thịt Gà ,  Gà rán ,  Hamburger ,  Ăn vặt - Ăn nhẹ ,  Cơm ,  Nem ,  Fastfood - Thức ăn nhanh",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,Mỹ,yes,no,yes,30.000 - 88.000,1.0,1.0,1.0,4.5,999+
6,Gà Rán & Burger Lotteria - Coop Mart Bình Dương,10.965038,106.668057,"Siêu Thị Coop Mart, 368 Ba Mươi Tháng Tư, P. Chánh Nghĩa, Thị xã Thủ Dầu Một, Bình Dương",Nhà hàng,"Thịt Gà ,  Gà rán ,  Hamburger ,  Cơm ,  Fastfood - Thức ăn nhanh",08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,"Món Á ,  Món Hàn",yes,no,yes,30.000 - 88.000,4.8,4.8,4.8,4.5,999+
7,Gà Rán KFC - Việt Sing,10.9481894,106.7341915,"Ô 54 Lô DC01, Khu Dân Cư Viet Sing, Thuận An, Bình Dương",Quán ăn,"Gà rán ,  Hamburger ,  Fastfood - Thức ăn nhanh",09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,,no,no,no,70.000 - 200.000,0.0,0.0,0.0,4.5,999+
8,Gà Rán KFC - CoopMart Bình Dương,10.964987,106.667799,"30 Tháng 4, P. Chánh Nghĩa, Thị xã Thủ Dầu Một, Bình Dương",Nhà hàng,"Thịt Gà ,  Gà rán ,  Hamburger ,  Ăn vặt - Ăn nhẹ ,  Cơm ,  Thức uống ,  Nước ngọt ,  Fastfood - Thức ăn nhanh",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,"Món Việt ,  Mỹ ,  Châu Mỹ",yes,no,yes,40.000 - 110.000,6.1,5.3,6.1,4.5,999+
9,Gà Rán & Burger McDonald’s - Biconsi Yersin,10.9813761,106.6562047,"Tầng 1, Block B, Tòa Nhà Chung Cư Biconsi Phú Cường, 215A Yersin, P.Phú Cường, Thị xã Thủ Dầu Một, Bình Dương",Quán ăn,"Gà rán ,  Hamburger ,  Xúc xích ,  Fastfood - Thức ăn nhanh",07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,999+
10,Gà Rán KFC - Big C Dĩ An,10.8893002,106.7758696,"Shop 26, TTTM Green Square (Big C Dĩ An), P. Đông Hòa, Dĩ An, Bình Dương",Nhà hàng,"Thịt Gà ,  Gà rán ,  Hamburger ,  Ăn vặt - Ăn nhẹ ,  Thức uống ,  Nước ngọt ,  Fastfood - Thức ăn nhanh",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,"Mỹ ,  Châu Mỹ",yes,no,yes,40.000 - 165.000,4.8,4.2,4.8,4.5,999+
11,Gà Rán & Burger Lotteria - Dĩ An Big C,10.888723,106.776367,"TTTM Green Square, Quốc Lộ 1K, P. Đông Hòa, Dĩ An, Bình Dương",Nhà hàng,"Thịt Gà ,  Gà rán ,  Hamburger ,  Cơm ,  Fastfood - Thức ăn nhanh",08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,"Món Á ,  Món Hàn",yes,no,yes,30.000 - 88.000,6.8,6.2,6.8,4.5,999+
