RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Average_rating(5),Total votes
1,Trà Sữa Maycha - Tân Thắng,10.7998282,106.6159787,"137 Tân Thắng, P. Sơn Kỳ, Tân Phú, TP. HCM",Café/Dessert,"Trà chanh ,  Sinh tố - Nước ép ,  Thức uống ,  Trà sữa",09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,,no,no,no,12.000 - 34.000,0.0,0.0,0.0,4.5,999+
2,Trà Sữa Maycha - Điện Biên Phủ,10.8016897,106.7145844,"479 Điện Biên Phủ, P. 25, Bình Thạnh, TP. HCM",Café/Dessert,"Trà chanh ,  Sinh tố - Nước ép ,  Thức uống ,  Trà sữa ,  Sữa",09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,,no,no,no,12.000 - 34.000,5.7,4.2,5.2,4.5,999+
3,Trà Sữa Maycha - 849 Tỉnh lộ 10,10.7580247,106.6068794,"849 Tỉnh lộ 10, Khu phố 1, P. Bình Trị Đông B, Bình Tân, TP. HCM",Café/Dessert,"Trà chanh ,  Sinh tố - Nước ép ,  Thức uống ,  Trà sữa",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,999+
4,Trà Sữa Maycha - 38 Trịnh Đình Trọng,10.775344,106.64628,"38 Trịnh Đình Trọng, P. Phú Trung, Tân Phú, TP. HCM",Café/Dessert,"Trà ,  Café - Kem ,  Sinh tố - Nước ép ,  Thức uống ,  Trà sữa ,  Sữa",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,Món Việt,no,no,no,12.000 - 34.000,7.0,6.9,6.9,4.5,999+
5,Trà Sữa Maycha - Nguyễn Thượng Hiền,10.774256,106.683984,"214 Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",Café/Dessert,"Trà ,  Thức uống ,  Trà sữa ,  Sữa",09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,Món Việt,no,no,yes,12.000 - 34.000,7.4,7.0,7.0,4.5,999+
6,Trà Sữa Maycha - Vạn Kiếp,10.8008133,106.693523,"45 - 47 Vạn Kiếp, P. 3, Bình Thạnh, TP. HCM",Café/Dessert,"Thức uống ,  Trà sữa",09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,Món Việt,no,no,no,12.000 - 34.000,7.6,7.3,7.1,4.5,999+
7,Trà Sữa Maycha - 122 Lê Văn Thọ,10.84057,106.657384,"122 Lê Văn Thọ P. 11, Gò Vấp, TP. HCM",Café/Dessert,"Trà chanh ,  Sinh tố - Nước ép ,  Thức uống ,  Trà sữa ,  Sữa",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,999+
8,Trà Sữa Maycha - 192 Nguyễn Thị Tú,10.815383,106.590157,"192 Nguyễn Thị Tú, P. Bình Hưng Hòa B, Bình Tân, TP. HCM",Café/Dessert,"Trà ,  Trà chanh ,  Sinh tố - Nước ép ,  Thức uống ,  Nước ngọt ,  Trà sữa ,  Sữa",09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,Món Việt,yes,no,yes,12.000 - 34.000,7.0,8.1,7.1,4.5,999+
9,Trà Sữa Maycha - 73 Lê Văn Việt,10.8476036,106.776388,"73 Lê Văn Việt, P. Hiệp Phú, Thành Phố Thủ Đức, TP. HCM",Café/Dessert,"Trà chanh ,  Sinh tố - Nước ép ,  Thức uống ,  Trà sữa ,  Sữa",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,999+
10,Trà Sữa Maycha - Bình Phú,10.744385,106.6304654,"165 Bình Phú, P, 11, Quận 6, TP. HCM",Café/Dessert,"Trà chanh ,  Sinh tố - Nước ép ,  Thức uống ,  Trà sữa ,  Sữa",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,999+
