RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Average_rating(5),Total votes,Link_Gốc
7,Pizza 4P's - Pizza Kiểu Nhật - Estella Place,10.8021050000000,106.7485740000000,"88 Song Hành, P. An Phú, Quận 2, TP. HCM",,,,no,no,no,100.000 -400.000,6.7,7.4,7.9,7.2,14,https://www.foody.vn/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-estella-place
7,Pizza 4P'S - Pizza Kiểu Nhật - Saigon Pearl,10.7895726036796,106.7207458097869,"Tầng Trệt, Ruby Home 1, 92 Nguyễn Hữu Cảnh, P. 22, Quận Bình Thạnh, TP. HCM",,,,yes,yes,yes,50.000 -300.000,8.4,8.9,8.4,8.4,9,https://www.foody.vn/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-saigon-pearl
8,Shri - Rooftop Restaurant & Lounge,10.7826100000000,106.6974270000000,"Lầu 23 Centec Tower, 72 - 74 Nguyễn Thi Minh Khai, Quận 3, TP. HCM",,,,no,yes,yes,300.000 -660.000,8.6,8.7,9.2,8.8,258,https://www.foody.vn/ho-chi-minh/shri-restaurant-lounge
9,Dim Tu Tac - Nhà Hàng Quảng Đông - Trần Hưng Đạo,10.7527580000000,106.6712930000000,"29B Trần Hưng Đạo, P. 6, Quận 5, TP. HCM",,,,no,yes,yes,100.000 -400.000,9.0,6.5,6.6,7.0,"1,165",https://www.foody.vn/ho-chi-minh/dim-tu-tac-mon-quang-dong-tran-hung-dao
9,Dim Tu Tac - Nhà Hàng Quảng Đông - Tân Sơn Nhất Hotel,10.8001240000000,106.6707520000000,"Tầng 2, Tân Sơn Nhất Hotel, 202 Hoàng Văn Thụ, Quận Phú Nhuận, TP. HCM",,,,no,no,yes,100.000 -500.000,7.5,7.0,7.4,7.3,41,https://www.foody.vn/ho-chi-minh/dim-tu-tac-nha-hang-quang-dong-tan-son-nhat-hotel
10,Starbucks Coffee - New World,10.7711170000000,106.6937040000000,"Góc Phạm Hồng Thái & Nguyễn Thị Nghĩa, 76 Đ. Nguyễn Thị Nghĩa, Quận 1, TP. HCM",,,,no,no,yes,50.000 -220.000,7.2,7.2,7.7,7.2,735,https://www.foody.vn/ho-chi-minh/starbucks-pham-hong-thai
10,Starbucks Coffee - Phan Xích Long,10.7974560000000,106.6900010000000,"214 - 216 Phan Xích Long, Quận Phú Nhuận, TP. HCM",,,,no,no,yes,70.000 -200.000,7.4,7.6,7.8,7.4,326,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long
10,Starbucks Coffee - Panorama,10.7214822000000,106.7140299000000,"SN-44 Tòa Nhà Panorama, P. Tân Phong, Quận 7, TP. HCM",,,,yes,no,yes,75.000 -120.000,7.8,7.6,7.8,7.5,75,https://www.foody.vn/ho-chi-minh/starbucks-coffee-panorama
10,Starbucks Coffee - Mplaza Saigon,10.7843863000000,106.7023408000000,"Mplaza Saigon, 39 Lê Duẩn, P. Bến Nghé, Quận 1, TP. HCM",,,,no,no,yes,50.000 -200.000,8.3,8.0,8.2,7.9,120,https://www.foody.vn/ho-chi-minh/starbucks-coffee-mplaza-saigon
10,Starbucks Coffee - Nguyễn Huệ,10.7730970000000,106.7043330000000,"99 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",,,,no,no,yes,100.000 -200.000,7.7,7.9,7.5,7.6,106,https://www.foody.vn/ho-chi-minh/starbucks-coffee-nguyen-hue-196982
10,Starbucks Coffee - Emart,10.8227380000000,106.6935720000000,"Emart, 366 Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",,,,no,no,yes,35.000 -100.000,7.5,7.4,7.6,7.3,109,https://www.foody.vn/ho-chi-minh/starbucks-coffee-emart
10,Starbucks Coffee - Lakai Building,10.7536690000000,106.6696500000000,"98 Nguyễn Tri Phương, Quận 5, TP. HCM",,,,yes,no,yes,60.000 -100.000,7.6,8.0,7.8,7.6,94,https://www.foody.vn/ho-chi-minh/starbucks-coffee-lakai-building
10,Starbucks Coffee - Nguyễn Văn Trỗi,10.7949150000000,106.6770600000000,"66 Nguyễn Văn Trỗi, Quận Phú Nhuận, TP. HCM",,,,no,no,yes,80.000 -200.000,7.5,7.3,7.8,7.4,68,https://www.foody.vn/ho-chi-minh/starbucks-coffee-297589
10,Starbucks Coffee – The Vista,10.8050400000000,106.7519270000000,"The Vista An Phú, 628C Xa Lộ Hà Nội, P. An Phú, Tp. Thủ Đức, TP. HCM",,,,no,no,yes,50.000 -150.000,7.8,7.6,9.0,8.1,13,https://www.foody.vn/ho-chi-minh/starbucks-coffee-the-vista
10,Starbucks Coffee - Hồng Hà,10.8132440000000,106.6656820000000,"2 Hồng Hà, P. 2, Quận Tân Bình, TP. HCM",,,,no,no,yes,75.000 -150.000,6.9,7.4,7.8,7.3,19,https://www.foody.vn/ho-chi-minh/starbucks-coffee-hong-ha
10,Starbucks Coffee - TTTM RomeA,10.7778320000000,106.6895890000000,"Tầng Trệt TTTM RomeA, 117 Nguyễn Đình Chiểu, P. 6, Quận 3, TP. HCM",,,,no,no,yes,50.000 -220.000,7.8,8.2,8.2,7.9,32,https://www.foody.vn/ho-chi-minh/starbucks-coffee-tttm-romea
10,Starbucks Coffee - Cách Mạng Tháng 8,10.7766470000000,106.6837655000000,"241Bis Cách Mạng Tháng 8, P. 4, Quận 3, TP. HCM",,,,no,no,yes,40.000 -110.000,7.6,7.2,7.2,7.2,39,https://www.foody.vn/ho-chi-minh/starbucks-coffee-cach-mang-thang-8
11,Sumo BBQ - Phan Xích Long - Buffet Nướng & Lẩu,10.7975160000000,106.6898630000000,"210 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM",,,,no,yes,yes,300.000 -407.000,7.8,7.7,7.6,7.7,315,https://www.foody.vn/ho-chi-minh/sumo-bbq-phan-xich-long
11,Sumo BBQ - Lê Văn Sỹ - Buffet Nướng & Lẩu,10.7964850000000,106.6653910000000,"300 Lê Văn Sỹ, P. 1, Quận Tân Bình, TP. HCM",,,,no,yes,yes,300.000 -407.000,8.0,7.7,7.9,7.7,341,https://www.foody.vn/ho-chi-minh/sumo-bbq-le-van-sy
11,Sumo BBQ - Quang Trung - Buffet Nướng & Lẩu,10.8290085000000,106.6732790000000,"50 Quang Trung, P. 10, Quận Gò Vấp, TP. HCM",,,,no,yes,yes,300.000 -407.000,7.9,7.5,7.5,7.4,102,https://www.foody.vn/ho-chi-minh/sumo-bbq-quang-trung-buffet-nuong-lau
11,Sumo BBQ - Cao Thắng - Buffet Nướng & Lẩu,10.7705650000000,106.6811300000000,"59B Cao Thắng, Quận 3, TP. HCM",,,,no,yes,yes,239.000 -378.000,7.6,7.2,7.4,7.3,346,https://www.foody.vn/ho-chi-minh/sumo-bbq-cao-thang-buffet-nuong-lau
11,Sumo BBQ - SC VivoCity - Buffet Nướng & Lẩu,10.7300774000000,106.7036149000000,"Tầng 2 Lô 02 - 39 SC Vivo City, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong, Quận 7, TP. HCM",,,,yes,yes,yes,300.000 -407.000,8.6,8.4,8.5,8.4,294,https://www.foody.vn/ho-chi-minh/sumo-bbq-buffet-nuong-lau-sc-vivocity
11,Sumo BBQ - Vincom Mega Mall Thảo Điền - Buffet Nướng & Lẩu,10.8021270000000,106.7406990000000,"Tầng 4, Vincom Mega Mall Thảo Điền, 159 Xa Lộ Hà Nội, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",,,,no,yes,yes,300.000 -400.000,8.3,8.3,8.3,8.2,129,https://www.foody.vn/ho-chi-minh/sumo-bbq-vincom-mega-mall-thao-dien-buffet-nuong-lau
11,Sumo BBQ - TTTM Đông Phương - Buffet Nướng & Lẩu,10.7897904000000,106.6402486000000,"TTTM Đông Phương, 685 Âu Cơ, P. Tân Thành, Quận Tân Phú, TP. HCM",,,,no,yes,yes,300.000 -500.000,8.8,8.5,8.8,8.7,99,https://www.foody.vn/ho-chi-minh/sumo-bbq-tttm-dong-phuong-buffet-nuong-lau
11,Sumo BBQ - Aeon Mall Bình Tân - Buffet Nướng & Lẩu,10.7426740000000,106.6121070000000,"Tầng Trệt Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông, Quận Bình Tân, TP. HCM",,,,no,yes,yes,300.000 -450.000,8.6,8.7,8.7,8.5,79,https://www.foody.vn/ho-chi-minh/sumo-bbq-aeon-mall-binh-tan-710660
11,Sumo BBQ - Vạn Hạnh Mall - Buffet Nướng & Lẩu,10.7708430000000,106.6699317000000,"Tầng 5 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",,,,no,yes,yes,269.000 -389.000,8.5,8.1,8.7,8.2,66,https://www.foody.vn/ho-chi-minh/sumo-bbq-van-hanh-mall-buffet-nuong-lau
11,Sumo BBQ - Phan Văn Trị - Buffet Nướng & Lẩu,10.8229990000000,106.6927620000000,"439A1 Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",,,,no,no,yes,300.000 -500.000,6.6,6.6,7.0,6.8,31,https://www.foody.vn/ho-chi-minh/sumo-bbq-phan-van-tri-buffet-nuong-lau
11,Sumo BBQ - Gigamall - Buffet Nướng & Lẩu,10.8284250000000,106.7219990000000,"Gian Hàng 05 - 16, 05 - 17, Tầng 5 Giga Mall, 240 - 242 Phạm Văn Đồng, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",,,,no,yes,yes,300.000 -407.000,9.6,9.6,9.6,9.6,275,https://www.foody.vn/ho-chi-minh/sumo-bbq-giga-mall-buffet-nuong-lau
11,,null,null,,,,,yes,yes,yes,,0.0,0.0,0.0,,,https://www.foody.vn/thuong-hieu/%7B%7BModel.Url%7D%7D
12,Dynasty House - Phùng Khắc Khoan,10.7875895378245,106.6950305969446,"40 Phùng Khắc Khoan, P. Đa Kao, Quận 1, TP. HCM",,,,no,no,no,50.000 -500.000,9.8,9.8,9.8,9.8,"1,087",https://www.foody.vn/ho-chi-minh/dynasty-house-phung-khac-khoan
13,"Highlands Coffee - Trà, Cà Phê & Bánh - SG Centre",10.7731590000000,106.7010940000000,"Tầng Hầm 2 - 15 TTTM Takashimaya, 92 - 94 Nam Kỳ Khởi Nghĩa, P. Bến Nghé, Quận 1, TP. HCM",,,,no,yes,yes,9.000 -65.000,7.7,7.4,7.4,7.5,97,https://www.foody.vn/ho-chi-minh/highlands-coffee-tra-ca-phe-banh-sg-centre
13,"Highlands Coffee - Trà, Cà Phê & Bánh - Mạc Đĩnh Chi",10.7853140000000,106.6985750000000,"39 Mạc Đĩnh Chi, P. Đakao, Quận 1, TP. HCM",,,,yes,yes,yes,9.000 -65.000,7.5,7.1,7.7,7.4,129,https://www.foody.vn/ho-chi-minh/highlands-coffee-tra-ca-phe-banh-mac-dinh-chi
13,"Highlands Coffee - Trà, Cà Phê & Bánh - Vincom B3",10.7779210000000,106.7017280000000,"Tầng B3 Vincom Center, 72 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",,,,no,yes,yes,9.000 -65.000,7.5,7.0,7.2,7.3,187,https://www.foody.vn/ho-chi-minh/highlands-coffee-tra-ca-phe-banh-vincom-b3
13,"Highlands Coffee - Trà, Cà Phê & Bánh - Saigon Trade",10.7843620000000,106.7036230000000,"37 Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM",,,,no,yes,yes,9.000 -65.000,7.5,7.1,7.3,7.3,42,https://www.foody.vn/ho-chi-minh/highlands-coffee-tra-ca-phe-banh-saigon-trade
13,Highlands Coffee - SG Tower,10.7827630000000,106.7009890000000,"Saigon Tower, 29 Lê Duẩn, P. Bến Nghé, Quận 1, TP. HCM",,,,no,yes,yes,9.000 -65.000,7.6,7.1,6.4,7.2,16,https://www.foody.vn/ho-chi-minh/highlands-coffee-sai-gon-tower
13,"Highlands Coffee - Trà, Cà Phê & Bánh - Diamond",10.7808612000000,106.6979625000000,"Diamond Plaza, 34 Lê Duẩn, P. Bến Nghé, Quận 1, TP. HCM",,,,no,yes,yes,9.000 -65.000,7.5,7.3,7.5,7.5,163,https://www.foody.vn/ho-chi-minh/highlands-coffee-tra-ca-phe-banh-diamond
13,"Highlands Coffee - Trà, Cà Phê & Bánh - Liberty Phạm Ngũ Lão",10.7686520000000,106.6933830000000,"187 Phạm Ngũ Lão, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,,,no,yes,yes,9.000 -65.000,7.1,6.9,7.0,7.0,499,https://www.foody.vn/ho-chi-minh/highlands-coffee-tra-ca-phe-banh-liberty-pham-ngu-lao
13,Highlands Coffee - Food Court Parkson Hùng Vương,10.7560920000000,106.6622200000000,"Tầng 4, Food Court Parkson Hùng Vương,126 Hùng Vương, P. 12, Quận 5, TP. HCM",,,,no,yes,yes,9.000 -65.000,7.5,7.1,7.1,7.2,104,https://www.foody.vn/ho-chi-minh/highlands-coffee-food-court-parkson-hung-vuong
13,"Highlands Coffee - Trà, Cà Phê & Bánh - Lotte Mart Nam Sài Gòn",10.7410030000000,106.7013390000000,"Tầng Trệt, Lotte Mart Nam Sài Gòn, 469 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",,,,no,no,yes,9.000 -65.000,7.3,6.8,7.5,7.2,81,https://www.foody.vn/ho-chi-minh/highlands-coffee-tra-ca-phe-banh-lotte-mart-nam-sai-gon
13,"Highlands Coffee - Trà, Cà Phê & Bánh - Garden Plaza",10.7222656000000,106.7125781000000,"SB-01, Garden Plaza 1, 22 Tôn Dật Tiên, P. Tân Phong, Quận 7, TP. HCM",,,,no,no,yes,30.000 -100.000,7.3,6.7,7.8,7.2,40,https://www.foody.vn/ho-chi-minh/highlands-coffee-tra-ca-phe-banh-garden-plaza
13,Highlands Coffee - Parkson Paragon,10.7312000000000,106.7201810000000,"3 Nguyễn Lương Bằng, P. Tân Phú, Quận 7, TP. HCM",,,,no,yes,yes,9.000 -65.000,7.7,7.4,7.5,7.6,13,https://www.foody.vn/ho-chi-minh/highlands-coffee-parkson-paragon
13,"Highlands Coffee - Trà, Cà Phê & Bánh - The Manor",10.7927860000000,106.7179620000000,"The Manor, 91 Nguyễn Hữu Cảnh, P. 22, Quận Bình Thạnh, TP. HCM",,,,no,yes,yes,9.000 -65.000,7.5,7.1,7.8,7.4,42,https://www.foody.vn/ho-chi-minh/highlands-coffee-tra-ca-phe-banh-the-manor
14,Paris Baguette - Cao Thắng,10.7682080000000,106.6841500000000,"1 Cao Thắng, P. 2, Quận 3, TP. HCM",,,,no,no,yes,10.000 -66.000,7.5,6.5,7.8,7.2,667,https://www.foody.vn/ho-chi-minh/paris-baguette-cao-thang
14,Paris Baguette - Sky Garden,10.7302920000000,106.7066910000000,"Khu Phố Sky Garden 2, Phạm Văn Nghị - Bắc, P. Tân Phong, Quận 7, TP. HCM",,,,no,no,yes,20.000 -66.000,7.6,6.7,7.7,7.3,42,https://www.foody.vn/ho-chi-minh/paris-baguette-sky-garden
14,Paris Baguette - Crescent Mall,10.7293049000000,106.7188302000000,"Lô GF-57 Tầng trệt, Trung Tâm Thương Mại Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phong, Quận 7, TP. HCM",,,,no,no,yes,20.000 -450.000,6.6,0.0,7.1,6.6,52,https://www.foody.vn/ho-chi-minh/paris-baguette-crescent-mall
14,Paris Baguette - Thiso Mall,10.7724549000000,106.7221469000000,"L1-03 Tầng 1, Khu Cao Ốc Văn Phòng - Thương Mại - Dịch Vụ Tổng Hợp Lô 5-5, Số 8 - 10 Mai Chí Thọ, P. Thủ Thiêm, Tp. Thủ Đức, TP. HCM",,,,no,yes,yes,10.000 -550.000,6.1,0.0,6.5,6.2,13,https://www.foody.vn/ho-chi-minh/paris-baguette-thiso-mall
14,Paris Baguette - Thảo Điền,10.8043740000000,106.7371130000000,"26 Thảo Điền, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",,,,no,no,yes,10.000 -550.000,0.0,6.0,7.5,6.3,2,https://www.foody.vn/ho-chi-minh/paris-baguette-thao-dien
14,Paris Baguette - Nguyễn Thị Minh Khai,10.7824469000000,106.6969405000000,"82A Nguyễn Thị Minh Khai, P. 6, Quận 3, TP. HCM",,,,no,no,no,10.000 -550.000,9.0,8.0,9.0,8.4,1,https://www.foody.vn/ho-chi-minh/paris-baguette-nguyen-thi-minh-khai
15,Oromia Coffee - Nam Kỳ Khởi Nghĩa,10.7864664000000,106.6871420000000,"193A/D3 Nam Kỳ Khởi Nghĩa, Quận 3, TP. HCM",,,,no,no,yes,36.000 -146.000,7.8,7.9,8.6,7.7,"1,219",https://www.foody.vn/ho-chi-minh/oromia-coffee-nam-ky-khoi-nghia
16,Au Lac Do Brazil - Thịt Nướng Brazil - Pasteur,10.7851720000000,106.6906840000000,"238 Pasteur, P. 6, Quận 3, TP. HCM",,,,no,yes,no,39.000 -850.000,9.6,9.6,9.6,9.6,654,https://www.foody.vn/ho-chi-minh/au-lac-do-brazil-thit-nuong-brazil-pasteur
17,San Fu Lou - Ẩm Thực Quảng Đông - Lê Lai,10.7705370000000,106.6943050000000,"Tầng Trệt, AB Tower, 76A Lê Lai, P. Bến Thành, Quận 1, TP. HCM",,,,no,yes,yes,30.000 -190.000,7.8,7.7,8.2,7.7,621,https://www.foody.vn/ho-chi-minh/nha-hang-san-fu-lou
17,San Fu Lou - Ẩm Thực Quảng Đông - Phan Xích Long,10.7984570000000,106.6874280000000,"195 - 197 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM",,,,no,yes,yes,30.000 -190.000,7.5,7.4,7.9,7.4,324,https://www.foody.vn/ho-chi-minh/san-fu-lou-cantonese-kitchen-phan-xich-long
17,San Fu Lou - Ẩm Thực Quảng Đông - Cao Thắng,10.7686161000000,106.6839611000000,"2A Cao Thắng, P. 5, Quận 3, TP. HCM",,,,no,yes,yes,30.000 -190.000,7.7,7.6,7.9,7.6,143,https://www.foody.vn/ho-chi-minh/san-fu-lou-am-thuc-quang-dong-cao-thang
17,San Fu Lou - Ẩm Thực Quảng Đông - Crescent Mall,10.7288145000000,106.7187682000000,"GF 29A - Tầng Trệt, Tầng Trệt Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",,,,no,yes,yes,30.000 -190.000,7.3,6.9,7.2,7.0,82,https://www.foody.vn/ho-chi-minh/san-fu-lou-am-thuc-trung-hoa-crescent-mall
17,San Fu Lou - Ẩm Thực Quảng Đông - Vincom Center,10.7781984000000,106.7018236000000,"Tầng B3 Vincom Center, 72 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",,,,no,yes,yes,30.000 -190.000,7.9,7.6,7.3,7.4,33,https://www.foody.vn/ho-chi-minh/san-fu-lou-am-thuc-quang-dong-vincom-center
17,San Fu Lou - Ẩm Thực Quảng Đông - Quang Trung,10.8265070000000,106.6790010000000,"1 Quang Trung, P. 3, Quận Gò Vấp, TP. HCM",,,,yes,yes,yes,45.000 -250.000,7.3,6.7,7.0,7.3,3,https://www.foody.vn/ho-chi-minh/san-fu-lou-am-thuc-quang-dong-quang-trung
17,San Fu Lou - Song Hành,10.8000628000000,106.7366832000000,"40 Song Hành, P. An Phú, Tp. Thủ Đức, TP. HCM",,,,no,no,yes,30.000 -190.000,6.8,0.0,6.5,6.4,4,https://www.foody.vn/ho-chi-minh/san-fu-lou-song-hanh
17,San Fu Lou - Dimsum & Hotpot - Song Hành,10.7999363000000,106.7367046000000,"40 Song Hành, KĐT. An Phú, P. An Phú, Tp. Thủ Đức, TP. HCM",,,,no,no,no,30.000 -190.000,0.0,0.0,0.0,2.0,1,https://www.foody.vn/ho-chi-minh/san-fu-lou-dimsum-hotpot-song-hanh
17,San Fu Lou - Ẩm Thực Quảng Đông - Trường Sơn,10.8082951000000,106.6649137000000,"18A Trường Sơn, P. 2, Quận Tân Bình, TP. HCM",,,,no,no,no,30.000 -190.000,8.0,10.0,9.5,8.8,2,https://www.foody.vn/ho-chi-minh/san-fu-lou-am-thuc-quang-dong-truong-son
17,San Fu Lou - Ẩm Thực Quảng Đông - Mplaza,10.7817527000000,106.7000475000000,"Tầng B1 Mplaza, 39 Lê Duẩn, P. Bến Nghé, Quận 1, TP. HCM",,,,no,no,no,30.000 -190.000,7.5,7.5,7.5,7.0,2,https://www.foody.vn/ho-chi-minh/san-fu-lou-am-thuc-quang-dong-mplaza
18,Moon Fast Food - Món Hàn - Trường Chinh,10.7966868000000,106.6478011000000,"013 CC CMT8 - 162T Trường Chinh, P. 12, Quận Tân Bình, TP. HCM",,,,yes,yes,yes,12.000 -30.000,7.6,6.7,6.4,6.9,566,https://www.foody.vn/ho-chi-minh/moon-fast-food-mon-han-truong-chinh
19,Marukame Udon - AEON Mall Tân Phú,10.8013920000000,106.6179290000000,"Tầng 3 AEON Mall Tân Phú, 30 Bờ Bao Tân Thắng, P. Sơn Kỳ, Quận Tân Phú, TP. HCM",,,,no,no,yes,60.000 -165.000,8.0,7.6,7.6,7.5,463,https://www.foody.vn/ho-chi-minh/marukame-udon-aeon-mall
19,Marukame Udon - Udon & Tempura - Lý Tự Trọng,10.7727820000000,106.6954290000000,"215 Lý Tự Trọng, P. Bến Thành, Quận 1, TP. HCM",,,,no,yes,yes,60.000 -300.000,7.8,7.2,7.4,7.4,716,https://www.foody.vn/ho-chi-minh/marukame-udon-udon-tempura
19,Marukame Udon - SC VivoCity,10.7302092000000,106.7037088000000,"Tầng 2 - SC VivoCity, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong, Quận 7, TP. HCM",,,,no,no,yes,60.000 -170.000,7.8,7.3,7.3,7.4,183,https://www.foody.vn/ho-chi-minh/marukame-udon-sc-vivocity
19,Marukame Udon - Udon & Tempura - Hai Bà Trưng,10.7901680000000,106.6893180000000,"342 - 344 Hai Bà Trưng, P. Tân Định, Quận 1, TP. HCM",,,,no,no,yes,60.000 -300.000,7.6,7.3,7.5,7.3,189,https://www.foody.vn/ho-chi-minh/marukame-udon-udon-tempura-hai-ba-trung
19,Marukame Udon - Udon & Tempura - AEON Mall Bình Tân,10.7425890000000,106.6114580000000,"Lô T5, Tầng 3, Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông, Quận Bình Tân, TP. HCM",,,,no,no,yes,80.000 -100.000,8.1,7.6,7.7,7.6,65,https://www.foody.vn/ho-chi-minh/marukame-udon-udon-tempura-aeon-mall-binh-tan
19,Marukame Udon - Thảo Điền,10.8037460000000,106.7374130000000,"27 Thảo Điền, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",,,,no,no,yes,69.000 -100.000,7.7,7.5,7.9,7.6,32,https://www.foody.vn/ho-chi-minh/marukame-udon-tempura
19,Marukame Udon - Udon & Tempura - Vạn Hạnh Mall,10.7706343000000,106.6695005000000,"Tầng 6, 6-08&7A Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",,,,yes,no,yes,39.000 -119.000,7.6,7.4,8.4,7.9,5,https://www.foody.vn/ho-chi-minh/marukame-udon-udon-tempura-van-hanh-mall
19,Marukame Udon & Tempura - Vincom Grand Park,10.8432550000000,106.8431310000000,"Lô L5 - 15, Tầng L5, TTTM Vincom Mega Mall Grand Park, 88 Phước Thiện, KP. Phước Thiện, P. Long Bìnhh, Tp. Thủ Đức, TP. HCM",,,,no,no,no,,0.0,0.0,0.0,_._,0,https://www.foody.vn/ho-chi-minh/marukame-udon-tempura-vincom-grand-park
19,Marukame Udon & Tempura - Gigamall,10.8275364000000,106.7210890000000,"05-06, Tầng 5, TTTM Giga Mall, 240 - 242 Đ. Phạm Văn Đồng, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",,,,no,no,no,,0.0,0.0,0.0,_._,0,https://www.foody.vn/ho-chi-minh/marukame-udon-tempura-gigamall
19,Marukame Udon & Tempura - CMT8,10.7785497000000,106.6798659000000,"281A - 281B - 281C - 281D Cách Mạng Tháng 8, P. 12, Quận 10, TP. HCM",,,,no,no,no,,0.0,0.0,0.0,_._,0,https://www.foody.vn/ho-chi-minh/marukame-udon-tempura-cmt8
19,,null,null,,,,,yes,yes,yes,,0.0,0.0,0.0,,,https://www.foody.vn/thuong-hieu/%7B%7BModel.Url%7D%7D
20,Jumbo Seafood - Nguyễn Đình Chiểu,10.7811098816105,106.6920676122863,"172 Nguyễn Đình Chiểu, P. 6, Quận 3, TP. HCM",,,,no,no,no,100.000 -1.500.000,9.6,9.6,9.6,9.6,940,https://www.foody.vn/ho-chi-minh/jumbo-seafood-nguyen-dinh-chieu
21,Au Lac Do Brazil - Phùng Khắc Khoan,10.7875789985904,106.6951056987928,"40 Phùng Khắc Khoan, P. Đa Kao, Quận 1, TP. HCM",,,,no,no,no,50.000 -500.000,9.9,9.9,9.9,9.9,951,https://www.foody.vn/ho-chi-minh/au-lac-do-brazil-phung-khac-khoan
22,Hanuri - Quán Ăn Hàn Quốc - Sư Vạn Hạnh,10.7720880000000,106.6696668000000,"736 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",,,,no,no,yes,50.000 -110.000,7.5,6.8,6.4,7.0,"1,460",https://www.foody.vn/ho-chi-minh/hanuri-quan-an-han-quoc
22,Hanuri - Quán Ăn Hàn Quốc - Nguyễn Đình Chiểu,10.7758510000000,106.6874086000000,"284A Nguyễn Đình Chiểu, P. 6, Quận 3, TP. HCM",,,,no,yes,yes,50.000 -110.000,7.6,7.2,7.0,7.3,"1,002",https://www.foody.vn/ho-chi-minh/hanuri-korean-fast-food-nguyen-dinh-chieu
22,Hanuri - Quán Ăn Hàn Quốc - Xô Viết Nghệ Tĩnh,10.7939338000000,106.7089096000000,"121 Xô Viết Nghệ Tĩnh, P. 17, Quận Bình Thạnh, TP. HCM",,,,no,no,no,50.000 -150.000,7.6,7.2,6.7,7.3,673,https://www.foody.vn/ho-chi-minh/hanuri-quan-an-han-quoc-xo-viet-nghe-tinh
22,Hanuri - Quán Ăn Hàn Quốc - Điện Biên Phủ,10.7709430000000,106.6771260000000,"531 Điện Biên Phủ, P. 3, Quận 3, TP. HCM",,,,no,no,yes,25.000 -100.000,7.8,7.5,7.4,7.6,287,https://www.foody.vn/ho-chi-minh/hanuri-quan-an-han-quoc-dien-bien-phu
22,Hanuri - Quán Ăn Hàn Quốc - Cộng Hòa,10.8010640000000,106.6562020000000,"51 Cộng Hòa, P. 4, Quận Tân Bình, TP. HCM",,,,no,no,yes,50.000 -110.000,7.1,6.8,6.8,6.9,102,https://www.foody.vn/ho-chi-minh/hanuri-quan-an-han-quoc-cong-hoa
22,Hanuri - Quán Ăn Hàn Quốc - Phan Văn Trị,10.8297720000000,106.6811750000000,"530 - 532 Phan Văn Trị, P. 7, Quận Gò Vấp, TP. HCM",,,,no,no,no,50.000 -110.000,7.8,7.3,7.2,7.7,26,https://www.foody.vn/ho-chi-minh/hanuri-quan-an-han-quoc-phan-van-tri
23,Lotte Hotel Saigon - Buffet Atrium Café,10.7782310000000,106.7069970000000,"2A - 4A Tôn Đức Thắng, P. Bến Nghé, Quận 1, Quận 1, TP. HCM",,,,no,yes,yes,550.000 -990.000,6.9,6.9,6.9,6.9,806,https://www.foody.vn/ho-chi-minh/lotte-hotel-saigon-buffet-atrium-cafe
24,Ocean Palace - Ẩm Thực Trung Hoa,10.7872950000000,106.7046480000000,"2 Lê Duẩn, Quận 1, TP. HCM",,,,no,yes,yes,150.000 -550.000,7.5,7.0,7.3,7.2,227,https://www.foody.vn/ho-chi-minh/ocean-palace-am-thuc-trung-hoa
