UserID,User,Review Time,Rating (10),Comment,RestaurantID
1,Quý Quý,3/4/2018 0:43,7.6,"Thich nhât la ăn lẩu o đây nước lẩu vừa ăn, nhân viên vui vẻ nhiệt tình, lâu lâu còn đc tặng rượu hay nước ngọt nữa chứ giá lại mềm hơn so với chuỗi nhà hàng mà vị lại ko hề kém",2
2,Tri Nguyen,30/5/2022 19:41,7.0,"This place is very similar to franchised places such as hotpot story. It has a very wide range of options from “all you can eat” buffet to “pay by the dish” option. Customers can choose to sit in the open for a lively atmosphere or the private rooms for more privacy. This place is also very affordable (in comparison to the ones inside the big mall). The servers/employees are very friendly, helpful, and respectful. I definitely will return.",2
3,Tri Nguyen,16/5/2022 15:58,7.0,This place is probably one of the better place in Can Tho city. The price and quality is acceptable. The buffet option is probably a better deal than the by-the-dish one. You can try out this place if you want something other than Kichi Kichi or Manwah hotpot. Definitely will come back.,2
4,Foodee_0fed67cb,28/4/2022 20:04,5.0,"Mọi người đã ăn rồi cho em hỏi là cái sốt ""Oppa"" có cay ko ạ",2
5,Rachel Smith,8/11/2021 19:31,7.4,"Hôm mình ăn mình gọi combo cặp đôi ấm áp 299k, trong combo có súp kim chi, mình thích ăn súp miến hơn nên mình đổi súp kim chi thành súp miến. 🍜

Súp miến thì mình thấy hơi mặn so với mấy lần trước mình ăn, còn lại thì cũng ổn. 

Quán đang xây sửa nên hiện trạng hơi từa lưa xíu 😂😂😂, nên giảm cảm giác ăn ngon của mình, cứ cảm giác xung quang bụi bặm 😷😷😷 tui khổ tui ghê 😅

Các bạn phục vụ dễ thương!!! ❤️
Xem thêm",2
6,Rachel Smith,17/8/2021 22:06,9.0,"Đi hông biết nhiêu lần, mà kiếm dữ lắm mới thấy đc vài tấm hình viết review.

Đây là quán Hàn Quốc mà mìn đi nhiều nhất ở Cần Thơ, mê mệt với các món ở đây, mê nhất vẫn là nc chấm ngon toẹt zời",2
7,Bruce BùI,18/6/2021 19:01,1.0,"Giá cả so với chất lượng quá thất vọng. 700k set lẩu được nhiêu đây, set lẩu đủ 2 người ăn.",2
8,Nguyễn Cao Trí,11/2/2021 23:18,5.2,Vô cùng thất vọng,2
9,Kevin,24/7/2020 23:52,9.8,"Lần đầu đi ăn đồ nướng nêm ngon như vậy, giá hơi cao một chút, đồ cũng hơi ít, nhưng trang trí đẹp, nêm nếm ngon, nước sốt đậm đà! Nước uống cũng ngon cực! Nhân viên cũng nhiệt tình!",2
10,Foodee_8a0930d7,23/5/2020 10:01,3.4,"Quán phục vụ rất chậm, đặt bàn từ đầu tuần đến cuối tuần đi ăn mà vẫn không có sự chuẩn bị để hơn 20 người chờ hơn 30’ mới có được 1 dĩa kim chi. Không có sự chuẩn bị nhân sự phục vụ
Đồ ăn ít, chọn combo 799k mà còn phải kêu thêm
Điểm tốt duy nhất là nước sốt ngon 
Tôi sẽ không quay lại quán này. Thật sự rất thất vọng
Mong rằng quán có thể cải thiện các điểm này để thu hút nhiều thực khách hơn",2
11,Nguyễn Kim,13/1/2020 17:36,4.0,Trà sữa ngon mình mua trà sữa tran chau không nhằm khi cho 3 muỗng nhằm khi 2muỗng có bữa mình mua thêm 5k chan châu cũng có 3 muỗng... Hổm mình lại mua thêm chị khác bán mình mua trà sữa chân châu không mua thêm 5k nữa được 6muỗng,3
12,Linh Yến,30/6/2019 21:24,3.4,"Thật sự mà nói hôm nay khi ghé quán này rất là bực, đã dặn rất kĩ ko để trân châu ko để khúc bạch ko để gì hết chỉ là nước ko , nhân viên cũng ừ ừ cho đã rồi cũng thêm trân châu khúc bạch lum la các thứ vô, có người thích ăn có người ko thích tuỳ mỗi người chứ dù gì người cũng đã dặn rồi cũng ừ ừ rồi mà cũng để vào là sao, mua ly nước về tưởng đc uống ngon lành ai dè phải lấy hết khúc bạch trân châu bỏ ra , hết muốn uống",3
13,Phạm Trần Phương Trâm,8/9/2018 21:32,8.2,"Matcha Nga, trà sữa giá cả hợp lí, giá sinh viên mà chất lượng hoàn toàn ổn. Điểm đặc biệt của matcha Nga lần này mình quay lại ủng hộ là mình để ý có thêm pudding trứng nhe. Tuy mình không thích ăn pudding trứng nhưng topping nhìn chung cũng đa dạng từ từ rồi. Vẫn khoai dẻo, trân châu củ năng, và khúc bạch là ăn ok rồi :3 Ly 700ml với giá 20k là hợp lí. Trà sữa ngọt, béo, kiểu nghiêng về trà sữa thái, rất ok nhe. Ngoài ra mình thấy còn có trân châu đường đen nữa, có dịp sẽ thử :))",3
14,Chế Suong,17/5/2018 19:45,6.8,"Dặn để ít rau câu
Đem về 100% rau câu
Gía : 15k",3
15,Phạm Trần Phương Trâm,4/4/2018 11:51,8.0,"Vị trí: matcha Nga nằm trên đường Nguyễn Văn Cừ. Kế bên cơm chạy Đạt. Matcha Nga chỉ là xe bán take away thôi, nên kiếm cơm chay Đạt thì dễ hơn :3
Không gian: chủ yếu là bán mang về, xe cũng được trang trí khá bắt mắt
Phục vụ: bạn nữ cũng vui vẻ, nhiệt tình, chu đáo lắm
Chất lượng: như hình là mình mua ly matcha đem về, dặn chỉ để khúc bạch, và củ năng thôi. Trà sữa oha vừa uống, topping nhiều, ngon
Giá cả: ly như hình là 20k :3 có nhiều size nhiều chọn lựa nhe",3
16,Sandra Morgan,17/11/2019 11:20,10,Ngon nhất từng được uống luôn,4
