UserID,User,Review Time,Rating (10),Comment,RestaurantID
1,Cong Chinh,"21/02/2024 13:23:08,",4.8,"Tra sua qua dam vi Tra. Uong tra sua ma nhu uong tra.
...Xem thêm",1
2,,,,,1
3,,,,,1
4,,,0,,1
5,Anh Huynh,11/5/2022 15:04,2.2,"Giao thiếu chè khúc bạch, quán làm việc thiếu chuyên nghiệp!",3
6,Nora Tran,28/11/2018 0:25,8.4,"+ Điểm cộng:
Vị trí nằm ở Hố Nai, không quá xa trung tâm Biên Hòa. Từ Biên Hòa chạy lên rất dễ dàng để ghé vào mà không cần băng qua đường cũng được xem là 1 điểm cộng.
- Giá cả khá bình dân
-Vị ngọt của chè vừa phải, chè thái ngon
- Thạch dai giòn, nước cốt dừa hòa quyện làm cho chè vừa ngon vừa đẹp mắt
- Nhân viên phục vụ nhanh chóng, nhiệt tình

+ Điểm trừ: 
Chưa thấy điểm trừ nào
Xem thêm",5
7,Mical Ng,3/11/2020 18:28,8.8,"Được thằng bạn khai sáng trong chợ sặt hố nai. Mình đi ngang thấy quán bán đông lắm rồi khá hot trong chợ nên hôm nay quyết định ăn thử. Món mình kêu là sâm bổ lượng và tàu hũ thái. Sâm bổ lượng ngọt thanh , phổ tai nhãn nhục giòn, bo bo, hạt sen, táo tàu, nho khô,... đều chín mềm nở. Tàu hũ thái mềm mịn thơm sặc mùi đậu nành tươi có toping dâu , sâu riêng, socola, vịet quất. Món này phải gọi the best best . Nghe cô chủ giới thiệu đã bán được 20 năm hơn 
Nhược điểm quán khá nhỏ, khách đông chờ hơi lâu, chủ yếu mua mang đi, đi tầm 4 5 người trở lại là vừa.
Nhưng được cái ngon, giá khá rẻ, cầm 20k là an tâm chui vô đây chọn 1 loại chè yêu thích. 
Ngoài ra còn có giao hành qua now nên ai không tiện đường có thể order rồi để shipper lo cho
Xem thêm",7
8,Ngân Ngọc,14/3/2020 0:18,10,Mình ăn quán của cô này từ hồi cấp 2 đến giờ cũng gần đc 10 năm rồi. Ghiềng món tàu hủ đá quán này lắm luôn. Nay cô đã lên foody rồi 👍🏻,7
9,Mỹ Thanh Phạm,13/3/2020 16:35,10,"- Chè của cô bán siêu ngon, giá siêu dễ thương, ly này ly nấy đồ ăn cực kì chăm chút, chất lượng mà giá mềm vô cùng. Từ Chè thái , chè Sâm Bổ Lượng , tàu hũ thái, ....

Lâu lâu rảnh mình cũng thích ra đây ăn lắm. Dì hoa có các loại chè mát sâm bổ lượng, chè thái, tàu hủ thái và sinh tố xay
Mọi người chạy thẳng vào đường hẻm bên hông giáo xứ kẻ sặt, đi từ đường***, qoẹo trái sẽ thấy, khá là dễ kiếm",7
10,Báo Người Giải Trí,7/9/2022 17:27,10,Quán ngon tuyệt,9
