UserID,User,Review Time,Rating (10),Comment,RestaurantID
1,Phuong Nguyen,6/9/2019 20:55,5.0,"Nước lèo ngon, giá đắt. Hoành thánh vỏ bánh còn bị sống. Hủ tiếu mì đặc biệt thì mì là dạng sợi to nên ăn ko ngon, được 2 con tôm, 2 trứng cút, 3 miếng gan, vài lát thịt giá 45k. Cả hai đều có gan, mình lại ăn ko được gan.",5
2,Thái Minh Châu,25/1/2018 16:39,7.6,"Lâu lắm mới có dịp ghé lại đây ăn hủ tiếu. Mình gọi 1 tô hủ tiếu khô đầy đủ, hủ tiếu nam vang có đủ gan, tôm, thịt bằm, thịt cắt lát,... nhiều đồ ăn lắm. Hủ tiếu dai dai, được nêm nếm vừa miệng, nước lèo ăn kèm thơm thơm ngọt thanh ăn cho nhiều rau sống vào mới ngon nha.",5
3,Trần Nguyễn Gia,20/11/2016 21:47,7.8,"Quán này lần đầu tiên mình ăn vì do vô tình quán Tam Hiệp đóng cửa nên girlfriend dẫn vào đây ăn ! Quán ăn cũng ngon không kém gì Tam Hiệp đâu mấy bạn. Gía cả cũng bình dân nữa chứ không đắt. Nhân viên thì nhiệt tình lắm, chạy lên chạy xuống thấy thương luôn. Tóm gọn 1 chữ ""GOOD"" !",5
4,Ha Ha,14/12/2014 10:30,7.2,"Sáng nay ghé ăn sáng ở đây, mình cũng hay ăn ở đây, giá cũng ok . Sợi hủ tiếu dai ngon, nước lèo vừa ăn, nói chung mình khá thích ở đây.",5
5,Trần Nguyễn Gia,7/12/2016 14:00,8.0,"Quán ở đây ngon - ăn được 2 lần rùi mà vẫn muốn ăn ! quán bán khá đông , có người Tây vào ăn nữa ! Mình tưởng quán 2 bầu đã ngon - quán này còn ngon hơn quán 2 bầu nữa ! Nên ăn .. !",8
6,Lê Hoàng Mỹ Linh,15/2/2015 16:49,7.6,"Quán lâu đời, 1 tô chất lượng đầy đủ tôm, gan, thịt,.... Đông nhưng phục vụ nhamh, sạch sẽ. Trà đá phục vụ miễn phí.",8
7,Luan,8/11/2019 8:00,7.4,"Quán này mình ăn cũng nhiều rồi nên không cần nói nhiều nữa ha, nay mình thử ăn lẩu chao. Phần 2 người ăn cũng được nhiều, nước lẩu có môn nấu nhuyễn, nên béo lắm. 
Rau nhiều loại tươi nhưng hơi già, bún vừa, nói chung ăn vậy là vừa đủ no cho 2 đứa. Ra món cũng nhanh không phải đợi lâu. 
Nhân viên đông, thái độ phục vụ ổn, không gian thoáng mát, sạch sẽ.
Nói chung là một quán chay có thể gắn bó lâu với mình, lâu lâu thích thanh đạm lại ghé.",12
8,Nguyễn Nga,12/8/2019 20:12,3.6,Mua 1 lần và hứa lần sau cũng vẫn sẽ ko mua. Bánh canh thì lèo tèo. Mang tiếng bánh canh nấm mà nấm chắc đi lạc ở đâu chứ ko vào quán. Nước dùng thì mặn. Ko cho nước sôi thêm chắc khỏi ăn. Nấm kim châm thì lèo teo. Nấm rơm thì được 3_4 cái. Vậy đó. Hết sức thất vọng. Ko biết mọi người khen sao chứ mình là ko ăn nổi luôn á.,12
9,An Nguyễn,23/10/2018 12:55,8.0,Nhìn là thấy hấp dẫn liền! Đứa kế bên order Now ship zề nhìn mà phát thèm! Nấm ngon ko à! Chắc bữa nào ăn chay ăn thử quá!,12
10,Đan Thy,3/9/2018 13:57,7.2,"Mình chỉ mới thử ăn bánh canh nấm thì thấy ngon. giá 25k 1 tô cũng hông nhìu nấm lắm. mình có xem thử menu thì thấy có nhìu món chay về nấm lắm như gỏi nấm, r có cơm nữa giá cũng hông mắc nên bạn nào thích nấm có thể ghé thử nha.",12
11,Trần Thuận,13/4/2018 7:25,8.8,"Ăn ở đây yên tâm về chất lượng, giới thiệu cho bạn hoài luôn.",12
12,Hân,11/4/2018 22:06,10,"Quán ăn có uy tín, món ngon cực, nhân viên tận tình, đồ toàn do nhà làm ( rất an toàn), món được nhiều người ưa chuộng, đồ ăn không tẩm hoá chất. Mình rất thích ăn ở đây, mọi người ghé ăn món này đi :v",12
13,Luan,21/3/2018 13:07,7.6,"Mình đã đến quán này khá nhiều lần, do bạn hay ăn chay nên nó dắt đi. :) 
Vị trí quán cũng khá dễ tìm, vào những ngày rằm, mùng một thì quán đông lắm nên order món sẽ phải chờ một lúc. 
Các món ở quán này ít chất béo, ăn vị cũng thanh. Món bánh canh nấm ở bên này ngon, có nhiều loại nấm, nui thì cũng giống bánh canh. Mình có thử thêm món gỏi cuốn, ăn cũng ngon nhưng cuốn mập nên khi ăn dễ bị rớt, thích nước mắm chua ngọt của quán, mặn ngọt vừa phải, sệt sệt. 
Quán còn có thêm gỏi, lẩu, và một số món bánh , mình dùng gỏi rong biển và lẩu thái. Gia vị nêm nếm vừa ăn, chua cay mặn ngọt vừa phải. 
Thích quán và sẽ tiếp tục ủng hộ.
Xem thêm",12
