UserID,User,Review Time,Rating (10),Comment,RestaurantID
1,Huyenbui123,19/6/2023 19:13,10,Ship nhanh đóng gói cẩn thận đồ ăn ngon,1
2,Na Xinh,19/6/2023 18:20,5.0,"Thích nhất món này.mắm tôm vừa vặn , chả cốm thơm lừng",1
3,Diem Nguyen,19/6/2023 17:27,9.0,"Bún đậu quán bán rất ngon chả cốm giòn giòn thơm,, nhat là nuoc chấm pha chế vua an lam",1
4,Huyền Ngọc,19/6/2023 17:10,5.0,Bún đậu rất ngon mắn tôm pha chế rất tuyệt,1
5,Shi Võ,19/6/2023 16:46,10,"Mê món này nhất luôn, ngonnn, xuất sắcccc",1
6,Quỳnh Kết,19/6/2023 16:34,9.6,Bún đậu rất ngon mắn tôm pha chế rất tuyệt,1
7,Dung Yume,19/6/2023 16:15,10,Bún ở đây rất ngon và sạch sẽ. Mọi người Nên ghé ăn thử,1
8,A. H.,19/6/2023 16:14,10,"Bún đậu ngon nhất mình từng ăn , rất tuyệt 10 điểm",1
9,Kết Hoàng,19/6/2023 16:09,8.0,Món nay rất ngon nhá mn nên thử,1
10,Foodee_3vlpm0g6,19/6/2023 15:53,5.0,Rất ngon rất tuyệt vời,1
11,Tâm Minh,13/3/2020 20:23,7.8,Lần đầu ăn Bún Đậu Cô Tâm thì cảm thấy rất ngon và tuyệt vời thật sự thì chỗ cô Tâm bán rất rẻ và đồ ăn rất nhiều ăn 1 lần là muốn ăn tiếp luôn trước giờ ăn ở cô Tâm cũng được 5 lần rồi mốt sẽ ghé quán Bún Đậu Cô Tâm thêm 1 lần nữa,3
12,Pun Tròn Tròn🍒,3/8/2019 13:46,10,"Ở nhà ko bik ăn j nên đặt bún đậu ở đây ngon lắm, mắm tôn hơi ngọt xíu còn lại ngon , mình đặt thêm chả giònlaf lòng chiên ăn mệt xỉu 😁😁",3
13,My SunShine,18/11/2018 18:20,7.2,"Rẻ thiệt, phần này 2 người 70k mà quá trời lun👏
lần đầu đi ăn, đi vòng vòng cũng ko thấy quán đâu, hên là gọi cho a chủ quán và cuối cùng cũng tới được quán😂
Điểm trừ nhỏ xíu là đậu hơi cứng😋",3
14,Đan Thy,3/9/2018 13:19,7.6,"Đường vô quán hơi ngoằn nghèo vì nằm sâu trong hẻm. đi từ lotte hướng lên vòng xoay tam hiệp thì quán nằm tay phải nhớ để ý bảng tên quán ở ngoài hẻm rồi cứ thế mà đi vòng vòng vào trong. vì nằm sâu như vậy nên giá mới siêu rẻ hehe. phần trong hình là bún đậu đặc biệt only 50k 1 đống đồ ăn luôn gồm đậu chiên, lòng chiên, dồi chiên, chả giò chiên, thịt luộc, chả cốm chiên kèm rau sống và 1 chén cà pháo siêu ngon. thêm 2 ly trà tắc 7k là 2 đứa ăn no căng. Mắm tôm ở đây ngon lắm lắm luôn nhìn màu là biết mắm tôm xịn ùiii. Đồ ăn k tới nỗi xuất sắc nhưng với giá như vầy thì quá ok mình k đòi hỏi gì thêm nữa. Hình bên phải là lúc quán mới mở mình đi ăn lần đầu tiên nhiều ơi là nhiều. Còn bên trái là ăn nhiều lần sau này rồi thấy ít hơn rõ nhưng hông sao vẫn rẻ. Sẽ còn quay lại nhiều.
Xem thêm",3
15,Bii,29/6/2018 11:41,9.8,ngon mà còn rẻ nữa 😆😆,3
16,Báo Người Giải Trí,7/9/2022 17:25,10,Quán ngon tuyệt,5
17,Thư,14/3/2022 19:28,9.0,"Quán ăn ngon. Rẻ , sạch ...",5
18,Bún Đậu Hà Nội - Hẻm 736 Xa Lộ Hà Nội .,25/11/2021 22:50,5.0,"Bún đậu hà nội- hương vị nồng nàn xứ bắc. Ăn một lần nhớ mãi.
chả cốm ước lễ ăn ngon làm sao, chả giò thì giòn tan đúng vỏ bánh của người dân thổ hà bắc giang làm ra,còn vị mắm tôm khỏi phải bàn chuẩn tĩnh gia thanh hóa. nói chung là ngon.
Nên thử một lần để biết mà biết rồi kẻo nghiền đấy😃😃",5
19,Thong Tran,4/2/2021 18:31,8.2,"Mình ăn phần 3 người giá chỉ 135k mà no căng cụng, đặc biệt là phần mắm tôm rất đậm đà đặc trưng của miền Bắc mà hiếm nơi nào có được. Bạn nào ko ăn được mắm tôm có thể dùng nước mắm ngọt cũng ngon ko kém phần đâu. Vote 5 sao.",5
20,Hoàng Phạm,10/5/2022 18:26,5.2,Lòng heo ăn bị đắng.mua về tại sao không cho đũa.chén sài 1 lần. Không có kẹo .,9
21,Huy Hoàng,27/9/2020 18:24,3.4,Giá tuy cao nhưng ko đc ngon. 110k cho suất 2ng,9
22,Anh Thu,2/6/2020 10:41,8.2,"Khi bạn thích bún đậu mắm tôm và heo quay thì ăn ở đây quá okie luôn ý )) kiểu sinh ra dành cho ai thích 2 món này kết hợp haha. Mẹt có giá cho 2 người, mỗi người tầm 55k là ăn no lết bánh. Có cà pháo ăn kèm giòn giòn.",9
23,Thanh Thanh,9/8/2022 18:07,4.2,"Mua phần 260 , vậy mà ship toàn bún và tàu hủ , k có chả cốm , đưa cái miếng giòn dai nhách . Thất vọng , lần đầu mua phần 2 ng ngon . Nay tin tưởng đặt lại phần 6 7ng ăn , vậy mà quá thất vọng , quán bán quá ẩu 🤨",15
24,Quỳnh Trương,25/3/2020 16:14,7.6,Em hay cùng bạn ra quán này ăn ngon lắm á mn 2 người ăn 1 mẹt thập cẩm no ứ ự luôn thêm lòng dồi chiên nên dễ ăn lắm ạ,15
