UserID,User,Review Time,Rating (10),Comment,RestaurantID
1,Rachel Smith,3/1/2022 19:22,7.8,"Phần trong hình là 139k bao gồm 1 hamburge tôm 🍔🦐🍔🦐🍔🦐 + 3 miếng gà rán 🍗🍗🍗 + 1 phần khoai tây chiên🍟🍟🍟 & 2 ly Pepsi 🥤🥤🥤

Tiệm còn bán bánh trứng 4 cái 50k nữa 🥯🥯🥯🥯",4
2,Trúc Mai Dương,19/9/2019 18:17,10,"Gà rán with Lai Kuan Lin & Park Ji Hoon - Wanna One 
Giảm 50%",4
3,Minh Trần Ngọc,16/7/2019 15:06,8.0,"Khá là lâu KFC mới có chương trình khuyến mãi giảm tận 50% khi mua từ 3 miếng gà trở lên kéo dài tới tận tháng 8 lận nữa chứ thiệt là hạnh phúc làm sao áp dụng vào thứ 3 - 4 -5 hàng tuần nhé.
Đi hai lần vào hai khoảng thời gian khác nhau
Buổi trưa đông lắm nhe dù đông nhưng nhân viên vẫn cố gắng phục vụ chu đáo tác phong nhanh nhẹn
Buổi xế chiều thì thoải mái hơn quán vắng khách nên càng cực kì nhanh luôn vô chưa được 7’ là mang về rồi
Còn về phần gà thì chắc hẳn ai cũng biết ngon hơn các nơi khác mình đã ăn qua
Luôn ủng hộ KFC
Xem thêm",4
4,Mibu Aki,20/6/2019 17:12,8.6,"Gà rán là ngon nhất trong các tiệm, đáng tiền. Tương cà, tương ớt cũng rất đặt biệt. Bánh trứng cũng rất đáng thử. Nhưng mà khoai tây chiên không được giòn lắm :(",4
5,Nguyễn Tài,13/5/2019 14:13,6.6,"Vừa rồi có đi vinmark nên ghé, có không gian ổn nhưng khách xung quanh kém lịch sự quá, gây ồn và phiền mà còn lại là giáo viên cơ chứ, về bên ngoài món gà truyền thống không cay không được ngon lắm, không được giòn và nóng, nhưng được điểm cộng là thịt gà khá ngon và tươi, giá hơi cao hơn so với các quán khác. Nhân viên phục vụ cũng không niềm nở lắm thái độ không tốt lắm. Vị trí cửa hàng cucng khá bất tiện nếu có quay lại thì mình sẽ sang cửa hàng khác trong chuỗi.",4
6,Phạm Trần Phương Trâm,12/12/2018 0:44,9.2,"Nhân dịp đá chung kết đợt đi của Vietnam, chạy ngang Vinmart thấy mọi người xôm quá, có cả màn hình TV rộng ngay đó luôn. Thấy vậy nên tấp vài vừa ăn gà vừa coi đá banh thì còn gì bằng :)) KFC chỗ này không rộng nhưng được cái view rất ok, nhìn ra khúc đường 30 tháng 4 đông đúc nhộn nhịp. Gà ở đây, tuy giá cao hơn bên ngoài nhưng cao hơn không nhiều, bỏ thêm mấy ngàn mà được ăn phần gà chất lượng thì ngại gì. Lớp bột vỏ bên ngoài thấm luôn cả vào trong da gà, đứa không ăn được như mình còn thích da gà ở đây :3 10đ cho KFC :3",4
7,Ron Swift,2/12/2018 20:18,8.2,"Mình rất thích ăn gà ở KFC, cơ bản là do gà ngon, mà chương trình khuyến mãi nhiều nữa, khách cũng ít khi đông nên được phục vụ nhanh hơn.
KFC chi nhánh Vin Mart có view khá đẹp, ngay trung tâm nữa thành ra vừa ngồi ăn vừa nhìn xe cộ cũng khá ổn. Combo 3 miếng gà giá chỉ 55k, chỉ áp dụng vào thứ 5 hàng tuần thôi, ly pepsi thì 18k size lớn. Gà có thể chọn ức hoặc cánh tùy sở thích. Ngày khuyến mại khách hơi đông nên hay bị hết gà, bù lại đc ăn món nóng, mới.",4
8,Hoàng Huy,13/11/2018 11:41,8.0,"Mình cực kỳ ưng chuỗi cửa hàng kfc nên mình cứ có dịp là lại vào đây để ăn miết à, gọi 1 phần combo 3 miếng gà và 1 ly nước để uống theo mình cảm nhận thì do mình đi buổi trưa nên quán cũng khá là đông khách nhe ngồi đợi hơi bị lâu 1 tý, mà đồ ăn mình thấy khá là ngon và vừa miệng mình nên đợi 1 tý cũng ok, không gian quán mình thấy cũng rộng rãi lắm nhe, menu quán cũng đa dạng lắm luôn ấy, nhân viên lịch sự nữa chứ",4
9,Bảo Ngọc Nguyễn Hoàng,4/11/2018 7:55,10,"Thứ 3 hàng tuần KFC đang có chương trình mua 3 miếng gà chỉ 55k. Giá bth cho mỗi miếng gà đã là 30 mấy nghìn, cực kì tiết kiệm cho những bạn thích KFC mà lại kh có nhiều điều kiện luôn nhé. Có khuyến mãi nhưng chất lượng gà vẫn rất tuyệt vời, da gà được tẩm bột cực kì giòn rụm, lớp da giòn được tẩm bột rất vừa miệng, đúng với slogan của quán: ""vị ngon trên từng ngon tay"" khi mà bạn cầm gà lên ăn😂😂. Mình mua thêm 1 phần khoai nhỏ nữa có giá là 14k. Tổng cộng cho 3 miếng gà và 1 phần khoai chỉ 69k mà thôi😍😍. Mng nên tranh thủ đến KFC vào ngày t3 để dùng khuyến mãi nhé!!",4
10,Quăn Quăn,19/10/2018 21:57,8.0,"Kfc ngày càng thể hiện được sự mới mẻ trong menu hơn, có rất nhiều món để chọn, như cơm trộn rong biển ăn với gà chiên xù, cơm trộn ăn với gà quay, các món cơm trưa như gà quay tiêu, gà teriyaki, còn thêm mùi vị lá chanh, rồi gà lắc phô mai đủ các kiểu nên đôi khi ăn cũng đỡ ngán. Đây là phần bugger gà chiên cay, ăn cực đã tại rất lâu rồi không đi ăn. Nhân viên có cô nhân viên siêu cao, mình cao 1.68m mà còn đứng dưới tay bạn ấy, thật nể. Nhân viên phục vụ linh sự",4
