RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Average_rating(5),Total votes
1,Quế Minh Cafe,10.0654500000000,105.5590300000000,"27 Võ Thị Điệp, TT. Thới Lai, Huyện Thới Lai, Cần Thơ","Café/Dessert, ","Café - Kem, ","Món Việt, ",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,no,no,yes,8.000 -25.000,6.7,7.0,7.3,7.0,3
2,Đăng Khoa - Nhà Hàng & Karaoke,10.0757510000000,105.5771990000000,"Tỉnh Lộ 922, Ấp Thới Khánh A, Xã Tân Thạnh, Huyện Thới Lai, Cần Thơ","Nhà hàng, ",,"Món Việt, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,no,yes,yes,25.000 -250.000,7.0,7.0,7.0,7.0,2
3,Five Star Vietnam - Tỉnh Lộ 922,10.0682084033952,105.5654248595237,"Tỉnh Lộ 922, TT. Thới Lai, Huyện Thới Lai, Cần Thơ","Quán ăn, ","Thịt Gà, Gà rán, Fastfood - Thức ăn nhanh, ","Món Việt, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,yes,no,yes,15.000 -50.000,7.3,7.0,7.0,7.1,3
4,Cau Xưa Cafe,10.0870477313488,105.5889652669429,"Tỉnh Lộ 922, Xã Thới Thạnh, Huyện Thới Lai, Cần Thơ","Café/Dessert, ","Café - Kem, ","Món Việt, ",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,no,no,no,15.000 -30.000,8.0,7.0,7.5,7.3,2
5,Trà Sữa Win,10.0682674936143,105.5653319880366,"155 Lê Đức Thọ, TT. Thới Lai, Huyện Thới Lai, Cần Thơ","Ăn vặt/vỉa hè, ","Thức uống, Trà sữa, ","Món Việt, ",08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,no,yes,yes,10.000 -30.000,6.8,6.8,6.8,6.9,4
6,Bún Cá Ngọc Linh,10.0685913342322,105.5657846108079,"Lê Đức Thọ, TT. Thới Lai, Huyện Thới Lai, Cần Thơ","Quán ăn, ","Hải sản, Món nước, Cá, ","Món Việt, ",,,,,,,,no,no,no,20.000 -50.000,7.0,7.0,7.0,7.1,2
7,RiO - Trà Sữa & Ăn Vặt,10.0610696311198,105.5578663945197,"440 Lộ Bà Đầm, Ấp Thới Thuận A, TT. Thới Lai, Huyện Thới Lai, Cần Thơ","Café/Dessert, ","Trà, Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Thức uống, Trà sữa, Sữa, ","Món Việt, ",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,no,no,yes,8.000 -20.000,9.0,9.0,8.0,8.6,1
8,Cô Năm - Chuối Chiên,10.0282950000000,105.5431250000000,"Lộ Bà Đầm, Huyện Thới Lai, Cần Thơ","Ăn vặt/vỉa hè, ","Ăn vặt - Ăn nhẹ, ","Món Việt, ",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,no,yes,yes,10.000 -20.000,0.0,0.0,0.0,_._,0
9,Zeal  - Tea & Cake,10.0660851000000,105.5597445999999,"253C Tỉnh Lộ 922, Ấp Thới Thuận A, Huyện Thới Lai, Cần Thơ","Tiệm bánh, ","Bánh - Kẹo, Home-made, Ăn vặt - Ăn nhẹ, ","Món Việt, ",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,yes,yes,no,3.000 -500.000,0.0,0.0,0.0,_._,0
10,Kim Xuyến Cafe,10.0677700000000,105.5643560000000,"372 Đường Tỉnh 922, TT. Thới Lai, Huyện Thới Lai, Cần Thơ","Café/Dessert, ","Café - Kem, ","Món Việt, ",06:00 - 18:00,06:00 - 18:00,06:00 - 18:00,06:00 - 18:00,06:00 - 18:00,06:00 - 18:00,06:00 - 18:00,no,no,yes,7.000 -25.000,0.0,0.0,0.0,_._,0
11,Như Lộc Cafe,9.9910689690761,105.5671495199203,"Bốn Tổng - Một Ngàn, Xã Trường Xuân, Huyện Thới Lai, Cần Thơ","Café/Dessert, ","Café - Kem, ","Món Việt, ",06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,no,no,yes,5.000 -20.000,0.0,0.0,0.0,_._,0
12,Milano Coffee - Khu Đô Thị Mới Thới Lai,10.0653097687061,105.5601548960839,"9 B3 Khu Đô Thị Mới, TT. Thới Lai, Huyện Thới Lai, Cần Thơ","Café/Dessert, ",,,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,no,no,no,10.000 -100.000,0.0,0.0,0.0,_._,0
