RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Average_rating(5),Total votes
1,Ốc Tuyết - Dương Bá Trạc,10.7419414000000,106.6883933000000,"Hẻm 456 Dương Bá Trạc, Quận 8, TP. HCM","Ăn vặt/vỉa hè, ","Hải sản, Nghêu - Sò - Ốc, Ăn vặt - Ăn nhẹ, ","Món Việt, ",15:00 - 23:59,15:00 - 23:59,15:00 - 23:59,15:00 - 23:59,15:00 - 23:59,15:00 - 23:59,15:00 - 23:59,no,yes,yes,20.000 -20.000,6.9,6.7,6.3,6.8,172
2,Bánh Tráng Trộn Kim Ngân - Bánh Tráng Trộn - 86 Dã Tượng,10.7450771000000,106.6645950000000,"86 Dã Tượng, P. 10, Quận 8, TP. HCM","Ăn vặt/vỉa hè, ","Ăn vặt - Ăn nhẹ, ","Món Việt, Món Miền Nam, ",Tạm nghỉ,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,yes,yes,yes,,10.0,10.0,9.4,9.8,505
3,Phá Lấu Đồng Diều,10.7380290000000,106.6768120000000,"54 Phạm Nhữ Tăng, P. 4, Quận 8, TP. HCM","Ăn vặt/vỉa hè, ","Bánh mì, Mì, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Phá lấu, ","Món Việt, ",11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,yes,yes,yes,20.000 -28.000,9.9,9.9,9.9,9.9,225
4,Bánh Cuốn Đồng Diều - Bánh Cuốn Nóng & Bánh Ướt - 54 Phạm Nhữ Tăng,10.7380290000000,106.6767330000000,"54 Phạm Nhữ Tăng, P. 4, Quận 8, TP. HCM","Quán ăn, ","Bánh ướt, Bánh - Kẹo, Xúc xích, Fastfood - Thức ăn nhanh, ","Món Việt, Món Bắc, Món Miền Nam, ",06:00 - 11:00,06:00 - 11:00,06:00 - 11:00,06:00 - 11:00,06:00 - 11:00,06:00 - 11:00,06:30 - 11:00,no,no,no,,9.9,9.9,9.9,9.9,172
5,Nhà Đậu - Bún Đậu Mắm Tôm - Dương Bá Trạc,10.7445060000000,106.6888660000000,"288/5 Dương Bá Trạc, P. 2, Quận 8, TP. HCM","Quán ăn, ","Bún, ","Món Việt, Món Bắc, ",09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,yes,no,yes,,9.9,9.9,9.9,9.9,306
6,Chợt Nhớ - Bánh Ướt Lòng Gà Đà Lạt - Tạ Quang Bửu,10.7446581000000,106.6847840000000,"56/12 Tạ Quang Bửu, P. 2, Quận 8, TP. HCM","Quán ăn, ","Bánh ướt, Bánh - Kẹo, ",,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,no,no,no,30.000 -70.000,10.0,10.0,9.9,10.0,305
7,Lu's Coffee - Phạm Hùng,10.7386530000000,106.6701600000000,"229B Phạm Hùng, P. 4, Quận 8, TP. HCM","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, Thức uống, ","Món Việt, ",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,no,no,yes,20.000 -30.000,7.8,7.9,7.3,7.6,66
8,Cơm Gà Xối Mỡ 142 - Ba Đình,10.7476261000000,106.6670634000000,"142 Ba Đình, P. 10, Quận 8, TP. HCM","Quán ăn, ","Cơm Chiên, Bún, Mì, Gà xối mỡ, Miến, Cơm văn phòng, Cơm, ","Món Việt, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,no,no,20.000 -55.000,7.2,6.6,6.5,6.8,256
9,Papaxốt - Phạm Hùng,10.7364849000000,106.6718106000000,"8A Phạm Hùng, P. 4, Quận 8, TP. HCM","Nhà hàng, ","Thịt Bò, Bún, Mì, Miến, Cơm, ","Món Á, Món Nhật, ",09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,no,yes,yes,25.000 -180.000,7.7,7.3,7.7,7.3,118
10,Thai Express - Món Thái - PARC MALL,10.7404810000000,106.6785565000000,"GH L4-20, Tầng 4, TTTM Parc Mall, 547-549 Đường Tạ Quang Bửu, P. 4, Quận 8, TP. HCM","Nhà hàng, ","Thịt Gà, Cơm Chiên, Thịt Heo, Bún, Thịt Bò, Hải sản, Hủ tiếu, Món nước, Lẩu, Miến, Cơm văn phòng, Cơm, ","Món Á, Món Thái, ",11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,no,yes,yes,55.000 -170.000,7.3,7.4,7.3,7.2,63
