RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Average_rating(5),Total votes
1,Bánh Canh Cua Bà Ba,10.7553450000000,106.6839440000000,"84/6 Nguyễn Biểu, P. 1, Quận 5, TP. HCM",Quán ăn,"Bún ,  Cua - Ghẹ ,  Hải sản ,  Món nước ,  Miến",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,Món Việt,no,no,no,30.000đ - 80.000,8.1,7.8,7.3,7.6,69
2,Myeongdong - Quán Mì Hàn Quốc,10.7527330000000,106.6709280000000,"35 Trần Hưng Đạo, P. 6, Quận 5, TP. HCM",Quán ăn,,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,,no,no,no,5.000đ - 99.000,9.4,9.5,9.6,9.5,61
3,Buddha Chay - Nguyễn Chí Thanh,10.7606430000000,106.6729480000000,"5 Nguyễn Chí Thanh, P. 9, Quận 5, TP. HCM",Nhà hàng,"Phở ,  Cơm Chiên ,  Đậu hũ ,  Nấm ,  Bún ,  Hủ tiếu ,  Mì ,  Lẩu ,  Miến ,  Súp ,  Salad ,  Chả giò ,  Gỏi ,  Món chay ,  Ăn vặt - Ăn nhẹ ,  Cơm",10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,Món Việt,no,no,yes,25.000đ - 250.000,5.8,5.5,5.7,5.6,91
4,Nước Sâm Nước Mát Hồng Phong - Nguyễn Trãi,10.7573830000000,106.6781540000000,"154 Nguyễn Trãi, P. 3, Quận 5, TP. HCM",Café/Dessert,"Trà ,  Sinh tố - Nước ép ,  Thức uống",09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,Món Việt,no,no,no,10.000đ - 22.000,7.4,7.2,6.3,7.3,36
5,Milk Tea - Nguyễn Văn Cừ,10.7615260000000,106.6830180000000,"215 Nguyễn Văn Cừ, P. 4, Quận 5, TP. HCM",Café/Dessert,"Bún ,  Mì ,  Món nước ,  Café - Kem ,  Sinh tố - Nước ép ,  Ăn vặt - Ăn nhẹ ,  Thức uống ,  Bia ,  Nước ngọt ,  Trà sữa",08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,Món Việt,yes,no,yes,15.000đ - 33.000,6.7,7.0,6.2,6.8,27
6,Opla Inox - Châu Văn Liêm,10.7530766000000,106.6584100000000,"67 Châu Văn Liêm, Quận 5, TP. HCM",Quán ăn,"Cơm Chiên ,  Beefsteak - Bò né ,  Thịt Bò ,  Cơm","06:00 - 13:00
16:00 - 20:00","06:00 - 13:00
16:00 - 20:00","06:00 - 13:00
16:00 - 20:00","06:00 - 13:00
16:00 - 20:00","06:00 - 13:00
16:00 - 20:00","06:00 - 13:00
16:00 - 20:00",06:00 - 13:00,"Món Á ,  Món Trung Hoa",no,no,no,45.000đ - 55.000,7.6,6.9,6.7,7.0,74
7,COTTI COFFEE - Saigon University,10.7590137000000,106.6821831000000,"51 Nguyễn Trãi, (Sát Đại Học Sài Gòn), P. 2, Quận 5, TP. HCM",Café/Dessert,"Trà chanh ,  Sinh tố - Nước ép ,  Thức uống ,  Trà sữa",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,,no,no,no,,10.0,10.0,10.0,10.0,152
8,American Hotdog,10.7519372000000,106.6656543000000,"28 Phan Phú Tiên, P. 10, Quận 5, TP. HCM",Café/Dessert,"Café - Kem ,  Ăn vặt - Ăn nhẹ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,Đặc biệt,yes,no,yes,30.000đ - 30.000,7.2,7.0,6.9,7.0,461
9,Quán Ốc 2B,10.7529812000000,106.6843443000000,"28 Nguyễn Biểu, P. 1, Quận 5, TP. HCM",Quán ăn,"Hải sản ,  Nghêu - Sò - Ốc",16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,Món Việt,yes,no,no,40.000đ - 80.000,7.4,6.9,6.3,6.6,27
10,Hutong - Hotpot Paradise - Nguyễn Tri Phương,10.7579850000000,106.6694761000000,"134 Nguyễn Tri Phương, P. 9, Quận 5, TP. HCM",Nhà hàng,"Thịt Bò ,  Hải sản ,  Lẩu ,  Dimsum",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,"Món Á ,  Món Trung Hoa",no,yes,yes,30.000đ - 350.000,9.7,9.0,9.4,9.5,34
