RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Average_rating(5),Total votes
1,GoGi House - Quán Thịt Nướng Hàn Quốc - Aeon Mall Bình Tân,10.7425890000000,106.6114580000000,"Tầng 3, Aeon Mall Bình Tân,1 Đường Số 17A, KP. 11, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM","Nhà hàng, ","Thịt Bò, ","Món Á, Món Hàn, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,no,no,yes,150.000 -250.000,8.8,8.5,8.4,8.5,241
2,Bamboo Dimsum - Aeon Mall Bình Tân,10.7425600000000,106.6114270000000,"Lô Sf9,Tầng 2 Aeon Mall Bình Tân, 1 Đường Số 17A, Bình Trị Đông, Quận Bình Tân, TP. HCM","Nhà hàng, ","Bún, Mì, Bánh bao, Bánh - Kẹo, Dimsum, Ăn vặt - Ăn nhẹ, Cơm, ","Món Á, Món Trung Hoa, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,no,yes,15.000 -60.000,9.1,6.4,6.4,6.9,"1,217"
3,Vịt Cay Hong Kong - Đường 1D,10.7472190000000,106.6194713000000,"12 Đường 1D, P. An Lạc A, Quận Bình Tân, TP. HCM","Quán ăn, ","Vịt quay, Thịt Vịt, Cơm, ",,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,no,no,no,15.000 -109.000,9.0,6.5,6.5,7.0,"2,385"
4,KOI Thé - AEON Mall Bình Tân,10.7429605000000,106.6118665000000,"Lô F29B, Tầng 1, Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông, Quận Bình Tân, TP. HCM","Café/Dessert, ","Trà, Café - Kem, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa, ","Món Á, Singapore, ",10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,09:00 - 21:30,09:00 - 21:30,no,no,yes,40.000 -60.000,7.8,7.5,7.1,7.3,225
5,Aeon Bình Tân (AEONESHOP),10.7429816000000,106.6119416000000,"1 Đường Số 17A, Quận Bình Tân, TP. HCM","Trung tâm thương mại, ",,"Món Việt, Món Á, Món Nhật, ",08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,yes,yes,no,3.000 -900.000,8.0,7.8,8.2,7.9,143
6,Crystal Jade Kitchen - AEON Mall Bình Tân - Nhà Hàng Quảng Đông,10.7425890000000,106.6114580000000,"Lầu 3, Aeon Mall Bình Tân, 532A Kinh Dương Vương, P. Bình Trị Đông, Quận Bình Tân, TP. HCM","Nhà hàng, ","Thịt Gà, Gà rán, Cơm Chiên, Hủ tiếu, Mì, Gà xối mỡ, Cháo, Chân cánh gà nướng, Hoành Thánh - Vằn Thắn, Gà ác/gà hầm, Dimsum, Cơm, ","Món Á, Món Trung Hoa, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,no,no,yes,100.000 -200.000,9.1,9.1,9.1,9.0,219
7,Kichi Kichi Lẩu Băng Chuyền - AEON Mall Bình Tân,10.7425890000000,106.6114580000000,"Tầng 3 - T26, Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông, Quận Bình Tân, TP. HCM","Nhà hàng, ","Lẩu, ","Món Á, Món Nhật, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,no,no,yes,200.000 -300.000,8.8,8.7,8.8,8.8,172
8,Da Heo Út Cưng - Shop Online - Kinh Dương Vương,10.7373179000000,106.6122428000000,"532/28/34/27 Kinh Dương Vương, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM","Shop Online, ","Cơm Chiên, Cơm Cháy, Ăn vặt - Ăn nhẹ, Cơm, Nem, ","Món Việt, ",07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,yes,yes,yes,10.000 -350.000,8.6,8.0,6.8,7.5,175
9,Saigon Juice - Ăn Luôn Ly,10.8139470000000,106.5934470000000,"SA1.04 Toà Nhà Green Park, Đường Số 8, KDC Vĩnh Lộc, P. Bình Hưng Hoà B, Quận Bình Tân, TP. HCM","Café/Dessert, ","Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Trái cây, ","Món Việt, ",06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,yes,no,yes,10.000 -40.000,7.7,7.9,7.3,7.4,160
10,Vị Sài Gòn - Bún Thịt Nướng - Đường 1C,10.7795020000000,106.6131530000000,"11/3 Đường 1C, P. Bình Hưng Hòa A, Quận Bình Tân, TP. HCM","Nhà hàng, ","Bún, Món nước, Ăn vặt - Ăn nhẹ, Cơm, Nem, ","Món Việt, ",05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,yes,no,yes,35.000 -55.000,7.6,7.4,6.9,7.2,140
