RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Average_rating(5),Total votes
1,Ốc Ngon - Quốc Lộ 1A,10.9628189820796,106.9402889907360,"2469 Ấp Thanh Hóa, Quốc Lộ 1A, Huyện Trảng Bom, Đồng Nai","Quán ăn, ","Hải sản, Nghêu - Sò - Ốc, ","Món Việt, ",15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,no,no,yes,20.000 -50.000,8.0,7.8,8.5,8.1,4
2,Quán Ăn Má Nồng - Bún Cá Ngừ Đại Dương,10.9523235000000,106.9990364000000,"Đường 29 Tháng 4, Trảng Bom, Huyện Trảng Bom, Đồng Nai","Quán ăn, ","Thịt Bò, Hải sản, Món nước, Sinh tố - Nước ép, Cơm văn phòng, ","Món Miền Trung, ",06:00 - 13:00,06:00 - 13:00,06:00 - 13:00,06:00 - 13:00,06:00 - 13:00,06:00 - 13:00,06:00 - 13:00,no,no,yes,25.000 -35.000,8.2,8.0,9.2,8.2,6
3,Like Chicken,10.9523317450679,107.0005395219109,"131 Đường 29 Tháng 4, KP. 5, T.T Trảng Bom, Huyện Trảng Bom, Đồng Nai","Quán ăn, ",,,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,no,no,10.000 -55.000,10.0,9.5,9.5,9.6,2
4,Trà Sữa Pa Tea,10.8880010000000,106.9878170000000,"Ấp 5, Xã An Viễn, Huyện Trảng Bom, Đồng Nai","Café/Dessert, ","Thức uống, Trà sữa, ","Món Việt, ",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,no,no,no,15.000 -30.000,8.9,8.4,8.7,8.8,9
5,Phượng Son,10.9137290000000,106.9931720000000,"Thác Giang điền, Phường Cầu hoa, Huyện Trảng Bom, Đồng Nai","Nhà hàng, ",,,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,no,yes,yes,100.000 -330.000,6.8,7.3,7.8,7.3,4
6,Cà Kê Quán - Ăn Vặt & Ăn Nhẹ,10.9468390000000,107.0049930000000,"87 Đường 2 Tháng 9, Huyện Trảng Bom, Đồng Nai","Ăn vặt/vỉa hè, ","Ăn vặt - Ăn nhẹ, ","Món Á, Món Hàn, Món Thái, ",09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,yes,yes,yes,15.000 -30.000,7.0,6.5,6.8,6.8,4
7,Zodiac - Wings & Beers,10.9448170000000,107.0614640000000,"Quốc Lộ 1A, Xã Trung Hòa, Huyện Trảng Bom, Đồng Nai","Nhà hàng, ","Thịt Gà, Gà rán, Thức uống, Bia, ","Món Việt, ",16:30 - 22:00,16:30 - 22:00,16:30 - 22:00,16:30 - 22:00,16:30 - 22:00,16:30 - 22:00,16:30 - 22:00,no,no,yes,31.000 -250.000,10.0,10.0,10.0,9.5,2
8,Cherry - Coffee & Tea,10.9649080524974,106.9497481361031,"294 Tỉnh Lộ 767, Ấp An Chu, Xã Bắc Sơn, Huyện Trảng Bom, Đồng Nai","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Cơm, ","Món Việt, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,no,no,yes,20.000 -38.000,9.5,8.5,9.5,8.9,2
9,Simple. Tea,10.9594989943168,106.9529235363006,"Xã Bắc Sơn, Trảng Bom, Huyện Trảng Bom, Đồng Nai","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, Thức uống, ","Món Việt, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,no,yes,12.000 -25.000,8.5,8.5,7.5,8.1,2
10,Linus & Lucy Coffee House,10.9477230000000,107.0080160000000,"34 Đường 2 Tháng 9, Huyện Trảng Bom, Đồng Nai","Café/Dessert, ","Café - Kem, ","Món Việt, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,no,no,yes,15.000 -45.000,7.5,7.5,7.5,7.4,2
