RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Average_rating(5),Total votes
1,Phở - Phạm Thị Nghĩa,10.9616030000000,106.8773900000000,"Đối Diện 78 Phạm Thị Nghĩa, KP5, P. Tân Hiệp, Huyện Cẩm Mỹ, Đồng Nai","Quán ăn, ","Phở, Món nước, ","Món Việt, ",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,no,no,no,20.000 -30.000,0.0,0.0,0.0,_._,0
2,Yummy - Trà Sữa & Ăn Vặt,10.7649477413155,107.3482961688992,"Đường Tỉnh 765, Ấp 8, X. Xuân Tây, Huyện Cẩm Mỹ, Đồng Nai","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Thức uống, Trà sữa, ","Món Việt, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,yes,no,yes,10.000 -35.000,0.0,0.0,0.0,_._,0
3,Phương Thủy Phát Ẩm Thực Gia Đình,10.8273200000000,107.2337970000000,"Đường Số 56, Ấp Suối Râm, Xã Long Giao, Huyện Cẩm Mỹ, Đồng Nai","Nhà hàng, ","Hải sản, Món nước, Lẩu, Đặc sản rừng, Đặc sản vùng, Cơm, Thức uống, ","Món Việt, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,no,yes,50.000 -3.000.000,0.0,0.0,0.0,_._,0
4,Cơm 68 - Quốc Lộ 56,10.8339507304620,107.2359873153777,"Quốc Lộ 56, Ấp 1, Nhân Nghĩa, Huyện Cẩm Mỹ, Đồng Nai","Quán ăn, ","Thịt Gà, Sinh tố - Nước ép, Cơm văn phòng, Cơm, ","Món Việt, ",09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,no,yes,yes,20.000 -35.000,10.0,10.0,10.0,10.0,1
5,Bánh Xèo Cô Ế,10.8706290000000,107.2786800000000,"Ấp Nam Hà, Xã Xuân Bảo, Huyện Cẩm Mỹ, Đồng Nai","Ăn vặt/vỉa hè, ","Ăn vặt - Ăn nhẹ, ","Món Việt, ",15:00 - 19:00,15:00 - 19:00,15:00 - 19:00,15:00 - 19:00,15:00 - 19:00,15:00 - 19:00,15:00 - 19:00,no,yes,yes,10.000 -20.000,10.0,9.0,6.0,8.0,1
6,Trà Sữa Hanaland - Trân Châu Nhà Làm,10.7302060000000,107.1137830000000,"Khu 2 Ấp Suối Cả, Xã Long Giao, Huyện Cẩm Mỹ, Đồng Nai","Café/Dessert, ","Trà, Ăn vặt - Ăn nhẹ, Thức uống, Trà sữa, Sữa, ","Món Việt, ",10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,no,no,yes,8.000 -25.000,9.5,9.3,6.8,8.4,4
7,"Depa - Tea, Coffee & Fast Food",10.7624392957134,107.3477835925903,"Tỉnh Lộ 764, Xã Sông Ray, Huyện Cẩm Mỹ, Đồng Nai","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Thức uống, ","Món Việt, Mỹ, Món Trung Hoa, ",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,no,no,yes,15.000 -35.000,0.0,0.0,0.0,_._,0
8,Bánh Mì - 55 Trần Quốc Toản,10.9314090000000,106.8522290000000,"Kế 55/3B Trần Quốc Toản, KP2, P.An Bình, Huyện Cẩm Mỹ, Đồng Nai","Ăn vặt/vỉa hè, ","Bánh mì, Ăn vặt - Ăn nhẹ, ","Món Việt, ",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,no,yes,yes,10.000 -20.000,0.0,0.0,0.0,_._,0
9,Bún Bò Huế Phương Nam,10.7626915000000,107.3514884000000,"Tỉnh Lộ 328, Xã Xuân Đông, Huyện Cẩm Mỹ, Đồng Nai","Quán ăn, ","Bún, Món nước, ","Món Huế, Món Miền Trung, ",07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,no,no,no,20.000 -30.000,0.0,0.0,0.0,_._,0
10,Quán Ba Miền - Quốc Lộ 56,10.8063200000000,107.2267020000000,"Quốc Lộ 56, Xã Long Giao, Huyện Cẩm Mỹ, Đồng Nai","Quán ăn, ",,"Món Việt, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,no,yes,no,25.000 -500.000,0.0,0.0,0.0,_._,0
