RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Average_rating(5),Total votes
1,Kichi Kichi Lẩu Băng Chuyền - Vincom Lê Văn Việt,10.8457220000000,106.7790290000000,"Tầng L4 - 02, Vincom Lê Văn Việt, 50 Lê Văn Việt, P. Hiệp Phú, Quận 9, TP. HCM","Nhà hàng, ","Thịt Bò, Lẩu, Sushi & Sashimi, ","Món Á, Món Nhật, ","11:00 - 15:00, 18:00 - 22:00","11:00 - 15:00, 18:00 - 22:00","11:00 - 15:00, 18:00 - 22:00","11:00 - 15:00, 18:00 - 22:00","11:00 - 15:00, 18:00 - 22:00","11:00 - 15:00, 18:00 - 22:00","11:00 - 15:00, 18:00 - 22:00",no,yes,yes,150.000 -300.000,9.1,9.1,9.1,9.0,186
2,Long Island,10.8112370000000,106.8492130000000,"173 Long Thuận, P. Long Phước, Quận 9, TP. HCM","Café/Dessert, Thăm quan & chụp ảnh, Chụp hình cưới, ",,"Món Việt, ",08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,no,yes,no,100.000 -2.750.000,6.8,6.7,7.1,6.8,99
3,Nhà Hàng Long Phụng - Suối Tiên,10.8660660000000,106.8028490000000,"120 Xa Lộ Hà Nội, P. Tân Phú, Quận 9, TP. HCM","Nhà hàng, Tiệc cưới/Hội nghị, ",,"Món Việt, Món Á, Món Âu, ",09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,no,yes,yes,1.500.000 -5.500.000,6.2,6.1,0.0,6.0,122
4,Buffet Béo 99k,10.8271770000000,106.7693900000000,"6 Tăng Nhơn Phú, P. Phước Long B, Quận 9, TP. HCM","Buffet, ",,"Món Việt, ",16:30 - 23:00,16:30 - 23:00,16:30 - 23:00,16:30 - 23:00,16:30 - 23:00,16:30 - 23:00,16:30 - 23:00,yes,yes,yes,75.000 -99.000,7.5,7.6,7.5,7.4,31
5,Manwah Taiwanese Hotpot - Vincom Lê Văn Việt,10.8453190000000,106.7787300000000,"Tầng L4-01 Vincom Lê Văn Việt, 50 Lê Văn Việt, Quận 9, TP. HCM","Nhà hàng, ","Thịt Bò, Món nước, Lẩu, Thức uống, ","Món Á, Đài Loan, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,no,yes,yes,390.000 -480.000,8.2,8.4,7.9,8.0,28
6,Nijyu Maru - Vincom Lê Văn Việt,10.8455926062298,106.7790573835372,"Tầng L4-17, Vincom Lê Văn Việt, 50 Lê Văn Việt, P. Hiệp Phú, Quận 9, TP. HCM","Nhà hàng, ","Lẩu, Sushi & Sashimi, ","Món Nhật, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,yes,yes,100.000 -200.000,7.5,7.1,7.7,7.5,29
7,Lẩu Mắm Phong Lan,10.8146630000000,106.8364630000000,"26 Long Thuận, P. Trường Thạnh, Quận 9, TP. HCM","Quán ăn, ","Lẩu, ","Món Việt, ",09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,no,yes,no,150.000 -300.000,6.8,7.0,7.4,6.6,24
8,Ngọc Dung - Bún Bò Huế,10.8740310000000,106.8150580000000,"506 Hoàng Hữu Nam, P. Long Bình, Quận 9, TP. HCM","Quán ăn, ",,"Món Huế, Món Miền Trung, ",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,no,no,no,40.000 -55.000,7.7,6.8,6.7,6.7,17
9,G.D Beefsteak,10.8439837027678,106.7826066417856,"192 Lê Văn Việt, P. Tăng Nhơn Phú A, Quận 9, TP. HCM","Quán ăn, ","Thịt Bò, Beefsteak - Bò né, ","Món Việt, ","07:00 - 12:30, 15:30 - 22:30","07:00 - 12:30, 15:30 - 22:30","07:00 - 12:30, 15:30 - 22:30","07:00 - 12:30, 15:30 - 22:30","07:00 - 12:30, 15:30 - 22:30","07:00 - 12:30, 15:30 - 22:30","07:00 - 12:30, 15:30 - 22:30",yes,no,yes,39.000 -65.000,7.9,8.0,7.4,7.7,17
10,Trà Sữa Gottea,10.8229070000000,106.7707150000000,"313 Đỗ Xuân Hợp, P. Phước Long B, Quận 9, TP. HCM","Ăn vặt/vỉa hè, ","Thức uống, Trà sữa, ","Món Việt, ",07:00 - 23:59,07:00 - 23:59,07:00 - 23:59,07:00 - 23:59,07:00 - 23:59,07:00 - 23:59,07:00 - 23:59,no,yes,yes,10.000 -32.000,9.6,9.6,9.6,9.6,30
11,Gyu-Kaku Japanese BBQ - Vincom Lê Văn Việt,10.8456724000000,106.7791288999999,"L4-04 Vincom Lê Văn Việt, 50 Lê Văn Việt, P. Hiệp Phú, Quận 9, TP. HCM","Nhà hàng, ","Thịt Bò, Hải sản, ","Món Á, Món Nhật, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,no,yes,yes,100.000 -500.000,0.0,0.0,6.2,6.0,36
12,Highlands Coffee - Intel,10.8569660000000,106.8030890000000,"Lô I1 - I2a - I2b Đường D1, P. Tân Phú, Quận 9, TP. HCM","Café/Dessert, ","Bánh - Kẹo, Café - Kem, Sinh tố - Nước ép, Cơm văn phòng, ","Món Việt, ",00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,no,no,yes,9.000 -65.000,7.7,7.3,7.0,7.4,6
13,You Can House Coffee,10.8477020136733,106.7908658087253,"39 Đường Số 385, P. Tăng Nhơn Phú A, Quận 9, TP. HCM","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, ","Món Việt, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,no,no,yes,12.000 -36.000,8.5,8.7,8.9,8.6,11
14,Paricua Food - Chả Cuốn Phan Rí Cửa - Shop Online,10.8139004000000,106.7845336000000,"Tầng 4 Fuji Residence Nam Long, P. Phước Long B, Quận 9, TP. HCM","Shop Online, ","Ăn vặt - Ăn nhẹ, ","Món Miền Trung, ",09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,yes,yes,yes,35.000 -39.000,8.5,8.3,6.7,7.8,15
15,Cánh Đồng Quán - Lê Văn Việt,10.8448190000000,106.7793260000000,"136/10 Lê Văn Việt, P. Hiệp Phú, Quận 9, TP. HCM","Quán ăn, ",,"Món Việt, ",16:00 - 23:59,16:00 - 23:59,16:00 - 23:59,16:00 - 23:59,16:00 - 23:59,16:00 - 23:59,16:00 - 23:59,no,no,yes,30.000 -150.000,0.0,0.0,0.0,4.6,21
16,Cây Me Bến Đò,10.8668720000000,106.8414570000000,"45 Mạc Hiển Tích, Quận 9, TP. HCM","Quán ăn, ","Hải sản, Lẩu, Thức uống, ","Món Việt, ",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,no,no,no,20.000 -50.000,6.7,0.0,6.6,5.9,14
17,Bò Tơ Năm Sánh Quyết Thắng - Hoàng Hữu Nam,10.8562450000000,106.8135380000000,"149 Hoàng Hữu Nam, P. Tân Phú, Quận 9, TP. HCM","Quán ăn, ","Thịt Bò, ","Miền Đông, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,no,no,100.000 -220.000,7.3,6.6,6.4,6.6,12
18,Buffet Thằng Bờm 99K,10.8614540000000,106.8135090000000,"260 Hoàng Hữu Nam, P. Long Thạnh Mỹ, Quận 9, TP. HCM","Buffet, ",,"Món Việt, ",15:00 - 22:30,15:00 - 22:30,15:00 - 22:30,15:00 - 22:30,15:00 - 22:30,15:00 - 22:30,15:00 - 22:30,yes,no,yes,10.000 -99.000,9.8,10.0,9.8,9.7,10
19,The More Coffee,10.8417409000000,106.7724732000000,"12 Phan Chu Trinh, P. Hiệp Phú, Quận 9, TP. HCM","Café/Dessert, ","Trà, Trà chanh, Café - Kem, Sinh tố - Nước ép, Thức uống, Nước ngọt, Trà sữa, Sữa, ","Món Việt, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,no,no,yes,25.000 -50.000,9.3,9.3,9.1,8.9,12
20,Bánh Tráng Nướng Đà Lạt - Làng Tăng Phú,10.8432003000000,106.7984864000000,"51A Làng Tăng Phú, Quận 9, TP. HCM","Ăn vặt/vỉa hè, ","Ăn vặt - Ăn nhẹ, ","Món Việt, ",16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,no,yes,yes,4.000 -17.000,8.7,7.8,7.3,7.9,15
21,Taro Boba - Milk Tea & Smoothie,10.8319149588684,106.7768201234588,"26 Tăng Nhơn Phú, P. Tăng Nhơn Phú, Quận 9, TP. HCM","Café/Dessert, ","Sinh tố - Nước ép, Thức uống, Trà sữa, ","Món Việt, ",10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,no,no,yes,15.000 -20.000,6.0,6.0,7.3,6.3,7
