RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Average_rating(5),Total votes
1,Hanuri - Quán Ăn Hàn Quốc - Sư Vạn Hạnh,10.7720880000000,106.6696668000000,"736 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM","Quán ăn, ","Thịt Gà, Bánh mì, Mì, Lẩu, Miến, Bánh - Kẹo, Cơm văn phòng, Ăn vặt - Ăn nhẹ, Cơm, ","Món Hàn, ",09:30 - 20:30,09:30 - 20:30,09:30 - 20:30,09:30 - 20:30,09:30 - 20:30,09:30 - 20:30,09:30 - 20:30,no,no,yes,50.000 -110.000,7.5,6.8,6.4,7.0,"1,460"
2,Lẩu Tôm Càng Xiên - Bà Hạt,10.7648372000000,106.6654163000000,"571-573 Bà Hạt, P. 8, Quận 10, TP. HCM","Quán ăn, ","Tôm, Cua - Ghẹ, Bún, Hải sản, Mì, Lẩu, Mực, ","Món Việt, ",10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,yes,no,yes,25.000 -280.000,7.4,6.8,6.6,7.0,382
3,"Monkey In Black - Milo Dầm, Trà Sữa & Cà Phê",10.7710580000000,106.6700968000000,"698 Sư Vạn Hạnh, Quận 10, TP. HCM","Café/Dessert, ","Trà, Món nước, Café - Kem, Sinh tố - Nước ép, Cơm văn phòng, Ăn vặt - Ăn nhẹ, Thức uống, Trà sữa, Sữa, ","Món Miền Nam, ",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,yes,yes,yes,17.000 -49.000,7.7,8.0,7.7,7.6,"1,150"
4,BeefSteak - Mì Ý - Salad Cow Express - Sư Vạn Hạnh,10.7733830000000,106.6686790000000,"457 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM","Nhà hàng, ","Thịt Gà, Bánh mì, Cơm Chiên, Nấm, Beefsteak - Bò né, Thịt Heo, Thịt Bò, Hải sản, Mì, Salad, Café - Kem, Sinh tố - Nước ép, Cơm văn phòng, Ăn vặt - Ăn nhẹ, Cơm, Xúc xích, Fastfood - Thức ăn nhanh, ","Món Âu, ",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,no,no,yes,20.000 -120.000,7.9,7.7,7.5,7.7,652
5,Domino’s Pizza - Nguyễn Tri Phương,10.7617390000000,106.6683760000000,"313 Nguyễn Tri Phương, P. 5, Quận 10, TP. HCM","Nhà hàng, ","Pizza & Pasta, ","Món Âu, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,yes,yes,yes,49.000 -199.000,7.6,7.2,7.2,7.4,281
6,Dallas Cakes & Coffee - 3 Tháng 2,10.7710302000000,106.6732686000000,"233 Đường 3 Tháng 2, P. 10, Quận 10, TP. HCM","Tiệm bánh, ","Bánh sinh nhật/Bánh kem, Bánh - Kẹo, Café - Kem, ","Món Việt, ","08:00 - 22:00, 10:00 - 22:00","08:00 - 22:00, 10:00 - 22:00","08:00 - 22:00, 10:00 - 22:00","08:00 - 22:00, 10:00 - 22:00","08:00 - 22:00, 10:00 - 22:00","08:00 - 22:00, 10:00 - 22:00","08:00 - 22:00, 10:00 - 22:00",no,no,yes,20.000 -50.000,9.2,9.0,8.6,8.9,487
7,Sakura Việt Nam - Sushi Nhật Bản,10.7741750000000,106.6681460000000,"505 Sư Vạn Hạnh, Quận 10, TP. HCM","Quán ăn, ","Lẩu, Sushi & Sashimi, Salad, ","Món Nhật, ",11:00 - 22:30,11:00 - 22:30,11:00 - 22:30,11:00 - 22:30,11:00 - 22:30,11:00 - 22:30,11:00 - 22:30,yes,no,yes,9.000 -132.000,7.2,7.1,7.0,7.2,532
8,Mộc Vị Quán - Mì Quảng & Cơm Dĩa Nóng - Sư Vạn Hạnh,10.7720280000000,106.6696080000000,"732 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM","Nhà hàng, ","Thịt Gà, Phở, Mì, Món nước, Cơm văn phòng, Cơm, ","Món Miền Trung, ",08:30 - 21:30,08:30 - 21:30,08:30 - 21:30,08:30 - 21:30,08:30 - 21:30,08:30 - 21:30,08:30 - 21:30,yes,no,yes,29.000 -45.000,6.9,6.8,6.8,6.9,654
9,Hancook Korean Food - Ẩm Thực Hàn Quốc - Đường 3 Tháng 2,10.7720040000000,106.6751280000000,"181/2 Đường 3 Tháng 2, Quận 10, TP. HCM","Nhà hàng, ","Thịt Bò, Thịt Heo, Mì, Lẩu, Miến, Súp, ","Món Hàn, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,yes,no,yes,60.000 -165.000,7.2,6.7,6.7,7.0,732
9,Hancook Korean Food - Ẩm Thực Hàn Quốc - Nguyễn Tri Phương,10.7604686000000,106.6687019000000,"263 Nguyễn Tri Phương, P. 5, Quận 10, TP. HCM","Nhà hàng, ","Nấm, Thịt Bò, Thịt Heo, Món nước, Cơm, Thức uống, Xúc xích, Fastfood - Thức ăn nhanh, ","Món Á, Món Hàn, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,no,yes,15.000 -265.000,6.7,6.4,6.6,6.8,545
9,Hancook Korean Food - Ẩm Thực Hàn Quốc - Nguyễn Trọng Tuyển,10.7985660000000,106.6673130000000,"320 Nguyễn Trọng Tuyển, P. 1, Quận Tân Bình, TP. HCM","Quán ăn, ","Thịt Gà, Thịt Bò, Bún, Thịt Heo, Mì, Món nước, Lẩu, Miến, Ăn vặt - Ăn nhẹ, Cơm, ","Món Á, Món Hàn, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,yes,no,yes,10.000 -265.000,7.0,7.4,7.9,7.4,45
9,Hancook Korean Food - Ẩm Thực Hàn Quốc - Nguyễn Gia Trí,10.8045070000000,106.7158450000000,"123 Nguyễn Gia Trí, P. 25, Quận Bình Thạnh, TP. HCM","Quán ăn, ","Thịt Bò, Bún, Thịt Heo, Mì, Món nước, Lẩu, Miến, ","Món Á, Món Hàn, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,yes,yes,10.000 -265.000,8.4,9.0,9.3,9.0,7
9,Hancook Korean Food - Ẩm Thực Hàn Quốc - Quang Trung,10.8275242000000,106.6765665000000,"69 Quang Trung, P. 10, Quận Gò Vấp, TP. HCM","Quán ăn, ","Bún, Mì, Lẩu, ",,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,no,no,no,,0.0,0.0,0.0,_._,0
10,The 1986 - Coffee & Bakery,10.7772521000000,106.6799592000000,"285/20 Cách Mạng Tháng 8, P.12, Quận 10, TP. HCM","Café/Dessert, ","Trà, Bánh - Kẹo, Café - Kem, Sinh tố - Nước ép, Thức uống, ","Món Á, Món Nhật, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,yes,yes,yes,20.000 -50.000,7.9,7.7,7.6,7.5,526
10,The 1985 Cafe - Trà & Bánh - Tô Hiến Thành,10.7796270000000,106.6676640000000,"200 Tô Hiến Thành, Quận 10, TP. HCM","Café/Dessert, ","Trà, Bánh - Kẹo, Café - Kem, Thức uống, ","Món Việt, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,yes,no,yes,40.000 -120.000,7.6,8.0,7.9,7.5,23
10,The 1985 Cafe - Trà & Bánh - Mê Linh,10.7886305000000,106.7073165000000,"28 Mê Linh, P. 19, Quận Bình Thạnh, TP. HCM","Café/Dessert, ","Trà, Bánh - Kẹo, Café - Kem, Sinh tố - Nước ép, Thức uống, Nước ngọt, Trà sữa, ","Món Việt, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,yes,no,yes,45.000 -70.000,9.0,8.0,9.0,8.0,2
10,The 1985 Cafe - Trà & Bánh - Nguyễn Thị Minh Khai,10.7886900000000,106.7026520000000,"10/C2 Nguyễn Thị Minh Khai, P. Đa Kao, Quận 1, TP. HCM","Café/Dessert, ","Trà, Café - Kem, Sinh tố - Nước ép, Thức uống, Trà sữa, ","Món Việt, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,no,yes,40.000 -120.000,9.1,8.8,8.5,8.5,10
11,Alifood Corner - Chung Cư Ngô Gia Tự,10.7634010000000,106.6733490000000,"009 Lô T Chung cư Ngô Gia Tự, P. 2, Quận 10, TP. HCM","Quán ăn, ","Món nước, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Thức uống, Cá/bò viên, Trà sữa, ","Món Việt, ",09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,yes,no,no,10.000 -50.000,6.9,6.4,0.0,6.2,433
12,Kichi Kichi Lẩu Băng Chuyền - Nguyễn Văn Trỗi,10.7968080000000,106.6732160000000,"197 Nguyễn Văn Trỗi, P. 10, Quận Phú Nhuận, TP. HCM","Nhà hàng, ","Thịt Gà, Thịt Bò, Hải sản, Lẩu, ","Món Á, Món Nhật, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,no,yes,yes,150.000 -308.000,9.0,9.0,9.0,9.0,414
