RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Average_rating(5),Total votes
1,Trà Sữa Mèo My,11.1625800000000,107.2801490000000,"105/5 Ấp 1, Xã Phú Ngọc, Huyện Định Quán, Đồng Nai","Café/Dessert, ","Thức uống, Trà sữa, ","Món Việt, ",08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,no,no,no,10.000 -30.000,9.0,9.0,9.0,9.0,6
2,Bún Bò Cao Khải,11.1613096079720,107.2831557535686,"Km 104 Quốc Lộ 20, La Ngà, Huyện Định Quán, Đồng Nai","Quán ăn, ","Thịt Bò, Bún, Món nước, ","Món Việt, ",05:30 - 12:00,05:30 - 12:00,05:30 - 12:00,05:30 - 12:00,05:30 - 12:00,05:30 - 12:00,05:30 - 12:00,no,no,no,20.000 -30.000,9.2,8.7,9.0,9.0,11
3,Quán Cơm Tuyết Mai 1,11.1590570000000,107.2663420000000,"102 Ấp 4, Quốc Lộ 20, Xã La Ngà, Huyện Định Quán, Đồng Nai","Quán ăn, ","Cơm, ","Món Việt, ",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,no,no,no,30.000 -70.000,9.2,8.8,7.7,8.8,6
4,Việt Hồng - Quán Cơm,11.1583926000000,107.2703414999999,"Km 103 Quốc Lộ 20, Xã Phú Ngọc, Huyện Định Quán, Đồng Nai","Quán ăn, ","Cơm, Thức uống, ","Món Việt, ",08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,no,no,no,40.000 -150.000,8.0,6.7,7.0,6.9,3
5,Gà Vườn Thạch Thảo,11.1706300000000,107.3315600000000,"Quốc Lộ 20, X. Phú Ngọc, Huyện Định Quán, Đồng Nai","Quán ăn, ","Thịt Gà, Tôm, Thịt Ếch, Gà ta, Sườn nướng, Hải sản, Lẩu, Cá, Mực, ","Món Việt, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,yes,yes,yes,50.000 -200.000,8.8,8.8,8.8,8.0,4
6,Thế Giới Cacao,11.2104620000000,107.4104380000000,"Xã Phú Hòa, Huyện Định Quán, Đồng Nai","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, Thức uống, ","Món Việt, ",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,no,no,yes,20.000 -90.000,8.8,8.3,8.5,8.3,4
7,Việt Hồng Thịnh Vượng 2 - Cơm & Lẩu Cá,11.1593190000000,107.2745340000000,"Xã Phú Ngọc, Huyện Định Quán, Đồng Nai","Quán ăn, ","Hải sản, Lẩu, Cá, Cơm, ","Món Việt, ",07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,no,no,no,30.000 -150.000,8.0,7.0,8.0,8.0,1
8,Phở Thịnh 116,11.2101080000000,107.3652640000000,"Số 8, Phố 1, Ấp 3, X. Phú Lợi, Huyện Định Quán, Đồng Nai","Quán ăn, ","Phở, Thịt Bò, ",,06:00 - 12:00,06:00 - 12:00,06:00 - 12:00,06:00 - 12:00,06:00 - 12:00,06:00 - 12:00,06:00 - 12:00,no,no,no,30.000 -60.000,0.0,0.0,0.0,5.5,2
9,Súp Cua Hà,11.1964377156577,107.3520952463150,"Quốc Lộ 20, KP. Hiệp Tâm 2, TT. Định Quán, Huyện Định Quán, Đồng Nai","Ăn vặt/vỉa hè, ","Súp, Ăn vặt - Ăn nhẹ, ","Món Việt, ",06:00 - 17:00,06:00 - 17:00,06:00 - 17:00,06:00 - 17:00,06:00 - 17:00,06:00 - 17:00,06:00 - 17:00,no,yes,yes,12.000 -20.000,10.0,10.0,10.0,10.0,1
10,Xà Cừ Quán,11.1074870000000,107.1646990000000,"Ấp Bến Nôm 2, Xã Phú Cường, Huyện Định Quán, Đồng Nai","Quán ăn, ","Đặc sản vùng, ",,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,no,no,no,50.000 -200.000,8.0,6.0,8.0,7.2,1
11,Cơm Hùng Phát,11.2235240000000,107.3769580000000,"118 Quốc lộ 20, Xã Phú Lợi, Huyện Định Quán, Đồng Nai","Quán ăn, ","Cơm, ","Món Việt, ",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,no,no,no,30.000 -70.000,8.0,8.0,8.0,8.0,1
12,Hủ Tiếu Bò Kho & Bánh Canh Cá Lóc,11.0893690000000,107.2073880000000,"Quốc lộ 20, Túc Trưng, Huyện Định Quán, Đồng Nai","Quán ăn, ","Hủ tiếu, Món nước, Bánh canh, ","Món Việt, ",13:00 - 20:00,13:00 - 20:00,13:00 - 20:00,13:00 - 20:00,13:00 - 20:00,13:00 - 20:00,13:00 - 20:00,no,no,no,20.000 -25.000,10.0,7.0,7.0,7.8,1
13,Bánh Kem Dũng Bakery,11.1585240000000,107.2769000000000,"49/7 Quốc Lộ 20, Xã Phú Ngọc, Huyện Định Quán, Đồng Nai","Tiệm bánh, ","Bánh - Kẹo, ","Món Việt, ",06:30 - 21:00,06:30 - 21:00,06:30 - 21:00,06:30 - 21:00,06:30 - 21:00,06:30 - 21:00,06:30 - 21:00,yes,no,yes,70.000 -500.000,0.0,0.0,0.0,6.0,1
14,Lẩu Bò Ba Nhảy,11.0887372000000,107.1911344999999,"Quốc Lộ 20, Xã Phú Cường, Huyện Định Quán, Đồng Nai","Quán nhậu, ",,"Món Việt, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,yes,yes,yes,50.000 -150.000,9.0,7.0,7.0,7.6,1
15,Phở Bò Bắc Hải,11.1619187438726,107.2847554090270,"Quốc Lộ 20, Huyện Định Quán, Đồng Nai","Quán ăn, ","Phở, Thịt Bò, Món nước, ","Món Việt, ",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,no,no,no,20.000 -30.000,8.0,7.0,6.0,6.8,1
16,Cơm Tấm Bảy Tào,11.0893541000000,107.2070489000000,"Quốc Lộ 20, Xã Phú Túc, Huyện Định Quán, Đồng Nai","Quán ăn, ","Cơm Tấm, Cơm, ","Món Việt, ",07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,no,no,no,10.000 -30.000,0.0,0.0,0.0,5.0,1
