RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Average_rating(5),Total votes
1,Say Coffee 24H - Cao Đạt,10.7545674000000,106.6823023000000,"224 Đ. Cao Đạt, P. 1, Quận 5, TP. HCM","Café/Dessert, ","Trà, Café - Kem, Thức uống, Trà sữa, Sữa, ","Món Việt, ",00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,yes,no,yes,10.000 -35.000,6.8,6.6,6.9,6.9,866
2,Texas Chicken - Nguyễn Văn Cừ,10.7618470000000,106.6829480000000,"217B Nguyễn Văn Cừ, Quận 5, TP. HCM","Nhà hàng, ","Thịt Gà, Gà rán, Hamburger, Ăn vặt - Ăn nhẹ, Thức uống, Nước ngọt, Fastfood - Thức ăn nhanh, ","Mỹ, Châu Mỹ, ",10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,no,no,yes,20.000 -275.000,7.3,6.6,7.2,7.0,389
3,Dim Tu Tac - Nhà Hàng Quảng Đông - Trần Hưng Đạo,10.7527580000000,106.6712930000000,"29B Trần Hưng Đạo, P. 6, Quận 5, TP. HCM","Nhà hàng, ","Bánh ướt, Bún, Thịt Heo, Hủ tiếu, Mì, Bánh bao, Miến, Bánh - Kẹo, Dimsum, Bánh tằm, ","Món Á, Món Trung Hoa, ",09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,no,yes,yes,100.000 -400.000,9.0,6.5,6.6,7.0,"1,165"
4,Osaka - Cơm Thố Nhật Bản,10.7523203000000,106.6697501000000,"53 Nguyễn Thời Trung, P. 6, Quận 5, TP. HCM","Quán ăn, ","Cơm, ","Món Á, Món Nhật, ",11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,no,no,no,30.000 -50.000,7.3,6.5,6.1,6.8,687
5,Thiên Du & Sky Sushi - Trần Hưng Đạo,10.7533468000000,106.6741670000000,"1089A Trần Hưng Đạo, P. 5, Quận 5, TP. HCM","Ăn vặt/vỉa hè, Quán ăn, ","Hải sản, Cá, Sushi & Sashimi, ","Món Á, Món Nhật, ",11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,no,no,no,30.000 -110.000,7.3,6.7,6.8,7.1,467
6,Tokori BBQ - Nhà Hàng Nướng Nhật Bản - Ngô Quyền,10.7545437000000,106.6664461000000,"105 Ngô Quyền, P. 11, Quận 5, TP. HCM","Nhà hàng, ","Thịt Bò, Lẩu, Sushi & Sashimi, ","Món Nhật, ","10:00 - 14:00, 17:00 - 22:00","10:00 - 14:00, 17:00 - 22:00","10:00 - 14:00, 17:00 - 22:00","10:00 - 14:00, 17:00 - 22:00","10:00 - 14:00, 17:00 - 22:00","10:00 - 14:00, 17:00 - 22:00","10:00 - 14:00, 17:00 - 22:00",no,no,yes,50.000 -650.000,8.6,8.4,8.5,8.3,502
7,Kim - Cháo Ếch Singapore,10.7571083000000,106.6825461000000,"110 Phan Văn Trị , P. 2, Quận 5, TP. HCM","Quán ăn, ","Cháo, Ăn vặt - Ăn nhẹ, Halal, ","Món Á, Singapore, ","00:01 - 01:00, 12:00 - 23:59","00:01 - 01:00, 12:00 - 23:59","00:01 - 01:00, 12:00 - 23:59","00:01 - 01:00, 12:00 - 23:59","00:01 - 01:00, 12:00 - 23:59","00:01 - 01:00, 12:00 - 23:59","00:01 - 01:00, 12:00 - 23:59",no,no,no,38.000 -60.000,7.0,6.8,6.8,6.9,"1,207"
8,Royal Garden - Cantonese Cuisine - Ẩm Thực Trung Hoa,10.7523503000000,106.6590714460327,"68 Châu Văn Liêm, P. 11, Quận 5, TP. HCM","Nhà hàng, ","Thịt Gà, Trà, Thịt Bò, Thịt Heo, Hải sản, Món nước, Lẩu, Thịt Vịt, Đặc sản rừng, Rượu vang, Thức uống, Bia, Nước ngọt, ","Món Á, Món Trung Hoa, ",09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,no,yes,no,400.000 -1.100.000,7.6,7.2,7.9,7.4,99
9,Baoz Dimsum Restaurant - Nguyễn Tri Phương,10.7531391000000,106.6696119000000,"88 Nguyễn Tri Phương, P. 7, Quận 5, TP. HCM","Nhà hàng, ","Bún, Hủ tiếu, Mì, Dimsum, ","Món Á, Món Trung Hoa, ",06:30 - 22:45,06:30 - 22:45,06:30 - 22:45,06:30 - 22:45,06:30 - 22:45,06:30 - 22:45,06:30 - 22:45,no,no,yes,50.000 -200.000,7.2,6.5,7.3,7.0,902
10,Baoz Dimsum Restaurant - Lê Đại Hành,10.7651509000000,106.6548705000000,"299 Lê Đại Hành, P. 13, Quận 11, TP. HCM","Quán ăn, ","Dimsum, ",,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,no,no,no,50.000 -200.000,0.0,0.0,0.0,1.8,2
11,Baoz Dimsum Restaurant  - The Garden Mall,10.7548057000000,106.6570051000000,"Tòa nhà The Garden Mall, 190 Hồng Bàng, P. 12, Quận 5, TP. HCM","Quán ăn, ","Bún, Hủ tiếu, Mì, Dimsum, ",,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,no,no,no,,0.0,0.0,0.0,_._,0
12,Mì Dầu Hào HongKong Thượng Hạng 港式蚝油捞面 - ChaChaanTeng - Phan Phú Tiên,10.7519372000000,106.6656543000000,"28 Phan Phú Tiên, P. 10, Quận 5, TP. HCM","Quán ăn, ","Bún, Hải sản, Mì, Cháo, ","Món Á, Đặc biệt, Món Trung Hoa, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,no,yes,,7.3,6.8,6.7,6.9,796
13,L'angfarm Buffet - Trần Hưng Đạo,10.7553189000000,106.6819123999999,"771 - 773 - 775 Trần Hưng Đạo, P. 1, Quận 5, TP. HCM","Buffet, ",,"Đà Lạt, Tây Nguyên, ",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,yes,no,yes,59.000 -69.000,7.1,7.1,7.6,7.3,383
14,Lẩu Cua Đất Mũi - Trần Hưng Đạo,10.7559830000000,106.6842830000000,"661 Trần Hưng Đạo, P. 1, Quận 5, TP. HCM","Quán ăn, ","Tôm, Cua - Ghẹ, Bún, Hải sản, Mì, Lẩu, Nghêu - Sò - Ốc, ","Món Việt, ",10:00 - 22:30,10:00 - 22:30,10:00 - 22:30,10:00 - 22:30,10:00 - 22:30,10:00 - 22:30,10:00 - 22:30,no,yes,yes,100.000 -200.000,7.2,7.0,6.7,7.1,359
15,Bếp Xanh An Duyên - Nhà Hàng Chay,10.7512330000000,106.6695227000000,"10 Nguyễn Tri Phương, Quận 5, TP. HCM","Nhà hàng, Ăn chay, ","Sinh tố - Nước ép, Món chay, Ăn vặt - Ăn nhẹ, Nem, Thức uống, ","Món Việt, ","10:00 - 14:30, 16:30 - 21:00","10:00 - 14:30, 16:30 - 21:00","10:00 - 14:30, 16:30 - 21:00","10:00 - 14:30, 16:30 - 21:00","10:00 - 14:30, 16:30 - 21:00","10:00 - 14:30, 16:30 - 21:00","10:00 - 14:30, 16:30 - 21:00",no,no,yes,30.000 -250.000,7.8,8.1,8.2,7.9,153
16,Thần Rồng Mì Nhật - Ramen,10.7519971690614,106.6635078191757,"245 Trần Hưng Đạo, P. 10, Quận 5, TP. HCM","Quán ăn, ","Món nước, Mì, Cơm, ","Món Á, Món Nhật, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,no,no,no,48.000 -48.000,7.2,6.9,6.7,6.9,315
17,Khang Dim Sum Bar,10.7560683000000,106.6716174000000,"41 Nguyễn Duy Dương, P. 8, Quận 5, TP. HCM","Nhà hàng, ","Tôm, Cua - Ghẹ, Bún, Hủ tiếu, Hải sản, Mì, Cháo, Miến, Nghêu - Sò - Ốc, Thịt Vịt, Dimsum, Thức uống, Trà sữa, ","Món Á, Món Trung Hoa, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,no,no,yes,30.000 -330.000,7.1,6.8,7.3,7.2,128
18,Lẩu Nướng Thái Lan Số 7 - Poi Pet,10.7586560000000,106.6710877000000,"31/A2 Hùng Vương, Quận 5, TP. HCM","Quán ăn, ","Thịt Bò, Thịt Heo, Hải sản, Lẩu, ","Món Á, Món Thái, ",12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,no,no,no,30.000 -100.000,7.7,7.5,6.8,7.1,250
19,Quán Ăn Maika - Bún Thái & Cơm Trộn - Nguyễn Trãi,10.7545638000000,106.6693014000000,"528 Nguyễn Trãi, P. 8, Quận 5, TP. HCM","Quán ăn, ","Cơm Chiên, Bún, Mì, Miến, Cơm văn phòng, Ăn vặt - Ăn nhẹ, Cơm, Nem, Cá/bò viên, ","Món Việt, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,no,no,no,15.000 -55.000,7.0,6.8,6.5,6.7,299
20,Bánh Canh Cua 14 - Trần Bình Trọng,10.7594577000000,106.6801137000000,"221 Trần Bình Trọng, P. 3, Quận 5, TP. HCM","Quán ăn, ","Bún, Cua - Ghẹ, Bánh canh, Miến, ","Món Việt, ",07:30 - 23:59,07:30 - 23:59,07:30 - 23:59,07:30 - 23:59,07:30 - 23:59,07:30 - 23:59,07:30 - 23:59,yes,no,yes,40.000 -60.000,7.3,7.0,6.7,7.0,281
21,Dì Lan - Cacao Dừa,10.7579933000000,106.6698298000000,"Chung Cư 100 Hùng Vương, 100H1 Hùng Vương, Khu Phố 5, P. 9, Quận 5, TP. HCM","Ăn vặt/vỉa hè, ","Đậu hũ, Ăn vặt - Ăn nhẹ, Cá/bò viên, Trái cây, ","Món Việt, ",08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,no,yes,yes,8.000 -15.000,7.2,6.9,6.5,7.1,276
22,Bánh Bao Thọ Phát - Nguyễn Tri Phương,10.7530950000000,106.6694570000000,"78 Nguyễn Tri Phương, P. 7, Quận 5, TP. HCM","Tiệm bánh, ","Bánh bao, Ăn vặt - Ăn nhẹ, ","Món Việt, ",05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,yes,no,no,15.000 -33.000,7.5,6.2,6.2,6.8,513
23,Bánh Flan 223,10.7599490000000,106.6803310000000,"223 Trần Bình Trọng, Quận 5, TP. HCM","Ăn vặt/vỉa hè, ","Đậu hũ, Chè, Ăn vặt - Ăn nhẹ, Thức uống, ","Món Việt, ",11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,no,yes,yes,15.000 -22.000,7.3,6.7,0.0,6.8,473
24,Buffet Hải Sản - Café Central An Đông - Khách Sạn Windsor Plaza,10.7574668692664,106.6733869364624,"Windsor Plaza, 18 An Dương Vương, Quận 5, TP. HCM","Nhà hàng, Buffet, Tiệm bánh, ",,"Quốc tế, ","11:30 - 14:30, 18:00 - 22:00","11:30 - 14:30, 18:00 - 22:00","11:30 - 14:30, 18:00 - 22:00","11:30 - 14:30, 18:00 - 22:00","11:30 - 14:30, 18:00 - 22:00","11:30 - 14:30, 18:00 - 22:00","11:30 - 14:30, 18:00 - 22:00",no,yes,yes,449.000 -853.000,7.2,7.3,7.6,7.2,189
25,Nhà Hàng Ngân Đình - Windsor Plaza,10.7578630000000,106.6736398000001,"Windsor Plaza, 18 An Dương Vương, Quận 5, TP. HCM","Nhà hàng, ","Thịt Gà, Thịt Bò, Thịt Heo, Lẩu, Thịt Vịt, Dimsum, ","Món Á, Món Trung Hoa, ","07:00 - 14:00, 17:00 - 22:00","07:00 - 14:00, 17:00 - 22:00","07:00 - 14:00, 17:00 - 22:00","07:00 - 14:00, 17:00 - 22:00","07:00 - 14:00, 17:00 - 22:00","07:00 - 14:00, 17:00 - 22:00","07:00 - 14:00, 17:00 - 22:00",no,yes,yes,38.000 -2.820.000,7.9,7.4,8.0,7.5,163
26,Kissho - Nhà Hàng Nhật Bản,10.7729140000000,106.7048620000000,"14 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM","Nhà hàng, ","Thịt Gà, Trà, Thịt Bò, Thịt Heo, Hải sản, Sushi & Sashimi, Salad, Cơm, Rượu vang, Thức uống, Bia, Nước ngọt, Cocktail, ","Món Á, Món Nhật, ",11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,no,no,yes,300.000 -1.100.000,7.8,8.0,8.1,7.7,68
27,Amigo Hữu Nghị Restaurant - Beefsteak & Grill,10.7729690000000,106.7046100000000,"55 - 57 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM","Nhà hàng, ","Thịt Gà, Thịt Bò, Thịt Heo, Hải sản, ","Món Âu, ",11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,yes,yes,yes,200.000 -880.000,8.2,8.0,7.8,7.9,62
28,Cafe Central Nguyễn Huệ,10.7750990000000,106.7030510000000,"74 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM","Café/Dessert, ","Hamburger, Bún, Thịt Bò, Mì, Pizza & Pasta, Bánh - Kẹo, Café - Kem, Sinh tố - Nước ép, Cơm văn phòng, Fastfood - Thức ăn nhanh, ","Mỹ, Châu Mỹ, ",07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,no,yes,yes,50.000 -330.000,6.6,6.4,7.5,6.9,68
