RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Average_rating(5),Total votes
1,Mỳ Trộn M.Y.O,10.0320913000000,105.7737059000000,"15A Đường 3 Tháng 2, P. An Phú, Quận Ninh Kiều, Cần Thơ",Café/Dessert,"Trà ,  Thức uống ,  Trà sữa",08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,Món Việt,no,no,yes,18.000đ - 27.000,8.3,8.1,6.8,7.9,16
2,Trung Nguyên Coffee - 259 Đường 30 Tháng 4,10.0229128000000,105.7724498000000,"259 Đường 30 Tháng 4, P. Xuân Khánh, Quận Ninh Kiều, Cần Thơ",Café/Dessert,"Trà ,  Café - Kem ,  Sinh tố - Nước ép ,  Thức uống ,  Sữa",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,Món Việt,no,no,yes,15.000đ - 95.000,8.3,7.5,8.1,7.7,50
3,Hồng Trà Bến Phà - Đường 3 Tháng 2,10.0241002000000,105.7667566000000,"58 Đường 3 Tháng 2, P. Xuân Khánh, Quận Ninh Kiều, Cần Thơ",Café/Dessert,"Trà chanh ,  Sinh tố - Nước ép ,  Thức uống ,  Trà sữa",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,,no,no,no,,0.0,0.0,0.0,_._,0
4,Phở Thúy - Đồng Văn Cống,10.0538536640853,105.7577914447746,"48 Đồng Văn Cống, P. An Thới, Quận Bình Thủy, Cần Thơ",Quán ăn,Món nước,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,Món Việt,no,no,no,20.000đ - 100.000,0.0,0.0,0.0,_._,0
5,Phở Bò Nam Định - Nguyễn Văn Linh,10.0341100000000,105.7478850000000,"211/4 Nguyễn Văn Linh, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Phở ,  Món nước",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,Món Việt,no,no,no,20.000đ - 30.000,7.0,7.0,7.0,7.0,2
6,Phở Nghĩa - Nguyễn Văn Linh,10.0242103000000,105.7610927000000,"38 Nguyễn Văn Linh, P. Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Phở ,  Bún",14:00 - 20:00,14:00 - 20:00,14:00 - 20:00,14:00 - 20:00,14:00 - 20:00,14:00 - 20:00,14:00 - 20:00,,no,no,no,5.000đ - 40.000,0.0,0.0,0.0,_._,0
7,Phố Núi 3 - Lẩu Dê,10.0304650000000,105.7520540000000,"138 Nguyễn Văn Cừ, P. An Khánh, Quận Ninh Kiều, Cần Thơ",Quán nhậu,,08:00 - 23:30,08:00 - 23:30,08:00 - 23:30,08:00 - 23:30,08:00 - 23:30,08:00 - 23:30,08:00 - 23:30,Món Việt,yes,yes,yes,119.000đ - 200.000,9.0,9.0,9.0,9.1,2
8,Phở Thanh Sang,9.9969400529174,105.6661216914653,"375 Tỉnh Lộ 923, Nhơn Lộc 2, Huyện Phong Điền, Cần Thơ",Quán ăn,"Phở ,  Bún ,  Món nước",17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,Món Việt,no,no,no,20.000đ - 25.000,6.0,8.0,6.0,6.6,2
9,Trà Sữa & Cà Phê - Phố 24h,10.0141100000000,105.7624400000000,"124 Đường 30 Tháng 4, P. Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Café/Dessert,"Thức uống ,  Trà sữa",,,,,,,,,no,no,no,16.000đ - 35.000,0.0,0.0,0.0,_._,0
10,Phở Tàu Bay - 30 Tháng 4,10.0293200000000,105.7796280000000,"94 Đường 30 Tháng 4, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Phở ,  Món nước",07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,"Món Việt ,  Miền Tây ,  Món Miền Nam",no,no,no,25.000đ - 26.000,7.6,7.0,7.2,7.6,5
11,Vịt Quay Da Giòn Siu Ký - Đề Thám,10.0335134000000,105.7832599000000,"14 Đề Thám, P. Tân An, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Phở ,  Bún",09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,,no,no,no,,0.0,0.0,0.0,_._,0
12,Phở Ông Mập 4 - Trần Hoàng Na,10.0243600000000,105.7505300000000,"18B Trần Hoàng Na, P. An Bình, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Phở ,  Bún ,  Thịt Bò","06:00 - 12:00
16:00 - 21:30","06:00 - 12:00
16:00 - 21:30","06:00 - 12:00
16:00 - 21:30","06:00 - 12:00
16:00 - 21:30","06:00 - 12:00
16:00 - 21:30","06:00 - 12:00
16:00 - 21:30","06:00 - 12:00
16:00 - 21:30",,no,no,no,,0.0,0.0,0.0,_._,0
13,Xuân Phở - Khu Dân Cư 91B,10.0247480000000,105.7577090000000,"2F Nguyễn Hiền, P. An Khánh, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Phở ,  Thịt Bò ,  Món nước","06:00 - 11:30
16:00 - 21:30","06:00 - 11:30
16:00 - 21:30","06:00 - 11:30
16:00 - 21:30","06:00 - 11:30
16:00 - 21:30","06:00 - 11:30
16:00 - 21:30","06:00 - 11:30
16:00 - 21:30","06:00 - 11:30
16:00 - 21:30",Món Việt,no,no,no,30.000đ - 50.000,0.0,0.0,0.0,_._,0
14,Phở Thanh - Trần Chiên,9.9994100000000,105.7594800000000,"66 Trần Chiên, P. Lê Bình, Quận Cái Răng, Cần Thơ",Quán ăn,"Phở ,  Bún",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,,no,no,no,,0.0,0.0,0.0,_._,0
15,Bánh Mì Nướng Muối Ớt Cô Huệ (Mỹ Duyên) - Nguyễn Văn Cừ Nối Dài,10.0372255000000,105.7589705000000,"Đầu Hẻm 388, 388P Nguyễn Văn Cừ Nối Dài, P. An Khánh, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Bún ,  Hủ tiếu ,  Mì ,  Món nước ,  Miến ,  Hoành Thánh - Vằn Thắn ,  Bánh - Kẹo ,  Sủi cảo ,  Dimsum ,  Bánh tằm",15:00 - 22:00,15:00 - 22:00,15:00 - 22:00,15:00 - 22:00,15:00 - 22:00,15:00 - 22:00,15:00 - 22:00,Món Việt,no,no,no,25.000đ - 25.000,0.0,0.0,0.0,_._,0
16,Thanh Thế - Phở & Bún Bò Huế,10.0136001326313,105.7581673935056,"51 Đường 3 Tháng 2, P. Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Quán ăn,Món nước,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,Món Việt,no,no,no,25.000đ - 40.000,0.0,0.0,0.0,_._,0
17,Huuvui Chay - Món Chay Từ Rau Củ Nấm - Lý Tự Trọng,10.0361455000000,105.7774525000000,"Hẻm 105 Lý Tự Trọng , P. An Phú, Quận Ninh Kiều, Cần Thơ",Ăn chay,Món chay,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,Tạm nghỉ,Tạm nghỉ,Món Việt,no,no,no,,0.0,0.0,0.0,_._,0
18,Phở Điền - Trần Văn Hoài,10.0265844000000,105.7713149000000,"79 Trần Văn Hoài, P. Xuân Khánh, Quận Ninh Kiều, Cần Thơ","Café/Dessert , Quán ăn","Phở ,  Bún",06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,,no,no,no,20.000đ - 50.000,0.0,0.0,0.0,_._,0
19,Phở Trí - Phở & Bò Kho,10.0169870000000,105.7606460000000,"Số 98, Đường 3/2, P. Hưng Lợi, Quận Ninh Kiều, Cần Thơ","Ăn vặt/vỉa hè , Shop Online","Ăn vặt - Ăn nhẹ ,  Nem",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,"Món Việt ,  Món Miền Nam",yes,no,yes,,0.0,0.0,0.0,_._,0
20,Quán Phở & Cơm Chiên Dương Châu - Trần Hưng Đạo,null,null,"133/2 Trần Hưng Đạo, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Món nước ,  Cơm",06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,Món Việt,no,no,no,17.000đ - 25.000,0.0,0.0,0.0,_._,0
21,Phở New,10.0412000705613,105.7675132155418,"462 Mậu Thân, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Phở ,  Món nước",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,Món Bắc,no,no,yes,39.000đ - 60.000,9.0,9.0,9.0,9.0,1
22,KOKORIA - Món Ăn Hàn Quốc,10.0331500000000,105.7746300000000,"228A Trần Hưng Đạo, P. An Nghiệp, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Gà rán ,  Ăn vặt - Ăn nhẹ ,  Nem ,  Fastfood - Thức ăn nhanh",10:15 - 21:20,10:15 - 21:20,10:15 - 21:20,10:15 - 21:20,10:15 - 21:20,10:15 - 21:20,10:15 - 21:20,,no,no,no,,0.0,0.0,0.0,_._,0
23,Phở Quốc - Bún Bò Huế - Trần Khánh Dư,10.0254800000000,105.7745400000000,"C9 Trần Khánh Dư, P. Xuân Khánh, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Phở ,  Bún ,  Cháo",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,,no,no,no,,0.0,0.0,0.0,_._,0
24,Hồng Trà Bến Phà - Mậu Thân,10.0430200000000,105.7659400000000,"88A Mậu Thân, P. An Hòa, Quận Ninh Kiều, Cần Thơ",Café/Dessert,"Trà chanh ,  Sinh tố - Nước ép ,  Thức uống ,  Trà sữa ,  Sữa",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,,no,no,no,,0.0,0.0,0.0,_._,0
25,XINGFOOD - Cơm Salad & Nước Ép Healthy - Nguyễn Văn Cừ,10.0355780000000,105.7622760000000,"388F15D Nguyễn Văn Cừ, KV2, P. An Khánh, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Cháo ,  Salad ,  Cơm",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,,no,no,no,10.000đ - 50.000,0.0,0.0,0.0,_._,0
26,Lẩu Bò 42,10.0115770000000,105.7649990000000,"42 Trần Hoàng Na, Quận Ninh Kiều, Cần Thơ","Quán ăn , Quán nhậu","Thịt Bò ,  Lẩu",06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,Món Việt,no,no,no,150.000đ - 150.000,8.6,8.4,8.4,8.5,5
27,"Trà Sữa, Nước Ép Trái Cây Mẹ Thóc",10.0292950000000,105.7622520000000,"Hẻm 81, Số Nhà 81B Hồ Bún Sáng, P. An Khánh, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Phở ,  Bún","06:00 - 12:00
15:00 - 20:00","06:00 - 12:00
15:00 - 20:00","06:00 - 12:00
15:00 - 20:00","06:00 - 12:00
15:00 - 20:00","06:00 - 12:00
15:00 - 20:00","06:00 - 12:00
15:00 - 20:00","06:00 - 12:00
15:00 - 20:00",,no,no,no,,0.0,0.0,0.0,_._,0
28,Quán Phở Mai,10.0521470000000,105.7734710000000,"12 Cách Mạng Tháng 8, P. Cái Khế, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Phở ,  Món nước",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,Món Việt,no,no,no,25.000đ - 40.000,7.0,7.0,8.0,8.0,1
29,"PreMium Hồ Búng Xáng - Bún, Phở & Mì Cay",10.0270600000000,105.7641000000000,"13/1A Hồ Búng Xáng, P. An Khánh, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Phở ,  Bún ,  Mì",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,,no,no,no,,0.0,0.0,0.0,_._,0
30,"Quán Minh - Phở, Bò Kho",10.0334008000000,105.7833344000000,"15 Đề Thám, P. An Cư, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Phở ,  Bò Kho ,  Thịt Bò ,  Bún ,  Hủ tiếu ,  Món nước ,  Miến","07:00 - 13:00
17:00 - 23:00","07:00 - 13:00
17:00 - 23:00","07:00 - 13:00
17:00 - 23:00","07:00 - 13:00
17:00 - 23:00","07:00 - 13:00
17:00 - 23:00","07:00 - 13:00
17:00 - 23:00","07:00 - 13:00
17:00 - 23:00","Miền Tây ,  Món Miền Nam",no,no,no,30.000đ - 40.000,9.0,8.0,8.2,8.3,10
31,Cơm Tấm Ngân,10.0258150000000,105.7582670000000,"328 Nguyễn Văn Linh, P. Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Phở ,  Cơm Tấm ,  Bún ,  Sườn nướng ,  Cơm",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,Món Việt,no,no,no,18.000đ - 22.000,9.0,9.0,7.0,8.4,1
32,Quán Ăn 999 - Cơm Sườn & Bún Bò Huế - Nguyễn Tri Phương,10.0413501000000,105.7543185000000,"171A Nguyễn Tri Phương, P. An Khánh, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Phở ,  Bún ,  Cơm",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,,no,no,no,35.000đ - 70.000,0.0,0.0,0.0,_._,0
33,Hải Ký - Phở Bình Dân,10.0381720000000,105.7866880000000,"24/19 Võ Thị Sáu, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Phở ,  Trà",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,Món Việt,no,no,no,20.000đ - 55.000,7.0,7.0,7.5,7.1,2
34,TỊNH BÌNH CHAY - Ẩm Thực Chay - 80 Lương Định Của,10.0437331000000,105.7871444000000,"80 Lương Định Của, P. Cái Khế, Quận Ninh Kiều, Cần Thơ",Ăn chay,"Cơm Chiên ,  Cháo ,  Món chay ,  Cơm",08:30 - 21:00,08:30 - 21:00,08:30 - 21:00,08:30 - 21:00,08:30 - 21:00,08:30 - 21:00,08:30 - 21:00,,no,no,no,,0.0,0.0,0.0,_._,0
35,Sữa Chua Phô Mai Ăn Vặt Đêm - Tầm Vu,10.0085639000000,105.7647789000000,"114/10H Tầm Vu, P. Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Quán ăn,,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,,no,no,no,,0.0,0.0,0.0,_._,0
36,Quán Phở Bò Kho 69,10.0169900000000,105.7818800000000,"69 Quang Trung, P. Hưng Phú, Quận Cái Răng, Cần Thơ",Quán ăn,"Phở ,  Bún ,  Thịt Bò ,  Hủ tiếu ,  Cơm",06:00 - 14:00,06:00 - 14:00,06:00 - 14:00,06:00 - 14:00,06:00 - 14:00,06:00 - 14:00,06:00 - 14:00,,no,no,no,,0.0,0.0,0.0,_._,0
37,Phở 18k,10.0373311299887,105.7857472077012,"35 Võ Thị Sáu, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Phở ,  Món nước",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,Món Việt,no,no,no,18.000đ - 25.000,6.0,7.0,6.0,6.8,1
38,Quán Phở Bò Kho - Trương Định,10.0358350000000,105.7823580000000,"107 Trương Định, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Phở ,  Món nước",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,Món Việt,no,no,no,25.000đ - 30.000,8.5,8.5,8.5,8.3,2
39,Phở Thanh Tâm,9.9948057000000,105.7577600000000,"12A Trương Vĩnh Nguyên, P. Thường Thạnh, Quận Cái Răng, Cần Thơ",Quán ăn,"Phở ,  Bún ,  Mì",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,,no,no,no,,0.0,0.0,0.0,_._,0
40,Lumos Coffee & Cake - Trần Hưng Đạo,10.0359230000000,105.7756480000000,"186 Trần Hưng Đạo, P. An Nghiệp, Quận Ninh Kiều, Cần Thơ","Café/Dessert , Tiệm bánh","Trà ,  Bánh sinh nhật/Bánh kem ,  Bánh - Kẹo ,  Café - Kem ,  Sinh tố - Nước ép ,  Thức uống ,  Trà sữa ,  Sữa",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,Món Việt,yes,no,yes,16.000đ - 29.000,7.1,7.0,7.1,7.0,838
41,Burger Neyka,10.0260200000000,105.7655000000000,"5/1 Khu Vực 3, Hẻm 51 Đường 3 Tháng 2, P. An Khánh, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Hamburger ,  Xúc xích ,  Fastfood - Thức ăn nhanh",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,,no,no,no,,0.0,0.0,0.0,_._,0
