RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Average_rating(5),Total votes
1,Nguyên's Store - Ăn vặt & Trà sữa,10.9256200000000,107.2540790000000,"Thích Quảng Đức Nối Dài, Thị Xã Long Khánh, Đồng Nai","Ăn vặt/vỉa hè, Quán ăn, ","Ăn vặt - Ăn nhẹ, Thức uống, Trà sữa, ",,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,yes,no,yes,15.000 -50.000,8.0,7.3,7.6,7.6,8
2,Bánh Căn 155,10.9342650000000,107.2474330000000,"Hồng Thập Tự, Thị Xã Long Khánh, Đồng Nai","Ăn vặt/vỉa hè, ","Ăn vặt - Ăn nhẹ, Bánh Căn, ","Món Miền Trung, ",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,no,yes,yes,20.000 -20.000,9.3,8.5,8.0,8.5,8
3,Lak Green Tea - Nguyễn Thị Minh Khai,10.9311750000000,107.2547971999999,"172 Nguyễn Thị Minh Khai, P. Xuân Thanh, Thị Xã Long Khánh, Đồng Nai","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Thức uống, Trà sữa, ","Món Việt, ","09:00 - 12:00, 15:00 - 23:00","09:00 - 12:00, 15:00 - 23:00","09:00 - 12:00, 15:00 - 23:00","09:00 - 12:00, 15:00 - 23:00","09:00 - 12:00, 15:00 - 23:00","09:00 - 12:00, 15:00 - 23:00","09:00 - 12:00, 15:00 - 23:00",no,no,yes,15.000 -35.000,8.3,7.5,7.5,7.8,16
4,Lotteria - Long Khánh,10.9292570000000,107.2426290000000,"198 Hùng Vương, P. Xuân Bình, Thị Xã Long Khánh, Đồng Nai","Nhà hàng, ","Thịt Gà, Gà rán, ","Món Á, Món Hàn, ",08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,yes,no,yes,30.000 -88.000,6.4,6.4,7.2,7.2,5
5,Cơm Niêu Cao Phát - Quốc Lộ 1A,10.9416780000000,107.2315310000000,"Y76 Quốc Lộ 1A, P. Xuân Bình, Thị Xã Long Khánh, Đồng Nai","Quán ăn, ","Cơm Niêu, Cơm, ","Món Việt, ",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,no,no,yes,30.000 -100.000,6.9,0.0,6.9,6.9,13
6,Trà Sữa Pig - Hoàng Diệu,10.9351450000000,107.2561820000000,"72 Hoàng Diệu, Xuân Thanh, Thị Xã Long Khánh, Đồng Nai","Café/Dessert, ","Thức uống, Trà sữa, ","Món Việt, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,no,yes,12.000 -35.000,8.2,7.3,6.7,7.6,6
7,The Coffee Vy's,10.9227762746117,107.2400058909725,"7 Nguyễn Trãi, Thị Xã Long Khánh, Đồng Nai","Café/Dessert, ","Trà, Bánh - Kẹo, Café - Kem, Thức uống, ","Món Việt, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,no,no,yes,15.000 -39.000,7.2,7.3,8.3,7.0,6
8,Sarang Bingsu,10.9296200000000,107.2428790000000,"A115 Hùng Vương, Thị Xã Long Khánh, Đồng Nai","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, Trái cây, ","Món Việt, Món Á, Món Hàn, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,no,yes,10.000 -80.000,7.8,7.6,7.4,7.7,5
9,Trạm Dừng Chân Lê Hoàng,10.8950970000000,107.2349710000000,"Quốc Lộ 1, Thị Xã Long Khánh, Đồng Nai","Quán ăn, ","Thức uống, ","Món Việt, ",00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,no,no,no,10.000 -100.000,0.0,0.0,6.6,5.9,5
10,Ăn Vặt Món Huế - Hoàng Diệu,10.9351190000000,107.2562040000000,"Hoàng Diệu, Thị Xã Long Khánh, Đồng Nai","Ăn vặt/vỉa hè, ","Bánh bèo, Ăn vặt - Ăn nhẹ, ","Món Huế, ",14:00 - 21:00,14:00 - 21:00,14:00 - 21:00,14:00 - 21:00,14:00 - 21:00,14:00 - 21:00,14:00 - 21:00,no,yes,yes,5.000 -15.000,8.9,8.9,8.8,8.8,8
