RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Foody_points(5),Shopee_points(5)
1,Cơm Niêu Thanh Vân - Asian Highway 1,10.918366776389,107.4091009050607,"119 Asian Highway 1, Gia Ray, Huyện Xuân Lộc, Đồng Nai","Quán ăn, ","Cơm Cháy, Cơm, ","Món Việt, ",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,no,no,no,50.000 -150.000,0.0,0.0,0.0,2.9,0.0
2,Cơm Niêu Minh Trang - Quốc Lộ 1A,10.9180534,107.4090439,"122 Quốc Lộ 1A, TT. Gia Ray, Huyện Xuân Lộc, Đồng Nai","Quán ăn, ","Cơm, ","Món Việt, ",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,no,yes,no,50.000 -150.000,0.0,0.0,6.0,3.3,0.0
3,Trạm Dừng Chân Đại Phú,10.905274,107.324438,"Quốc Lộ 1A, Xuân Phú, Huyện Xuân Lộc, Đồng Nai","Quán ăn, ",,"Món Việt, ",06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,no,no,yes,50.000 -200.000,0.0,0.0,0.0,2.1,0.0
4,Quán Cơm Tư Cành,10.876627,107.544508,"131 Ấp 4, Xã Xuân Hòa, Huyện Xuân Lộc, Đồng Nai","Quán ăn, ","Cơm, ","Món Việt, ",08:00 - 12:00,08:00 - 12:00,08:00 - 12:00,08:00 - 12:00,08:00 - 12:00,08:00 - 12:00,08:00 - 12:00,no,no,no,25.000 -30.000,10.0,10.0,10.0,5.0,0.0
5,606 BBQ,10.919308,107.407216,"Lê Duẩn, TT. Gia Ray, Huyện Xuân Lộc, Đồng Nai","Quán ăn, ",,"Món Việt, ",14:12 - 23:00,14:12 - 23:00,14:12 - 23:00,14:12 - 23:00,14:12 - 23:00,14:12 - 23:00,14:12 - 23:00,no,no,no,7.000 -200.000,10.0,9.0,8.0,4.8,0.0
6,Minh Lan - Gỏi Cá,10.906833,107.366677,"Chợ Suối Cát, Huyện Xuân Lộc, Đồng Nai","Quán nhậu, ",,"Món Miền Nam, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,yes,yes,yes,100.000 -150.000,8.0,8.0,8.0,4.6,0.0
7,Anh Em Quán Xuân Lộc,10.934513,107.404681,"423 Hùng Vương, TT. Gia Ray, Huyện Xuân Lộc, Đồng Nai","Quán ăn, ","Thịt Gà, Hải sản, Lẩu, Thịt Vịt, Đặc sản vùng, ","Món Việt, ",10:00 - 23:59,10:00 - 23:59,10:00 - 23:59,10:00 - 23:59,10:00 - 23:59,10:00 - 23:59,10:00 - 23:59,yes,yes,yes,10.000 -200.000,10.0,8.0,9.0,4.7,0.0
8,"Phương Trang - Cơm, Cafe & Giải Khát",10.935197,107.300479,"Xuân Lộc - Long Khánh, Xã Xuân Thọ, Huyện Xuân Lộc, Đồng Nai","Quán ăn, ","Thịt Gà, Cơm, ","Món Việt, ",06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,no,no,no,30.000 -50.000,9.0,10.0,9.0,4.4,0.0
9,Bánh Bèo Chén - Chợ Xuân Hòa,10.824018,107.55433,"Chợ Xuân Hòa, Huyện Xuân Lộc, Đồng Nai","Ăn vặt/vỉa hè, ","Bánh bèo, ","Món Việt, ",06:00 - 17:00,06:00 - 17:00,06:00 - 17:00,06:00 - 17:00,06:00 - 17:00,06:00 - 17:00,06:00 - 17:00,no,yes,yes,2.000 -20.000,9.0,7.0,8.0,4.4,0.0
10,Gỏi Vịt Hiếu Nga,10.878012,107.438867,"Quốc Lộ 1A, Xã Xuân Tâm, Huyện Xuân Lộc, Đồng Nai","Quán ăn, ","Gỏi vịt, Thịt Vịt, ","Món Việt, ",14:00 - 21:00,14:00 - 21:00,14:00 - 21:00,14:00 - 21:00,14:00 - 21:00,14:00 - 21:00,14:00 - 21:00,no,no,no,30.000 -200.000,8.0,8.0,7.0,4.5,0.0
