RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Foody_points(5),Shopee_points(5)
1,Nghiện Store - Bánh Tráng Ăn vặt - Lý Thường Kiệt,10.7891967,106.6527102,"607/2 Lý Thường Kiệt, P. 8, Quận Tân Bình, TP. HCM","Quán ăn, ","Ăn vặt - Ăn nhẹ, ",,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,no,no,20.000 -50.000,8.1,8.0,8.1,8.1,0.0
2,Bánh Căn Phan Thiết - Nguyễn Quang Bích,10.8046,106.647313,"11 Nguyễn Quang Bích, P. 13, Quận Tân Bình, TP. HCM","Quán ăn, ","Bún, Mì, Miến, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Bánh tằm, Bánh Căn, ","Món Việt, ",16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,no,no,no,25.000 -45.000,7.5,7.6,6.7,7.3,0.0
3,Milligram Coffee & Food - 124 Yên Thế,10.8140624,106.6662092,"124 Yên Thế, P. 2, Quận Tân Bình, TP. HCM","Café/Dessert, ","Trà chanh, Sinh tố - Nước ép, Thức uống, Trà sữa, ",,07:00 - 21:30,07:00 - 21:30,07:00 - 21:30,07:00 - 21:30,07:00 - 21:30,07:00 - 21:30,07:00 - 21:30,no,no,no,,10.0,10.0,10.0,10.0,0.0
4,OK - Lẩu & Nướng,10.800234,106.6633329999999,"259 Hoàng Văn Thụ, Quận Tân Bình, TP. HCM","Quán ăn, ","Thịt Dê, Lẩu, Đặc sản rừng, ","Miền Đông, Món Miền Nam, ",15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,no,no,no,50.000 -154.000,6.4,6.0,6.5,6.4,0.0
5,"Bánh Tráng, BúnThịt Nướng & Ăn Vặt - Bắc Hải",10.7860635,106.6597507,"125/22 Nghĩa Hưng, P. 6, Quận Tân Bình, TP. HCM","Ăn vặt/vỉa hè, ","Ăn vặt - Ăn nhẹ, Fastfood - Thức ăn nhanh, ","Món Việt, ",13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,no,yes,yes,10.000 -35.000,7.7,6.8,0.0,6.6,0.0
6,Trà Sữa Alishan - 835 Cách Mạng Tháng 8,10.7887945,106.6610419,"835 Cách Mạng Tháng 8, P.6, Quận Tân Bình, TP. HCM","Café/Dessert, ","Trà chanh, Sinh tố - Nước ép, Thức uống, Trà sữa, ",,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,no,no,,10.0,10.0,9.9,9.9,0.0
7,ABC Bakery - Tân Bình,10.791063,106.656759,"1029 Cách Mạng Tháng 8, P. 7, Quận Tân Bình, TP. HCM","Tiệm bánh, ","Bánh mì, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, ","Món Âu, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,yes,no,no,10.000 -55.000,6.8,6.3,7.0,6.7,0.0
8,Trà Sữa Ban Mai - Đồng Đen,10.793242,106.644564,"96 Đồng Đen, P. 14, Quận Tân Bình, TP. HCM","Café/Dessert, ","Trà, Thức uống, Trà sữa, Sữa, ","Món Việt, ",08:00 - 23:59,08:00 - 23:59,08:00 - 23:59,08:00 - 23:59,08:00 - 23:59,08:00 - 23:59,08:00 - 23:59,no,no,no,15.000 -25.000,6.3,0.0,6.8,6.7,0.0
9,Coconino - Tea & Cheese - Trường Chinh,10.7957405,106.6482695,"162T Trường Chinh (Đối Diện Cổng Sau Trường THCS Trường Chinh), P. 12, Quận Tân Bình, TP. HCM","Café/Dessert, ","Trà, Thức uống, Trà sữa, ","Món Việt, ",13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,no,no,no,7.000 -37.000,7.8,7.5,7.1,7.4,0.0
10,Handy Coffee & Tea,10.800601,106.643795,"10 Bàu Bàng, P. 13, Quận Tân Bình, TP. HCM","Café/Dessert, ","Trà, Café - Kem, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa, ","Món Việt, ",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,no,no,yes,13.000 -30.000,8.0,8.2,8.2,8.1,0.0
11,Bò Waka - Trương Công Định,10.7968379,106.6410499,"64 Trương Công Định, P. 14, Quận Tân Bình, TP. HCM","Quán ăn, ","Thịt Bò, Bún, Mì, Miến, Cơm, ","Món Việt, ",15:00 - 22:00,15:00 - 22:00,15:00 - 22:00,15:00 - 22:00,15:00 - 22:00,15:00 - 22:00,15:00 - 22:00,no,no,no,25.000 -40.000,7.8,7.8,7.2,7.4,0.0
12,Bếp Thuần Chay Âu Lạc - Trần Thị Trọng,10.8256216,106.6321673,"16 Trần Thị Trọng, P. 15, Quận Tân Bình, TP. HCM","Ăn chay, ","Bún, Hủ tiếu, Món chay, Cơm văn phòng, Cơm, ",,16:00 - 20:00,16:00 - 20:00,16:00 - 20:00,16:00 - 20:00,16:00 - 20:00,16:00 - 20:00,16:00 - 20:00,no,no,no,,10.0,10.0,10.0,10.0,0.0
13,Hàn Quốc Quán,10.796696,106.660187,"18 Hoàng Việt, P. 4, Quận Tân Bình, TP. HCM","Nhà hàng, ","Thịt Gà, Thịt Bò, Thịt Heo, Hải sản, Món nước, Lẩu, Café - Kem, Sinh tố - Nước ép, Cơm văn phòng, Ăn vặt - Ăn nhẹ, Thức uống, Bia, Nước ngọt, ","Món Á, Món Hàn, ","10:00 - 14:00, 16:00 - 22:00","10:00 - 14:00, 16:00 - 22:00","10:00 - 14:00, 16:00 - 22:00","10:00 - 14:00, 16:00 - 22:00","10:00 - 14:00, 16:00 - 22:00","10:00 - 14:00, 16:00 - 22:00","10:00 - 14:00, 16:00 - 22:00",no,yes,yes,150.000 -600.000,8.0,6.9,7.0,7.0,0.0
14,Ăn Vặt Bé Mập - Nguyễn Sỹ Sách,10.818933,106.6336407,"2A Nguyễn Sỹ Sách, P. 15, Quận Tân Bình, TP. HCM","Quán ăn, ","Trà, Trà chanh, Thức uống, Trà sữa, Sữa, ",,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,no,no,no,5.000 -80.000,9.9,9.8,9.0,9.5,0.0
15,The Jade - Bánh Sầu Riêng Kem Lạnh - Hoàng Sa,10.7914712,106.6626432,"1273 Hoàng Sa, P. 5, Quận Tân Bình, TP. HCM","Tiệm bánh, ","Bánh sinh nhật/Bánh kem, Crepe, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, ","Món Việt, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,yes,yes,no,25.000 -160.000,9.2,9.0,7.9,8.6,0.0
16,Trà Sữa Boba Tea,10.8009336286969,106.6610445454717,"12A - 14 Cộng Hòa, P. 4, Quận Tân Bình, TP. HCM","Café/Dessert, ","Thức uống, Trà sữa, ","Món Việt, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,no,no,15.000 -28.000,0.0,0.0,6.1,5.7,0.0
