RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Foody_points(5),Shopee_points(5)
1,Hanuri - Quán Ăn Hàn Quốc - Sư Vạn Hạnh,10.772088,106.6696668,"736 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM","Quán ăn, ","Thịt Gà, Bánh mì, Mì, Lẩu, Miến, Bánh - Kẹo, Cơm văn phòng, Ăn vặt - Ăn nhẹ, Cơm, ","Món Hàn, ",09:30 - 20:30,09:30 - 20:30,09:30 - 20:30,09:30 - 20:30,09:30 - 20:30,09:30 - 20:30,09:30 - 20:30,no,no,yes,50.000 -110.000,7.5,6.8,6.4,2.0,0.0
2,Lẩu Tôm Càng Xiên - Bà Hạt,10.7648372,106.6654163,"571-573 Bà Hạt, P. 8, Quận 10, TP. HCM","Quán ăn, ","Tôm, Cua - Ghẹ, Bún, Hải sản, Mì, Lẩu, Mực, ","Món Việt, ",10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,yes,no,yes,25.000 -280.000,7.4,6.8,6.6,3.3,0.0
3,"Monkey In Black - Milo Dầm, Trà Sữa & Cà Phê",10.771058,106.6700968,"698 Sư Vạn Hạnh, Quận 10, TP. HCM","Café/Dessert, ","Trà, Món nước, Café - Kem, Sinh tố - Nước ép, Cơm văn phòng, Ăn vặt - Ăn nhẹ, Thức uống, Trà sữa, Sữa, ","Món Miền Nam, ",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,yes,yes,yes,17.000 -49.000,7.7,8.0,7.7,3.9,0.0
4,BeefSteak - Mì Ý - Salad Cow Express - Sư Vạn Hạnh,10.773383,106.668679,"457 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM","Nhà hàng, ","Thịt Gà, Bánh mì, Cơm Chiên, Nấm, Beefsteak - Bò né, Thịt Heo, Thịt Bò, Hải sản, Mì, Salad, Café - Kem, Sinh tố - Nước ép, Cơm văn phòng, Ăn vặt - Ăn nhẹ, Cơm, Xúc xích, Fastfood - Thức ăn nhanh, ","Món Âu, ",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,no,no,yes,20.000 -120.000,7.9,7.7,7.5,3.7,0.0
5,Domino’s Pizza - Nguyễn Tri Phương,10.761739,106.668376,"313 Nguyễn Tri Phương, P. 5, Quận 10, TP. HCM","Nhà hàng, ","Pizza & Pasta, ","Món Âu, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,yes,yes,yes,49.000 -199.000,7.6,7.2,7.2,4.7,0.0
6,Dallas Cakes & Coffee - 3 Tháng 2,10.7710302,106.6732686,"233 Đường 3 Tháng 2, P. 10, Quận 10, TP. HCM","Tiệm bánh, ","Bánh sinh nhật/Bánh kem, Bánh - Kẹo, Café - Kem, ","Món Việt, ","08:00 - 22:00, 10:00 - 22:00","08:00 - 22:00, 10:00 - 22:00","08:00 - 22:00, 10:00 - 22:00","08:00 - 22:00, 10:00 - 22:00","08:00 - 22:00, 10:00 - 22:00","08:00 - 22:00, 10:00 - 22:00","08:00 - 22:00, 10:00 - 22:00",no,no,yes,20.000 -50.000,9.2,9.0,8.6,3.9,0.0
7,Sakura Việt Nam - Sushi Nhật Bản,10.774175,106.668146,"505 Sư Vạn Hạnh, Quận 10, TP. HCM","Quán ăn, ","Lẩu, Sushi & Sashimi, Salad, ","Món Nhật, ",11:00 - 22:30,11:00 - 22:30,11:00 - 22:30,11:00 - 22:30,11:00 - 22:30,11:00 - 22:30,11:00 - 22:30,yes,no,yes,9.000 -132.000,7.2,7.1,7.0,4.1,0.0
8,Mộc Vị Quán - Mì Quảng & Cơm Dĩa Nóng - Sư Vạn Hạnh,10.772028,106.669608,"732 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM","Nhà hàng, ","Thịt Gà, Phở, Mì, Món nước, Cơm văn phòng, Cơm, ","Món Miền Trung, ",08:30 - 21:30,08:30 - 21:30,08:30 - 21:30,08:30 - 21:30,08:30 - 21:30,08:30 - 21:30,08:30 - 21:30,yes,no,yes,29.000 -45.000,6.9,6.8,6.8,4.2,0.0
9,Hancook Korean Food - Ẩm Thực Hàn Quốc - Đường 3 Tháng 2,10.772004,106.675128,"181/2 Đường 3 Tháng 2, Quận 10, TP. HCM","Nhà hàng, ","Thịt Bò, Thịt Heo, Mì, Lẩu, Miến, Súp, ","Món Hàn, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,yes,no,yes,60.000 -165.000,7.2,6.7,6.7,3.7,0.0
9,Hancook Korean Food - Ẩm Thực Hàn Quốc - Nguyễn Tri Phương,10.7604686,106.6687019,"263 Nguyễn Tri Phương, P. 5, Quận 10, TP. HCM","Nhà hàng, ","Nấm, Thịt Bò, Thịt Heo, Món nước, Cơm, Thức uống, Xúc xích, Fastfood - Thức ăn nhanh, ","Món Á, Món Hàn, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,no,yes,15.000 -265.000,6.7,6.4,6.6,3.7,0.0
9,Hancook Korean Food - Ẩm Thực Hàn Quốc - Nguyễn Trọng Tuyển,10.798566,106.667313,"320 Nguyễn Trọng Tuyển, P. 1, Quận Tân Bình, TP. HCM","Quán ăn, ","Thịt Gà, Thịt Bò, Bún, Thịt Heo, Mì, Món nước, Lẩu, Miến, Ăn vặt - Ăn nhẹ, Cơm, ","Món Á, Món Hàn, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,yes,no,yes,10.000 -265.000,7.0,7.4,7.9,3.7,0.0
9,Hancook Korean Food - Ẩm Thực Hàn Quốc - Nguyễn Gia Trí,10.804507,106.715845,"123 Nguyễn Gia Trí, P. 25, Quận Bình Thạnh, TP. HCM","Quán ăn, ","Thịt Bò, Bún, Thịt Heo, Mì, Món nước, Lẩu, Miến, ","Món Á, Món Hàn, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,yes,yes,10.000 -265.000,8.4,9.0,9.3,3.7,0.0
9,Hancook Korean Food - Ẩm Thực Hàn Quốc - Quang Trung,10.8275242,106.6765665,"69 Quang Trung, P. 10, Quận Gò Vấp, TP. HCM","Quán ăn, ","Bún, Mì, Lẩu, ",,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,no,no,no,,0.0,0.0,0.0,3.7,0.0
10,The 1986 - Coffee & Bakery,10.7772521,106.6799592,"285/20 Cách Mạng Tháng 8, P.12, Quận 10, TP. HCM","Café/Dessert, ","Trà, Bánh - Kẹo, Café - Kem, Sinh tố - Nước ép, Thức uống, ","Món Á, Món Nhật, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,yes,yes,yes,20.000 -50.000,7.9,7.7,7.6,4.2,0.0
10,The 1985 Cafe - Trà & Bánh - Tô Hiến Thành,10.779627,106.667664,"200 Tô Hiến Thành, Quận 10, TP. HCM","Café/Dessert, ","Trà, Bánh - Kẹo, Café - Kem, Thức uống, ","Món Việt, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,yes,no,yes,40.000 -120.000,7.6,8.0,7.9,4.2,0.0
10,The 1985 Cafe - Trà & Bánh - Mê Linh,10.7886305,106.7073165,"28 Mê Linh, P. 19, Quận Bình Thạnh, TP. HCM","Café/Dessert, ","Trà, Bánh - Kẹo, Café - Kem, Sinh tố - Nước ép, Thức uống, Nước ngọt, Trà sữa, ","Món Việt, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,yes,no,yes,45.000 -70.000,9.0,8.0,9.0,4.2,0.0
