RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Foody_points(5),Shopee_points(5)
1,Mekong Rest Stop - Long Thành,10.833584,106.934956,"Ấp 5, Quốc Lộ 51, Xã An Phước, Huyện Long Thành, Đồng Nai","Nhà hàng, Thăm quan & chụp ảnh, ","Thịt Gà, Thịt Bò, Thịt Heo, Hải sản, ","Món Việt, Quốc tế, ",05:30 - 22:00,05:30 - 22:00,05:30 - 22:00,05:30 - 22:00,05:30 - 22:00,05:30 - 22:00,05:30 - 22:00,yes,yes,yes,100.000 -300.000,6.8,6.8,7.1,3.9,0.0
2,The Hands Coffee,10.783829,106.955108,"Nguyễn Đình Chiểu, TT. Long Thành, Huyện Long Thành, Đồng Nai","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, ","Món Việt, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,no,no,yes,10.000 -35.000,7.3,7.0,8.7,4.3,0.0
3,Nhà Hàng Hải Sản Keeng - Cơm Niêu,10.793141,106.952908,"Trường Chinh, Long Thành, Huyện Long Thành, Đồng Nai","Nhà hàng, ","Hải sản, Lẩu, Món chay, Đặc sản vùng, Cơm văn phòng, ","Món Việt, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,yes,no,yes,50.000 -2.000.000,8.3,8.1,8.3,4.2,0.0
4,Trạm Dừng Chân Bò Sữa Long Thành,10.834145,106.934878,"Quốc Lộ 51, Huyện Long Thành, Đồng Nai","Quán ăn, Thăm quan & chụp ảnh, ",,"Món Việt, ",Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,no,no,no,30.000 -220.000,6.8,6.5,6.7,3.9,0.0
5,Quán Ăn Gia Đình Ngọc BiBo,10.655051,107.03162,"Phước Hải - Thị Trấn Long Thành, Huyện Long Thành, Đồng Nai","Quán ăn, ","Thịt Gà, Thịt Bò, Thịt Heo, Hải sản, Lẩu, ","Món Việt, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,no,yes,yes,20.000 -110.000,7.5,7.9,7.6,4.4,0.0
6,Khu Du Lịch Sinh Thái Vườn Xoài,10.9152106,106.9371216,"537 Đinh Quang Ân, Ấp Tân Cang, Xã Phước Tân, Huyện Long Thành, Đồng Nai","Nhà hàng, Du lịch sinh thái, ",,"Món Việt, ",08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,no,no,no,100.000 -220.000,6.4,6.4,7.0,4.1,0.0
7,Bánh Bao Khu 69,10.6965016616837,107.0147435079345,"Ấp 3, Xã Phước Thái, Long Thành, Huyện Long Thành, Đồng Nai","Quán ăn, ","Bánh bao, Ăn vặt - Ăn nhẹ, ","Món Việt, ",05:00 - 19:00,05:00 - 19:00,05:00 - 19:00,05:00 - 19:00,05:00 - 19:00,05:00 - 19:00,05:00 - 19:00,no,no,no,10.000 -20.000,7.6,7.1,6.8,3.8,0.0
8,Bánh Bao 69,10.676971,107.028379,"Quốc lộ 51, Ấp 3,  Xã Phước Thái, Huyện Long Thành, Đồng Nai","Tiệm bánh, ","Bánh bao, Ăn vặt - Ăn nhẹ, ","Món Việt, ",05:00 - 19:00,05:00 - 19:00,05:00 - 19:00,05:00 - 19:00,05:00 - 19:00,05:00 - 19:00,05:00 - 19:00,no,no,no,10.000 -17.000,7.6,7.3,7.4,4.3,0.0
9,Hẻm Cafe,10.7856472,106.9340026,"12/3 Trần Thượng Xuyên, Khu Phước Hải, Huyện Long Thành, Đồng Nai","Café/Dessert, ","Café - Kem, ","Món Việt, ",07:00 - 22:30,07:00 - 22:30,07:00 - 22:30,07:00 - 22:30,07:00 - 22:30,07:00 - 22:30,07:00 - 22:30,no,no,yes,20.000 -40.000,6.8,7.0,8.4,4.3,0.0
10,Trà Sữa TeaMate,10.776141,106.955379,"18 Lô B5 Chợ Mới Long Thành, TT. Long Thành, Huyện Long Thành, Đồng Nai","Café/Dessert, ","Thức uống, Trà sữa, ","Món Việt, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,no,yes,30.000 -49.000,8.4,7.6,8.4,4.5,0.0
