RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Shopee_points(5),Foody_points(5)
1,Bún Bò Huế 149 - Tô Hiến Thành 2,10.7786202,106.6664553,"273/17 Tô Hiến Thành, P. 13, Quận 10, TP. HCM",Quán ăn,Bún,00:01 - 13:00,14:00 - 23:59,00:01 - 13:00,14:00 - 23:59,00:01 - 13:00,14:00 - 23:59,00:01 - 13:00,,no,no,no,30.000 - 50.000,0.0,0.0,0.0,4.5,0.0
2,Bún Bò Huế 149 - Tô Hiến Thành,10.778083,106.666747,"273/19 Tô Hiến Thành, P. 13, Quận 10, TP. HCM",Quán ăn,"Thịt Bò ,  Bún ,  Món nước",,,,,,,,Món Việt,no,no,no,30.000 - 50.000,5.0,3.6,4.4,4.5,0.0
3,Bún Bò Huế Ngon - Bình Lợi,10.8271046,106.7061875,"37 Bình Lợi, P. 13, Bình Thạnh, TP. HCM",Quán ăn,"Thịt Bò ,  Bún",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
4,Bún Bò Huế Cô My,10.7609873,106.6244541,"42 Phan Anh, P. 14, Quận 6, TP. HCM",Quán ăn,"Thịt Bò ,  Bún",00:01 - 01:00,05:00 - 23:59,00:01 - 01:00,05:00 - 23:59,00:01 - 01:00,05:00 - 23:59,00:01 - 01:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
5,Dì Bảy - Bún Mắm & Bún Bò Huế,10.744502,106.685704,"55B Tạ Quang Bửu, P. 2, Quận 8, TP. HCM",Quán ăn,"Bún ,  Hủ tiếu ,  Món nước ,  Miến",06:30 - 23:00,06:30 - 23:00,06:30 - 23:00,06:30 - 23:00,06:30 - 23:00,06:30 - 23:00,06:30 - 23:00,Món Việt,no,no,no,6.000 - 85.000,6.5,6.7,6.8,4.5,4.4
6,Bún Bò Huế Nam Giao - Đề Thám,10.7682285,106.6938767,"242 Đề Thám, P. Phạm Ngũ Lão, Quận 1, TP. HCM",Quán ăn,"Bún ,  Món nước ,  Miến ,  Bánh - Kẹo ,  Bánh bèo ,  Ăn vặt - Ăn nhẹ ,  Nem",06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,Món Việt,no,no,no,25.000 - 55.000,7.3,6.7,6.5,4.5,4.2
7,Gia Gia - Bún Bò Huế - Trịnh Khắc Lập,10.7805898,106.7578702,"86 Trịnh Khắc Lập, Thành Phố Thủ Đức, TP. HCM","Quán ăn , Giao cơm văn phòng","Bún ,  Bánh - Kẹo ,  Cơm",00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59,"Món Việt ,  Món Bắc ,  Món Miền Trung ,  Món Miền Nam",no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
8,Yến Hương Giang - Bún Bò Huế,10.7713675,106.6856538,"325 Võ Văn Tần, P. 5, Quận 3, TP. HCM",Quán ăn,"Thịt Bò ,  Bún ,  Món nước",00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,"Món Huế ,  Món Miền Trung",no,no,no,15.000 - 60.000,4.8,5.0,5.3,4.5,0.2
9,Bún Bò Huế Tý Loan - Mai Văn Vĩnh,10.7400382,106.7136244,"30 Mai Văn Vĩnh, P. Tân Quy, Quận 7, TP. HCM",Quán ăn,"Bún ,  Lẩu",06:00 - 13:00,17:00 - 21:00,06:00 - 13:00,17:00 - 21:00,06:00 - 13:00,17:00 - 21:00,06:00 - 13:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
10,Cố Đô - Bún Bò Huế,10.8479205,106.5901477,"25/1 Phan Văn Hớn, P. Xuân Thới Thượng, Hóc Môn, TP. HCM",Quán ăn,Bún,06:00 - 12:30,16:00 - 21:50,06:00 - 12:30,16:00 - 21:50,06:00 - 12:30,16:00 - 21:50,06:00 - 12:30,,no,no,no,40.000 - 50.000,0.0,0.0,0.0,4.5,0.0
