RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Shopee_points(5),Foody_points(5)
1,Bún Đậu Mắm Tôm Hà Thành - 198 Hoàng Văn Thụ,10.971556,106.666627,"198 Hoàng Văn Thụ, KDC. Chánh Nghĩa, Thị xã Thủ Dầu Một, Bình Dương",Quán ăn,"Bún ,  Gỏi ,  Ăn vặt - Ăn nhẹ ,  Thức uống",11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,Món Việt,yes,no,no,15.000 - 50.000,7.5,6.0,7.8,4.5,4.8
2,Bún Đậu Mắm Tôm Hà Thành 2,10.994305,106.663158,"45 Đường D5, P. Hiệp Thành, Thị xã Thủ Dầu Một, Bình Dương",Quán ăn,"Bún ,  Thịt Heo ,  Món nước ,  Ăn vặt - Ăn nhẹ ,  Nem",10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,"Món Việt ,  Món Bắc ,  Hà Nội",no,no,yes,12.000 - 50.000,0.0,0.0,0.0,4.5,0.0
3,Bún Đậu Mắm Tôm Thị Nở,10.973386,106.665764,"126 Hoàng Văn Thụ, P. Chánh Nghĩa, Thị xã Thủ Dầu Một, Bình Dương",Quán ăn,"Bún ,  Ăn vặt - Ăn nhẹ ,  Nem",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,,no,no,no,10.000 - 100.000,10.0,10.0,10.0,4.5,5.0
4,Bún Đậu Mắm Tôm Hà Thành 2 - Bún Đậu & Bún Chả Hà Nội - Nguyễn Văn Tiết,10.9161649,106.7081967,"Số 8 Đường Nguyễn Văn Tiết, P. Lái Thiêu, Thuận An, Bình Dương",Quán ăn,Bún,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,,no,no,no,2.000 - 200.000,0.0,0.0,0.0,4.5,0.0
5,Bún Đậu Mắm Tôm Cu Tí - Ăn Vặt - 306 Huỳnh Văn Lũy,10.9983594,106.674966,"306 Huỳnh Văn Lũy, P. Phú Lợi, Thị xã Thủ Dầu Một, Bình Dương",Quán ăn,"Bún ,  Ăn vặt - Ăn nhẹ ,  Nem",10:00 - 23:30,10:00 - 23:30,10:00 - 23:30,10:00 - 23:30,10:00 - 23:30,10:00 - 23:30,10:00 - 23:30,,no,no,no,15.000 - 80.000,0.0,0.0,0.0,4.5,0.0
6,Bún Đậu Mắm Tôm Cô Liễu - Đường D11,11.1249868,106.6075256,"87 Đường D11, Khu Phố 6, P. Thới Hòa, Bến Cát, Bình Dương",Quán ăn,"Bún ,  Cơm",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,0.0,0.0
7,"Bún Đậu Mắm Tôm 24/7 - Ăn Vặt, Gà Ủ Muối & Bún Đậu Mẹt",10.9753167,106.7301379,"69/31 Bình Phước B, P. Bình Chuẩn, Thuận An, Bình Dương",Quán ăn,"Bún ,  Ăn vặt - Ăn nhẹ ,  Nem",00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,,no,no,no,40.000 - 115.000,0.0,0.0,0.0,4.5,0.0
8,Bún Đậu Mắm Tôm Cô Út - Bún Đậu Ngon Dĩ An,10.8949739,106.7670078,"29A Nguyễn An Ninh, P.Dĩ An, Dĩ An, Bình Dương",Quán ăn,Bún,09:30 - 22:30,09:30 - 22:30,09:30 - 22:30,09:30 - 22:30,09:30 - 22:30,09:30 - 22:30,09:30 - 22:30,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
9,Bún Đậu Mắm Tôm Thành Công & Bún Chả Hà Nội - Lê Hồng Phong,10.9290171,106.757166,"450A Lê Hồng Phong, P. Tân Đông Hiệp, Dĩ An, Bình Dương",Quán ăn,"Bún ,  Miến",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
10,Bún Đậu Mắm Tôm Hà Thành - Đường 30 Tháng 4,10.975235,106.673247,"113/27 Đường 30 Tháng 4, P. Phú Hòa, Thị xã Thủ Dầu Một, Bình Dương",Quán ăn,Bún,10:00 - 20:30,10:00 - 20:30,10:00 - 20:30,10:00 - 20:30,10:00 - 20:30,10:00 - 20:30,10:00 - 20:30,,no,no,no,15.000 - 50.000,0.0,0.0,0.0,4.5,0.0
