RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Foody_points(5),Shopee_points(5)
1,Bảo Ký Mì Gia - Đường 24A,10.755467,106.611577,"95 Đường Số 24A, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM","Quán ăn, ","Món nước, ","Món Việt, ","05:00 - 10:00, 16:00 - 19:00","05:00 - 10:00, 16:00 - 19:00","05:00 - 10:00, 16:00 - 19:00","05:00 - 10:00, 16:00 - 19:00","05:00 - 10:00, 16:00 - 19:00","05:00 - 10:00, 16:00 - 19:00","05:00 - 10:00, 16:00 - 19:00",no,no,no,25.000 -35.000,9.0,8.5,7.5,7.9,0.0
2,"Doka - Nước Ép, Trà Sữa & Sinh Tố",10.7535463,106.6139949,"158 Đường Số 19, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM","Ăn vặt/vỉa hè, ","Trà, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Thức uống, Nước ngọt, Sữa, ","Món Việt, ",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,yes,yes,yes,10.000 -30.000,9.5,9.5,8.5,9.4,0.0
3,Phở Thiên Ân,10.751813,106.622051,"78 Đường Số 2, Quận Bình Tân, TP. HCM","Quán ăn, ","Phở, Bún, Món nước, ","Món Việt, ",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,no,no,no,25.000 -35.000,8.5,8.0,9.0,8.6,0.0
4,Quán Lẩu 36 - Nhậu Bình Dân,10.7513871,106.619528,"9 - 11 Đường Số 7, P. An Lạc, Quận Bình Tân, TP. HCM","Quán ăn, ","Hải sản, Lẩu, ","Miền Đông, Món Miền Nam, ",16:00 - 22:30,16:00 - 22:30,16:00 - 22:30,16:00 - 22:30,16:00 - 22:30,16:00 - 22:30,16:00 - 22:30,no,no,no,50.000 -110.000,9.0,8.0,8.0,8.5,0.0
5,Cơm Gà Xối Mỡ Sang Ký,10.757083,106.621268,"399 Tỉnh Lộ 10, P. An Lạc A, Quận Bình Tân, TP. HCM","Quán ăn, ","Thịt Gà, Gà xối mỡ, Cơm, ","Món Việt, ",17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,no,no,no,30.000 -66.000,7.0,6.0,6.0,6.3,0.0
6,Bánh Mì Thổ Nhĩ Kỳ An An - Vành Đai Trong,10.7464723,106.6155345,"122a Đ. Vành Đai Trong, P. An Lạc A, Quận Bình Tân, TP. HCM","Ăn vặt/vỉa hè, ","Bánh mì, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, ","Thổ Nhĩ Kỳ, Đông Âu, ",00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,no,yes,yes,18.000 -30.000,6.0,7.5,6.5,6.7,0.0
7,8 Tài - Bánh Mì Bò Nướng & Nước Giải Khát - Đường Số 7,10.751469,106.620763,"59 - 61 Đường Số 7, P. An Lạc A, Quận Bình Tân, TP. HCM","Ăn vặt/vỉa hè, ","Bánh mì, Hamburger, Thịt Bò, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Fastfood - Thức ăn nhanh, ","Món Việt, ",15:30 - 23:00,15:30 - 23:00,15:30 - 23:00,15:30 - 23:00,15:30 - 23:00,15:30 - 23:00,15:30 - 23:00,no,yes,yes,10.000 -25.000,7.0,6.7,7.3,7.0,0.0
8,Bánh Tráng Trộn Út Phi,10.7375454,106.6179581,"477/66 Kinh Dương Vương, P. An Lạc, Quận Bình Tân, TP. HCM","Ăn vặt/vỉa hè, ","Bánh tráng, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, ","Món Việt, ",12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,yes,yes,yes,15.000 -20.000,9.0,8.5,7.0,8.1,0.0
9,Hủ Tiếu Cô Liên - Tỉnh Lộ 10,10.7580212,106.6139031,"637/40 Tỉnh Lộ 10, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM","Quán ăn, ","Thịt Heo, Món nước, ","Món Miền Nam, ",05:00 - 09:00,05:00 - 09:00,05:00 - 09:00,05:00 - 09:00,05:00 - 09:00,05:00 - 09:00,05:00 - 09:00,no,no,no,15.000 -20.000,9.5,10.0,6.0,8.3,0.0
10,Gà Ta Tam Kỳ 272,10.7492461,106.611473,"272 Tên Lửa, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM","Quán ăn, ","Thịt Gà, Bún, Gà ta, Cháo, Miến, Gỏi, Cơm, ","Miền Đông, Món Miền Nam, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,no,no,no,30.000 -55.000,7.5,7.0,7.0,7.1,0.0
11,Xôi Bình Tiên - Tỉnh Lộ 10,10.757551,106.617925,"526 Tỉnh Lộ 10, P. Bình Trị Đông, Quận Bình Tân, TP. HCM","Shop Online, ","Thịt Gà, Xôi, ","Món Việt, ",06:00 - 22:30,06:00 - 22:30,06:00 - 22:30,06:00 - 22:30,06:00 - 22:30,06:00 - 22:30,06:00 - 22:30,yes,yes,yes,15.000 -28.000,9.5,9.0,10.0,9.4,0.0
12,Kim Korean Food - AEON Mall Bình Tân,10.742589,106.611458,"Tầng 2, Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông, Quận Bình Tân, TP. HCM","Quán ăn, ","Cơm, ","Món Á, Món Hàn, ",10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,no,no,yes,60.000 -119.000,0.0,0.0,6.0,5.9,0.0
13,Ốc Ruốc Phú Yên,10.7907284579709,106.5968854976921,"1014/15/11 Tân Kỳ Tân Quý, Quận Bình Tân, TP. HCM","Ăn vặt/vỉa hè, ","Hải sản, Nghêu - Sò - Ốc, ","Món Miền Trung, ",16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,yes,yes,yes,25.000 -50.000,6.0,6.0,6.0,6.0,0.0
14,Lemon Tree Coffee & Tea,10.75702,106.620924,"1 Phùng Tá Chu, P. An Lạc A, Quận Bình Tân, TP. HCM","Café/Dessert, ","Trà, Café - Kem, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa, ","Món Việt, ",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,no,no,no,10.000 -50.000,0.0,0.0,0.0,5.0,0.0
15,Bếp Nhà Thùy - Đặc Sản Nha Trang - Shop Online,10.7374445,106.6139293,"Block C, Chung Cư Moonlight Boulevard, 510 Kinh Dương Vương, P. An Lạc A, Quận Bình Tân, TP. HCM","Shop Online, ","Bún, Hải sản, Cá, Miến, ","Món Việt, Món Miền Trung, ",06:30 - 20:30,06:30 - 20:30,06:30 - 20:30,06:30 - 20:30,06:30 - 20:30,06:30 - 20:30,06:30 - 20:30,yes,no,yes,15.000 -70.000,10.0,10.0,7.5,9.1,0.0
16,Paradise Cafe - Lê Trọng Tấn,10.805728,106.629385,"118/53 Lê Trọng Tấn, P. Bình Hưng Hòa, Quận Bình Tân, TP. HCM","Café/Dessert, ","Món nước, Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, ","Món Việt, ",07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,no,no,yes,25.000 -72.000,0.0,0.0,0.0,6.0,0.0
17,The Lotus Tea,10.815958,106.597842,"84 Nguyễn Thị Tú, P. Bình Hưng Hòa B, Quận Bình Tân, TP. HCM","Café/Dessert, ","Trà, Café - Kem, Sinh tố - Nước ép, Thức uống, Trà sữa, ","Món Việt, ",08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,no,no,yes,25.000 -50.000,10.0,10.0,10.0,10.0,0.0
18,Cơm Tấm Nhung,10.756739,106.606034,"720 Tên Lửa, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM","Quán ăn, ","Cơm Tấm, Cơm, ","Món Việt, ",10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,no,no,no,20.000 -25.000,0.0,0.0,0.0,4.8,0.0
19,Thiên Đường Cafe,10.7549603,106.6074121,"29-31 Tên Lửa, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM","Café/Dessert, ","Bánh mì, Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Cơm, ","Món Việt, ",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,no,no,no,20.000 -50.000,6.0,6.0,6.0,6.0,0.0
20,Bê Thui Huynh Đệ,10.7857442481145,106.6132606565952,"1- 2/16 Đường 5C, P. Bình Hưng Hòa A, Quận Bình Tân, TP. HCM","Quán ăn, ","Thịt Dê, Hải sản, Lẩu, Đặc sản rừng, Đặc sản vùng, Ăn vặt - Ăn nhẹ, Cơm, Thức uống, Bia, ","Món Việt, ",10:00 - 00:00,10:00 - 00:00,10:00 - 00:00,10:00 - 00:00,10:00 - 00:00,10:00 - 00:00,10:00 - 00:00,no,no,no,39.000 -200.000,10.0,10.0,10.0,9.6,0.0
21,Teng Teng - Taiwan Tea - Võ Văn Kiệt,10.7460477,106.6535924,"1398 Võ Văn Kiệt, P. 1, Quận 6, TP. HCM","Café/Dessert, ","Thức uống, Trà sữa, ","Món Á, Đài Loan, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,yes,no,yes,25.000 -30.000,7.2,6.3,6.8,3.7,0.0
