RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Shopee_points(5),Foody_points(5)
1,Pizza Hut - Phạm Hùng,10.7368704,106.671216,"364 Phạm Hùng (Đối Diện Nhà Thờ Nam Hải), P. 5, Quận 8, TP. HCM",Nhà hàng,"Đậu hũ ,  Pizza & Pasta ,  Ăn vặt - Ăn nhẹ ,  Nem ,  Fastfood - Thức ăn nhanh",10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,"Mỹ ,  Món Âu ,  Ý ,  Châu Mỹ",yes,no,yes,150.000 - 330.000,6.7,6.4,6.9,4.5,3.7
2,Pizza Hut - AEON Mall Bình Tân,10.7425997,106.6116587,"Lô T31, Tầng 3, Trung Tâm Mua Sắm Aeon Mall Bình Tân, Số 1 Đường Số 17A, P. Bình Trị Đông, Bình Tân, TP. HCM",Nhà hàng,"Cơm Chiên ,  Pizza & Pasta ,  Salad ,  Cơm ,  Xúc xích ,  Fastfood - Thức ăn nhanh",10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,"Mỹ ,  Châu Mỹ",yes,no,yes,100.000 - 200.000,6.9,6.3,7.0,4.5,4.0
3,Pizza Hut - Huỳnh Tấn Phát,10.7067081,106.7371935,"1502 Huỳnh Tấn Phát, P. Phú Mỹ, Quận 7, TP. HCM",Sang trọng,"Pizza & Pasta ,  Xúc xích ,  Fastfood - Thức ăn nhanh",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,,yes,yes,yes,10.000 - 500.000,0.0,0.0,0.0,4.5,0.0
4,Pizza Hut - Hậu Giang,10.7497099,106.6440671,"164B Hậu Giang, Quận 6, TP. HCM",Nhà hàng,"Cơm Chiên ,  Bún ,  Mì ,  Pizza & Pasta ,  Salad ,  Cơm ,  Xúc xích ,  Fastfood - Thức ăn nhanh",10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,Món Việt,yes,no,yes,30.000 - 350.000,6.1,5.8,6.2,4.5,0.2
5,Pizza Hut - Nguyễn Tri Phương,10.763475,106.667944,"397 Nguyễn Tri Phương, Quận 10, TP. HCM",Nhà hàng,"Pizza & Pasta ,  Cơm ,  Fastfood - Thức ăn nhanh",10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,"Mỹ ,  Châu Mỹ",yes,no,yes,100.000 - 220.000,6.9,6.4,6.4,4.5,1.5
6,Pizza Hut - Lê Văn Sỹ,10.78957,106.6745399,"451 Lê Văn Sỹ, P. 12, Quận 3, TP. HCM",Nhà hàng,"Cơm Chiên ,  Pizza & Pasta ,  Cơm ,  Xúc xích ,  Fastfood - Thức ăn nhanh",10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,Châu Mỹ,no,no,yes,50.000 - 300.000,6.4,7.1,7.0,4.5,4.3
7,Pizza Hut - Nguyễn Gia Trí,10.805624,106.7157098,"164A - 166 Nguyễn Gia Trí (Đường D2), P. 25, Bình Thạnh, TP. HCM",Nhà hàng,"Thịt Gà ,  Món nước ,  Pizza & Pasta ,  Cơm văn phòng ,  Cơm ,  Fastfood - Thức ăn nhanh",10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,Quốc tế,yes,no,yes,19.000 - 400.000,7.3,7.0,6.5,4.5,4.4
8,Pizza Hut - Phan Xích Long,10.797212,106.690719,"93 Phan Xich Long, P. 2, Phú Nhuận, TP. HCM",Nhà hàng,"Pizza & Pasta ,  Fastfood - Thức ăn nhanh",10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,"Mỹ ,  Món Âu ,  Ý ,  Châu Mỹ",yes,yes,yes,150.000 - 330.000,7.3,6.9,6.9,4.5,1.2
9,Pizza Hut - Nguyễn Duy Trinh,10.787568,106.76435,"240A - 240B Nguyễn Duy Trinh, P. Bình Trưng Tây, Thành Phố Thủ Đức, TP. HCM",Nhà hàng,"Gà rán ,  Món nước ,  Pizza & Pasta ,  Cơm ,  Fastfood - Thức ăn nhanh",10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,"Mỹ ,  Châu Mỹ",yes,no,yes,150.000 - 330.000,7.3,7.3,7.0,4.5,5.0
10,Pizza Hut - AEON Mall Tân Phú,10.801689,106.617851,"30 Bờ Bao Tân Thắng, P. Sơn Kỳ, Tân Phú, TP. HCM",Nhà hàng,"Thịt Gà ,  Cơm Chiên ,  Mì ,  Pizza & Pasta ,  Ăn vặt - Ăn nhẹ ,  Cơm ,  Xúc xích ,  Fastfood - Thức ăn nhanh",10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,"Mỹ ,  Châu Mỹ",yes,no,yes,10.000 - 400.000,5.9,4.9,6.4,4.5,4.2
