RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Shopee_points(5),Foody_points(5)
1,Bún Đậu Trần Thành,10.949525,106.869207,"1/94 Tổ 4, Khu Phố 3, P. Tam Hòa, Tp. Biên Hòa, Đồng Nai",Quán ăn,"Bún ,  Món nước ,  Ăn vặt - Ăn nhẹ ,  Nem",10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,"Món Bắc ,  Hà Nội",no,no,no,50.000 - 80.000,6.6,6.6,6.7,4.5,4.5
2,Bún Đậu Trần Thành 2 - Lưu Văn Viết,10.9600844,106.8380721,"60 Lưu Văn Viết, Phường Tân Tiến, Tp. Biên Hòa, Đồng Nai",Quán ăn,Bún,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
3,Bún Đậu Cô Tâm,10.949162,106.866643,"Giáo Xứ Bùi Đức, P. Tam Hòa, Tp. Biên Hòa, Đồng Nai",Quán ăn,"Bún ,  Món nước",,,,,,,,Món Việt,no,no,no,10.000 - 49.000,9.2,8.8,7.6,4.5,4.6
4,Bún Đậu Mắm Tôm Pé Lù - 416 Nguyễn ÁI Quốc,10.97267,106.882617,"416 Nguyễn ÁI Quốc, P. Hố Nai, Tp. Biên Hòa, Đồng Nai",Quán ăn,Bún,10:00 - 22:30,10:00 - 22:30,10:00 - 22:30,10:00 - 22:30,10:00 - 22:30,10:00 - 22:30,10:00 - 22:30,,no,no,no,30.000 - 150.000,0.0,0.0,0.0,4.5,0.0
5,Bún Đậu Hà Nội 1983,10.954879,106.8602161,"40 Nguyễn Bảo Đức, Khu Phố 6, P. Tam Hiệp, Tp. Biên Hòa, Đồng Nai",Quán ăn,"Bún ,  Ăn vặt - Ăn nhẹ ,  Nem",10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,,no,no,no,15.000 - 100.000,8.8,8.0,7.8,4.5,4.5
6,Bún Đậu Lú - Võ Thị Sáu,10.9486045,106.8348309,"172 Võ Thị Sáu, P. Thống Nhất, Tp. Biên Hòa, Đồng Nai",Quán ăn,Bún,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
7,Bún Đậu Mắm Tôm & Lẩu Một Người - Quán Số 1,10.971652,106.890882,"114 Nguyễn Ái Quốc, Khu Phố 18, P. Tân Biên, Tp. Biên Hòa, Đồng Nai",Quán ăn,"Bún ,  Lẩu ,  Ăn vặt - Ăn nhẹ ,  Nem",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,Món Việt,no,no,yes,0 - 0,0.0,0.0,0.0,4.5,0.0
8,Bún Đậu Mắm Tôm Pé Lù - Võ Thị Sáu,10.948798,106.835466,"52/3B Võ Thị Sáu, Khu Phố Gò Me, P. Thống Nhất, Tp. Biên Hòa, Đồng Nai",Quán ăn,Bún,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
9,Bún Đậu Mắm Tôm Pé Lù 4,10.96197,106.854279,"280 Phan Trung, P. Tân Mai, Tp. Biên Hòa, Đồng Nai",Quán ăn,"Bún ,  Thịt Heo ,  Hải sản ,  Món nước ,  Ăn vặt - Ăn nhẹ ,  Nem",10:00 - 22:30,10:00 - 22:30,10:00 - 22:30,10:00 - 22:30,10:00 - 22:30,10:00 - 22:30,10:00 - 22:30,Món Việt,no,no,no,10.000 - 100.000,4.7,6.0,6.0,4.5,2.4
10,Bún Đậu Mắm Tôm Pé Lù 5 - Trần Quốc Toản,10.938266,106.859909,"A3 Trần Quốc Toản, Khu Phố 3, P. Bình Đa, Tp. Biên Hòa, Đồng Nai",Quán ăn,Bún,09:30 - 22:00,09:30 - 22:00,09:30 - 22:00,09:30 - 22:00,09:30 - 22:00,09:30 - 22:00,09:30 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
