RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Shopee_points(5),Foody_points(5)
1,"Sushi Ramen - Sushi, Sashimi & Mì Ramen - Lê Hồng Phong",10.9733695,106.6837792,"453/22 Lê Hồng Phong, P. Phú Hòa, Thị xã Thủ Dầu Một, Bình Dương",Quán ăn,Sushi & Sashimi,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
2,Sóc Sushi - Nguyễn Đình Chiểu,10.9800037,106.653829,"3 Nguyễn Đình Chiểu, P. Phú Cường, Thị xã Thủ Dầu Một, Bình Dương",Quán ăn,"Tôm ,  Bún ,  Hải sản ,  Mì ,  Cá ,  Sushi & Sashimi ,  Mực ,  Ăn vặt - Ăn nhẹ ,  Fastfood - Thức ăn nhanh",16:00 - 21:00,16:00 - 21:00,16:00 - 21:00,16:00 - 21:00,16:00 - 21:00,16:00 - 21:00,16:00 - 21:00,Món Á,yes,no,yes,30.000 - 100.000,7.6,7.0,6.2,4.5,4.4
3,Sushi Now - Thủ Dầu Một,10.972806,106.6640347,"42 Đường D8, KDC Chánh Nghĩa, P.Chánh Nghĩa, Thị xã Thủ Dầu Một, Bình Dương",Quán ăn,"Tôm ,  Thịt Bò ,  Hải sản ,  Cá ,  Sushi & Sashimi ,  Mực",09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
4,Miku Sushi - Ẩm Thực Nhật Bản,,,"286 Đường 30 Tháng 4, P. Chánh Nghĩa, Thị xã Thủ Dầu Một, Bình Dương",,,,,,,,,,,yes,yes,yes,50.000 - 200.000,0.0,0.0,0.0,4.5,0.0
