RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Foody_points(5),Shopee_points(5)
1,Anh Tuấn - Bún Chả Hà Nội,10.84333,106.67108,"467/43 Lê Đức Thọ, P. 16, Quận Gò Vấp, TP. HCM","Quán ăn, ","Bún, Món nước, Cơm văn phòng, Ăn vặt - Ăn nhẹ, Cơm, ","Món Việt, ",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,yes,no,no,30.000 -45.000,6.7,7.9,7.6,7.1,0.0
2,Gà Nướng Cơm Lam,10.838538,106.6819101,"234/55/63 Lê Đức Thọ, P. 6, Quận Gò Vấp, TP. HCM","Ăn vặt/vỉa hè, ","Thịt Gà, Lẩu, Ăn vặt - Ăn nhẹ, Cơm, ","Món Việt, ",10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,no,yes,yes,15.000 -300.000,7.1,7.3,6.8,7.0,0.0
3,Gà Quay HOÀNG GIA - Lê Đức Thọ,10.8479552,106.6686408,"756 Lê Đức Thọ, P. 15, Quận Gò Vấp, TP. HCM","Quán ăn, ",,,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,no,no,no,50.000 -400.000,10.0,10.0,9.3,9.9,0.0
4,Ẩm Thực 45 - Quang Trung,10.8387175,106.65091,"97 Quang Trung, P. 8, Quận Gò Vấp, TP. HCM","Nhà hàng, ","Đặc sản vùng, ","Món Việt, ",10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,no,no,no,50.000 -200.000,6.2,0.0,7.3,6.4,0.0
5,Avatar Coffee & Tea - Nguyễn Văn Nghi,10.821553,106.688527,"27 Nguyễn Văn Nghi, P. 4, Quận Gò Vấp, TP. HCM","Café/Dessert, ","Trà, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa, ","Món Việt, ",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,no,no,yes,30.000 -45.000,8.7,8.7,9.3,9.1,0.0
6,ÚT THẢO - Bánh Tráng Nướng Phan Thiết - Chợ Hạnh Thông Tây,10.8338036,106.6654334,"685/35 Quang Trung, P. 11, Quận Gò Vấp, TP. HCM","Shop Online, ","Ăn vặt - Ăn nhẹ, ","Món Việt, Món Miền Trung, ",16:30 - 22:30,16:30 - 22:30,16:30 - 22:30,16:30 - 22:30,16:30 - 22:30,16:30 - 22:30,16:30 - 22:30,yes,no,yes,10.000 -20.000,7.0,6.6,0.0,6.7,0.0
7,KAKAOLAB - Trà Sữa Cacao,10.8245,106.681861,"211 Đường Số 6, P. 7, Quận Gò Vấp, TP. HCM","Ăn vặt/vỉa hè, ","Trà, Thức uống, Trà sữa, Sữa, ","Món Việt, ",17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,no,yes,yes,25.000 -35.000,9.9,10.0,6.7,8.5,0.0
8,May Coffee House,10.8426000276527,106.639062166214,"395 Phan Huy Ích, P. 14, Quận Gò Vấp, TP. HCM","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, ","Món Việt, ",07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,no,no,yes,20.000 -45.000,9.2,8.7,8.7,8.4,0.0
9,Khoai Lang Mật Nướng - Phạm Văn Đồng,10.8186173,106.6885815,"507/24 Phạm Văn Đồng (Đầu Hẻm 282 Phạm Văn Đồng), Quận Gò Vấp, TP. HCM","Ăn vặt/vỉa hè, ","Ăn vặt - Ăn nhẹ, ","Món Việt, ",16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,no,yes,yes,10.000 -10.000,9.4,9.6,9.3,9.4,0.0
10,My Life - Quán Bò Né,10.835245,106.6443635,"736 Phạm Văn Bạch ,P. 12, Quận Gò Vấp, TP. HCM","Quán ăn, ","Thịt Bò, Beefsteak - Bò né, ","Món Miền Nam, ",06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,yes,no,no,25.000 -40.000,7.5,7.3,6.8,7.5,0.0
