RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Foody_points(5),Shopee_points(5)
1,Monkey In Black Cafe - Trần Quang Khải,10.7912622,106.6880946,"263 Trần Quang Khải, P. Tân Định, Quận 1, TP. HCM","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, ","Món Việt, ",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,yes,no,yes,25.000 -100.000,7.5,7.9,7.7,3.5,0.0
2,La Cave Wine Shop & Bistro,10.7813312,106.705902,"19 Ngô Văn Năm, Quận 1, TP. HCM","Nhà hàng, Bar/Pub, ",,"Món Âu, Pháp, ",11:00 - 23:30,11:00 - 23:30,11:00 - 23:30,11:00 - 23:30,11:00 - 23:30,11:00 - 23:30,11:00 - 23:30,no,yes,yes,300.000 -1.000.000,9.1,6.5,6.4,3.9,0.0
3,Partea - English Tearoom - Nguyễn Huệ,10.773921,106.70431,"Tầng 4, 42 Nguyễn Huệ, Quận 1, TP. HCM","Café/Dessert, ","Trà, Thức uống, ","Quốc tế, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,no,yes,50.000 -80.000,7.8,7.4,8.3,3.8,0.0
3,Partea - English Tearoom - Nguyễn Thị Minh Khai,10.774131,106.689905,"240 Nguyễn Thị Minh Khai, P. 6, Quận 3, TP. HCM","Café/Dessert, ","Trà, Thức uống, ","Quốc tế, ",08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,no,no,yes,50.000 -200.000,6.8,6.5,7.5,3.8,0.0
3,Partea - English Tearoom - Nguyễn Huệ - Gian 2,10.773921,106.70431,"Tầng 4, 42 Nguyễn Huệ, Quận 1, TP. HCM","Café/Dessert, ","Trà, Café - Kem, Thức uống, ","Miền Tây, Món Miền Nam, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,no,yes,50.000 -200.000,7.0,6.9,6.9,3.8,0.0
4,Yoshino Japanese Restaurant - Lotte Hotel Saigon,10.778231,106.706997,"Lotte Legend Hotel, 2A - 4A Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM","Sang trọng, Nhà hàng, ","Thịt Gà, Thịt Bò, Thịt Heo, Sushi & Sashimi, ","Món Á, Món Nhật, ","11:30 - 14:30, 18:00 - 22:00","11:30 - 14:30, 18:00 - 22:00","11:30 - 14:30, 18:00 - 22:00","11:30 - 14:30, 18:00 - 22:00","11:30 - 14:30, 18:00 - 22:00","11:30 - 14:30, 18:00 - 22:00","11:30 - 14:30, 18:00 - 22:00",no,yes,yes,100.000 -550.000,6.8,7.2,7.4,4.3,0.0
4,Crystal Jade Palace - Lotte Legend Saigon Hotel,10.778231,106.706997,"Legend Hotel, 2A - 4A Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM","Sang trọng, Nhà hàng, ","Thịt Gà, Thịt Bò, Thịt Heo, Lẩu, Cơm, Thức uống, ","Món Á, Món Trung Hoa, ","11:00 - 14:00, 17:00 - 22:00","11:00 - 14:00, 17:00 - 22:00","11:00 - 14:00, 17:00 - 22:00","11:00 - 14:00, 17:00 - 22:00","11:00 - 14:00, 17:00 - 22:00","11:00 - 14:00, 17:00 - 22:00","11:00 - 14:00, 17:00 - 22:00",no,yes,yes,66.000 -500.000,9.7,9.6,9.6,4.3,0.0
4,Legend Lounge - Lotte Legend Saigon Hotel,10.77884,106.707215,"Lotte Legend Hotel, 2A - 4A Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, ","Món Việt, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,yes,yes,150.000 -300.000,7.6,7.9,8.7,4.3,0.0
4,Lotte Legend Saigon Hotel,10.777641,106.707051,"2A - 4A Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM","Nhà hàng, Tiệc cưới/Hội nghị, Khách sạn, ","Thịt Gà, Thịt Bò, Thịt Heo, Hải sản, ","Món Việt, Quốc tế, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,no,yes,yes,200.000 -500.000,7.2,7.1,7.2,4.3,0.0
4,Tropicana Pool Bar & Eatery - Lotte Legend Saigon Hotel,10.778664,106.70676,"2A - 4A Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM","Bar/Pub, ","Thức uống, Bia, ","Món Việt, ",18:00 - 01:00,18:00 - 01:00,18:00 - 01:00,18:00 - 01:00,18:00 - 01:00,18:00 - 01:00,18:00 - 01:00,yes,no,yes,,6.5,6.3,7.6,4.3,0.0
