RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Shopee_points(5),Foody_points(5)
1,Phở Pasteur - 232 Cách Mạng Tháng Tám,10.9904355,106.6509033,"232 Cách Mạng Tháng Tám, P. Phú Cường, Thị xã Thủ Dầu Một, Bình Dương",Quán ăn,"Phở ,  Bún ,  Món nước",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,"Món Việt ,  Món Bắc ,  Món Miền Trung ,  Món Miền Nam",yes,no,yes,34.000 - 50.000,5.8,5.3,5.8,4.5,4.5
2,Phở 18 - Bún Bò Gốc Huế - Biconsi Tower,10.98485,106.66786,"Biconsi Tower, Đường 01 Phú Lợi, P. Phú Lợi, Thị xã Thủ Dầu Một, Bình Dương",Quán ăn,"Phở ,  Bún ,  Thịt Bò",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,,no,no,no,35.000 - 50.000,0.0,0.0,0.0,4.5,0.0
3,Phở Pasteur - Trương Định,10.9988831,106.6695843,"302 Trương Định, P. Hiệp Thành 3, Thị xã Thủ Dầu Một, Bình Dương",Quán ăn,"Phở ,  Bún ,  Thịt Bò",06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,"Món Việt ,  Món Bắc ,  Món Miền Trung ,  Món Miền Nam",yes,no,yes,0 - 0,0.0,0.0,0.0,4.5,0.0
4,Phở Phúc - Ngô Quyền,10.98164,106.65021,"7 Ngô Quyền, P. Phú Cường, Thị xã Thủ Dầu Một, Bình Dương",Quán ăn,"Phở ,  Món nước",07:00 - 15:00,07:00 - 15:00,07:00 - 15:00,07:00 - 15:00,07:00 - 15:00,07:00 - 15:00,07:00 - 15:00,Món Việt,no,no,no,30.000 - 70.000,0.0,0.0,0.0,4.5,0.0
5,Phở Hai Tô Gia Lai - Cô Ba Quán,10.998804,106.67096,"432 Nguyễn Văn Trỗi, P. Phú Lợi, Thị xã Thủ Dầu Một, Bình Dương",Quán ăn,"Phở ,  Bánh mì ,  Bún ,  Bánh - Kẹo",06:00 - 13:00,16:00 - 20:00,06:00 - 13:00,16:00 - 20:00,06:00 - 13:00,16:00 - 20:00,06:00 - 13:00,,no,no,no,30.000 - 45.000,0.0,0.0,0.0,4.5,0.0
