RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Foody_points(5),Shopee_points(5)
1,Quán Trúc - Nhà Hàng Hải Sản,10.565247,107.059247,"Quốc Lộ 51, Xã Tân Phước, Thị Xã Phú Mỹ, Vũng Tàu","Quán ăn, ","Hải sản, ","Món Việt, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,no,no,yes,50.000 -500.000,8.6,8.1,8.5,4.6,0.0
2,Thiền Tôn Phật Quang - Núi Dinh,10.522642,107.126411,"Núi Dinh, Thị Xã Phú Mỹ, Vũng Tàu","Chùa & Nhà thờ, ",,"Món Việt, ",07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,yes,yes,yes,,9.0,8.3,9.0,4.6,0.0
3,Chùa Đại Tòng Lâm - Quốc Lộ 51,10.6040145,107.0593578,"Quốc Lộ 51, Thị Xã Phú Mỹ, Vũng Tàu","Chùa & Nhà thờ, ",,,07:30 - 18:00,07:30 - 18:00,07:30 - 18:00,07:30 - 18:00,07:30 - 18:00,07:30 - 18:00,07:30 - 18:00,yes,yes,yes,,7.4,6.6,8.4,3.7,0.0
4,Hồ Đá Xanh,10.5096809442699,107.1477203708495,"Hồ Đá Xanh, Thị Xã Phú Mỹ, Vũng Tàu","Thăm quan & chụp ảnh, ",,"Món Việt, ",08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,no,no,no,,0.0,0.0,6.8,3.3,0.0
5,Khu Du Lịch Suối Đá,10.513552,107.124381,"Chu Hải, Xã Tân Hải, Thị Xã Phú Mỹ, Vũng Tàu","Du lịch sinh thái, ",,"Món Việt, ",08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,yes,no,no,50.000 -220.000,6.7,0.0,8.4,4.3,0.0
6,Nhà Hàng Hầm Rượu Cái Mép,10.5576769527089,107.0604988473729,"965 Nguyễn An Ninh, P. Tân Phước, Thị Xã Phú Mỹ, Vũng Tàu","Nhà hàng, ","Hải sản, Đặc sản rừng, ","Món Việt, ",09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,no,no,yes,39.000 -499.000,7.7,6.7,8.1,3.8,0.0
7,Gà Rán Su's Chicken,10.5814688,107.0163591,"Đường Số 80, KP Tân Ngọc, Thị Xã Phú Mỹ, Vũng Tàu","Quán ăn, ","Thịt Gà, Gà rán, Ăn vặt - Ăn nhẹ, Thức uống, Trà sữa, Fastfood - Thức ăn nhanh, ","Món Việt, ",10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,yes,yes,no,15.000 -35.000,8.5,8.5,7.7,4.6,0.0
8,Hoài Thiên - Cháo & Gỏi Vịt - Quốc Lộ 51,10.894636,106.863801,"Quốc Lộ 51, Làng Cát, Thị Xã Phú Mỹ, Vũng Tàu","Quán ăn, ","Thịt Vịt, ","Món Việt, ",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,no,no,no,20.000 -50.000,9.0,7.5,7.0,4.4,0.0
9,Quán Tiến - Hải Sản Tươi Sống Các Loại,10.544184,107.057176,"Cảng Đức Hạnh, Ấp Phước Lộc, Phước Hoà, Thị Xã Phú Mỹ, Vũng Tàu","Quán ăn, ","Hải sản, Lẩu, Thức uống, ","Món Việt, ",08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,no,no,no,30.000 -300.000,9.3,8.0,8.3,4.2,0.0
10,Khô Bò Phúc Nguyên - Giao Hàng Tận Nơi,10.532265,107.079435,"Quốc Lộ 51, Phước Hòa, Thị Xã Phú Mỹ, Vũng Tàu","Shop Online, ",,"Món Việt, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,yes,no,yes,130.000 -650.000,10.0,9.8,7.3,4.1,0.0
11,Minh Hải Nhà Hàng & Cafe,10.621345,107.058734,"Quốc Lộ 51, Xã Mỹ Xuân, Thị Xã Phú Mỹ, Vũng Tàu","Nhà hàng, Café/Dessert, ","Lẩu, Café - Kem, ","Món Việt, ",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,no,yes,yes,14.000 -40.000,7.3,7.7,9.3,4.4,0.0
12,Phở Hoài Bảo,10.6042936858589,107.0515845715999,"76 Phan Châu Trinh, TT. Phú Mỹ, Thị Xã Phú Mỹ, Vũng Tàu","Quán ăn, ","Phở, Món nước, ","Món Việt, ",18:00 - 23:00,18:00 - 23:00,18:00 - 23:00,18:00 - 23:00,18:00 - 23:00,18:00 - 23:00,18:00 - 23:00,no,no,no,30.000 -40.000,8.3,8.7,8.7,4.6,0.0
13,Bún Bò Huế 7 Tấn - Quốc Lộ 51,10.6198645333658,107.0564889907836,"Mỹ xuân, Thị Xã Phú Mỹ, Vũng Tàu","Quán ăn, ","Thịt Bò, Bún, Món nước, ","Món Huế, Món Miền Trung, ",06:00 - 10:00,06:00 - 10:00,06:00 - 10:00,06:00 - 10:00,06:00 - 10:00,06:00 - 10:00,06:00 - 10:00,no,no,no,20.000 -25.000,10.0,10.0,10.0,5.0,0.0
14,Phở Bò Xuân Dung,10.641931,107.044979,"Ấp Phước Lập, Thị Xã Phú Mỹ, Vũng Tàu","Quán ăn, ","Phở, Món nước, ","Món Việt, ",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,no,no,no,20.000 -50.000,8.0,7.5,7.5,3.9,0.0
15,Làng House - Cà Phê Sạch - Mỹ Xuân,10.6657724980356,107.1481444601741,"Khu Phố 1, Phường Hắc Dịch, Thị Xã Phú Mỹ, Thị Xã Phú Mỹ, Vũng Tàu","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, Thức uống, ","Món Việt, ",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,no,no,yes,15.000 -45.000,10.0,9.5,10.0,5.0,0.0
16,46 Cafe,10.590587,107.048023,"Khu Công Nghiệp Phú Mỹ 1, Huyện Tân Thành, Thị Xã Phú Mỹ, Vũng Tàu","Café/Dessert, ","Café - Kem, ","Món Việt, ",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,no,no,yes,15.000 -50.000,7.0,7.0,6.5,3.0,0.0
17,Quán Ăn 46,10.588195,107.059903,"Đường Số 46, TT. Phú Mỹ, Thị Xã Phú Mỹ, Vũng Tàu","Nhà hàng, ","Hải sản, ","Món Việt, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,no,no,yes,50.000 -200.000,7.5,7.0,7.0,4.3,0.0
18,Galbi BBQ,10.6051590832873,107.0510253310204,"Hoàng Hoa Thám, Xã Phú Mỹ, Thị Xã Phú Mỹ, Vũng Tàu","Quán ăn, ","Thịt Bò, Thịt Heo, ","Món Việt, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,yes,yes,70.000 -200.000,7.0,0.0,7.0,4.0,0.0
19,Bột Chiên Trứng - Quốc Lộ 51,10.6053574718427,107.05382052809,"Quốc Lộ 51, Thị Xã Phú Mỹ, Vũng Tàu","Ăn vặt/vỉa hè, ","Ăn vặt - Ăn nhẹ, ","Món Việt, ",06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,no,yes,yes,15.000 -20.000,8.0,7.5,7.5,4.3,0.0
20,Cơm Chay Thanh Tịnh,10.600866,107.054794,"Độc Lập, TT. Phú Mỹ, Thị Xã Phú Mỹ, Vũng Tàu","Ăn chay, ",,"Món Việt, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,no,no,15.000 -20.000,9.0,9.5,9.0,4.7,0.0
21,Hải Sản 6 Tiếng - Cảng Đá Đức Hạnh,10.5726243,107.0775671,"Cảng Đá Đức Hạnh, Ấp Phước Lộc, Xã Phước Hòa, Thị Xã Phú Mỹ, Vũng Tàu","Quán ăn, ","Hải sản, ","Món Việt, Món Miền Nam, ",06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,no,no,no,30.000 -150.000,9.0,7.5,7.0,4.3,0.0
22,Mộc Sơn Quán - Ẩm Thực Núi Rừng,10.571416,107.061496,"Hẻm Kế Nhà Hàng Nhà Việt, Xã Tân Phước, Thị Xã Phú Mỹ, Vũng Tàu","Quán ăn, ",,"Món Việt, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,no,yes,50.000 -300.000,9.0,10.0,9.0,4.7,0.0
23,Nhà Hàng Tất Thắng,10.4890778,107.1718937,"54 Quốc Lộ 51, Thị Xã Phú Mỹ, Vũng Tàu","Nhà hàng, ","Thịt Gà, Thịt Bò, Thịt Heo, Hải sản, Lẩu, ","Món Việt, ","00:00 - 00:00, 10:00 - 22:00","00:00 - 00:00, 10:00 - 22:00","00:00 - 00:00, 10:00 - 22:00","00:00 - 00:00, 10:00 - 22:00","00:00 - 00:00, 10:00 - 22:00","00:00 - 00:00, 10:00 - 22:00","00:00 - 00:00, 10:00 - 22:00",no,yes,yes,50.000 -250.000,7.0,6.0,8.0,4.2,0.0
24,Cơm Văn Phòng Phú Mỹ - Shop Online,10.597346,107.069978,"335 Trường Chinh, TT. Phú Mỹ, Thị Xã Phú Mỹ, Vũng Tàu","Shop Online, ",,"Món Việt, ",07:00 - 12:00,07:00 - 12:00,07:00 - 12:00,07:00 - 12:00,07:00 - 12:00,07:00 - 12:00,07:00 - 12:00,no,yes,yes,25.000 -35.000,10.0,10.0,10.0,5.0,0.0
25,An Hòa - Tea & Coffee,10.635726,107.051007,"Đường B1, Xã Mỹ Xuân, Thị Xã Phú Mỹ, Vũng Tàu","Café/Dessert, ","Café - Kem, Thức uống, ","Món Việt, ",06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,no,no,yes,15.000 -25.000,10.0,10.0,10.0,5.0,0.0
26,Nam An - Quán Nem Nướng,10.6038089,107.0505017,"39 Phạm Hữu Chí, Thị Xã Phú Mỹ, Vũng Tàu","Ăn vặt/vỉa hè, ","Ăn vặt - Ăn nhẹ, Fastfood - Thức ăn nhanh, ","Món Việt, ",15:00 - 22:00,15:00 - 22:00,15:00 - 22:00,15:00 - 22:00,15:00 - 22:00,15:00 - 22:00,15:00 - 22:00,yes,yes,yes,30.000 -60.000,10.0,6.0,10.0,4.6,0.0
27,Quán Hải - Điểm Tâm Sáng,10.665368,107.151992,"Ấp 3, Sông Xoài, Thị Xã Phú Mỹ, Vũng Tàu","Quán ăn, ","Món nước, Thức uống, ","Món Miền Nam, ",06:00 - 11:00,06:00 - 11:00,06:00 - 11:00,06:00 - 11:00,06:00 - 11:00,06:00 - 11:00,06:00 - 11:00,yes,no,no,10.000 -30.000,9.0,9.0,9.0,4.8,0.0
28,Kitkat Tea - Quán Trà Sữa,10.6044766,107.0455658999999,"53 Phan Châu Trinh, P. Phú Mỹ, Thị Xã Phú Mỹ, Vũng Tàu","Café/Dessert, ","Thức uống, Trà sữa, ","Món Việt, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,no,no,12.000 -32.000,9.0,9.0,8.0,4.7,0.0
29,My Garden Coffee & Tea,10.644486,107.043763,"Quốc Lộ 51, KP. Phước Lập, P. Mỹ Xuân, Thị Xã Phú Mỹ, Vũng Tàu","Café/Dessert, ","Café - Kem, Thức uống, ","Món Việt, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,no,no,yes,15.000 -39.000,9.0,8.0,10.0,4.6,0.0
30,Bánh Su Kem Nhà Làm,10.5295782088544,107.0801336690783,"Chợ Lam Sơn, P. Phước Hòa, Thị Xã Phú Mỹ, Vũng Tàu","Tiệm bánh, ","Bánh - Kẹo, Home-made, ","Món Việt, ",06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,yes,no,no,10.000 -20.000,9.0,8.0,8.0,4.6,0.0
31,Quán Kem Mr Lucio,10.603501,107.051769,"89 Hoàng Việt, Thị Xã Phú Mỹ, Vũng Tàu","Café/Dessert, ","Café - Kem, Thức uống, Trà sữa, ","Món Việt, ",17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,no,no,no,10.000 -30.000,10.0,10.0,0.0,4.6,0.0
32,Hủ Tiếu Quốc,10.563989,107.059465,"Quốc Lộ 51, Xã Chu Hải, Thị Xã Phú Mỹ, Vũng Tàu","Quán ăn, ","Món nước, ","Món Việt, ",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,no,no,no,20.000 -50.000,10.0,10.0,10.0,5.0,0.0
33,Nhà Hàng Hải Sản Ốc Nhung,10.587929,107.059725,"310 - 311 Trần Hưng Đạo, Thị Xã Phú Mỹ, Vũng Tàu","Nhà hàng, ","Hải sản, ","Món Việt, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,no,no,yes,30.000 -250.000,8.0,7.0,7.0,4.4,0.0
