RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Shopee_points(5),Foody_points(5)
1,Bún Bò Huế Mạ Tôi - Lẩu Sườn Bò - 333 Nguyễn Văn Linh,10.028789,105.756762,"333 Nguyễn Văn Linh, P. An Khánh, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Thịt Bò ,  Bún",05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
2,Phở Tuấn Anh & Bún Bò Huế,10.0231621,105.7441478,"Số 100C Đường Nguyễn Văn Cừ Nối Dài, P. An Bình, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Phở ,  Bún ,  Thịt Bò ,  Hủ tiếu",06:00 - 23:59,06:00 - 23:59,06:00 - 23:59,06:00 - 23:59,06:00 - 23:59,06:00 - 23:59,06:00 - 23:59,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
3,Quán Mai - Phở Bò & Bún Bò Huế,10.022547,105.763286,"7G Nguyễn Văn Linh (Quốc Lộ 91B), P. Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Phở ,  Bún ,  Thịt Bò ,  Món nước",06:00 - 12:00,16:00 - 22:00,06:00 - 12:00,16:00 - 22:00,06:00 - 12:00,16:00 - 22:00,06:00 - 12:00,Món Việt,no,no,no,25.000 - 30.000,5.0,5.0,5.0,4.5,3.0
4,Bún Bò Huế Hương Giang,10.06261,105.75934,"91/21A1 Cách Mạng Tháng Tám, P. An Thới, Quận Bình Thủy, Cần Thơ",Quán ăn,Bún,06:00 - 11:00,15:00 - 20:00,06:00 - 11:00,15:00 - 20:00,06:00 - 11:00,15:00 - 20:00,06:00 - 11:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
5,Nguyên Khang - Bún Bò Huế & Bún Cua - Trần Hoàng Na,10.0147003,105.7617439,"116 Trần Hoàng Na, P. Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Quán ăn,Bún,06:30 - 12:00,06:30 - 12:00,06:30 - 12:00,06:30 - 12:00,06:30 - 12:00,06:30 - 12:00,06:30 - 12:00,,no,no,no,35.000 - 45.000,0.0,0.0,0.0,4.5,0.0
6,Bún Bò Huế Hiển Dương,10.046837,105.776886,"20 Phạm Ngũ Lão, P. Cái Khế, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Phở ,  Bún ,  Thịt Bò ,  Miến",06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,,no,no,no,0 - 0,0.0,0.0,0.0,0.0,0.0
7,Bún Bò Huế Thiên Vũ,10.0032137,105.8071802,"E100 Đường 56, KDC 586, P. Phú Thứ, Quận Cái Răng, Cần Thơ",Quán ăn,"Sinh tố - Nước ép ,  Thức uống",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,"Món Việt ,  Món Bắc",yes,no,yes,0 - 0,0.0,0.0,0.0,4.5,0.0
8,Bún Bò Huế & Bún Riêu - Thảo Quyên,10.04632,105.76756,"460 Nguyễn Văn Cừ, P. An Hòa, Quận Ninh Kiều, Cần Thơ",Quán ăn,Bún,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
