RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Foody_points(5),Shopee_points(5)
1,Quán Rina - Đu Đủ Đâm & Các Món Nướng,10.4461033,104.9914601,"Tỉnh Lộ 955B, Ấp Bằng Rò, Xã Châu Lăng, Huyện Tri Tôn, An Giang","Ăn vặt/vỉa hè, ","Ăn vặt - Ăn nhẹ, ","Món Việt, ",11:00 - 18:00,11:00 - 18:00,11:00 - 18:00,11:00 - 18:00,11:00 - 18:00,11:00 - 18:00,11:00 - 18:00,no,yes,yes,15.000 -50.000,9.0,7.0,6.0,4.3,0.0
2,Thốt Nốt Hương Sen,10.4616358,105.0153526,"Tỉnh Lộ 948, Xã Châu Lăng, Huyện Tri Tôn, An Giang","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Thức uống, ","Món Việt, ",07:00 - 17:00,07:00 - 17:00,07:00 - 17:00,07:00 - 17:00,07:00 - 17:00,07:00 - 17:00,07:00 - 17:00,no,no,yes,5.000 -15.000,9.9,9.7,9.8,4.9,0.0
3,Tritoni Coffee,10.428399,105.002072,"92 Trần Hưng Đạo, Huyện Tri Tôn, An Giang","Café/Dessert, ","Café - Kem, ","Món Việt, ",06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,no,no,yes,15.000 -50.000,8.5,8.5,8.5,4.6,0.0
4,Quán Ăn Đào Viên - Chuyên Thịt Rừng,10.495569034911,104.9084804579615,"Ngô Tự Lợi, TT. Ba Chúc, Huyện Tri Tôn, An Giang","Quán ăn, ","Thịt Bò, Thịt Heo, ","Món Việt, ",10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,no,yes,no,50.000 -300.000,8.3,8.0,7.7,4.5,0.0
5,Bánh Canh Lò Rèn,10.422301,105.000477,"114 Trần Hưng Đạo, TT. Tri Tôn, Huyện Tri Tôn, An Giang","Quán ăn, ","Món nước, Bánh canh, ","Món Việt, ",09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,no,no,no,15.000 -20.000,9.3,8.8,7.7,4.3,0.0
6,Quán Ăn Hải Hạnh,10.421453,104.993304,"Nam Kỳ Khởi Nghĩa, Huyện Tri Tôn, An Giang","Quán nhậu, ",,"Món Việt, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,yes,yes,yes,5.000 -300.000,7.3,6.3,0.0,4.0,0.0
7,Hải Sản 123 - Ngô Quyền,10.4258684,104.999169,"Khóm 3 Ngô Quyền, Huyện Tri Tôn, An Giang","Quán ăn, ","Hải sản, ","Món Việt, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,no,no,no,25.000 -150.000,7.0,7.5,8.0,3.4,0.0
8,Hồng Ngọc 31 - Bánh Mì Đặc Ruột,10.413016778588,105.0023514032363,"144 Trần Hưng Đạo, Huyện Tri Tôn, An Giang","Tiệm bánh, ","Bánh mì, Ăn vặt - Ăn nhẹ, ","Món Việt, ",06:00 - 19:00,06:00 - 19:00,06:00 - 19:00,06:00 - 19:00,06:00 - 19:00,06:00 - 19:00,06:00 - 19:00,no,no,no,2.500 -6.000,8.0,8.0,8.0,4.6,0.0
9,Kim Ngân Quán - Lẩu Ếch Măng Chua,10.4223430792035,105.005934163928,"Lê Thánh Tôn, Khóm 4, TT. Tri Tôn, Huyện Tri Tôn, An Giang","Quán ăn, Quán nhậu, ","Thịt Ếch, Đặc sản vùng, ","Món Việt, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,no,yes,no,25.000 -180.000,6.5,7.0,8.5,4.4,0.0
10,Gỏi Đu Đủ Dằm,10.444627,104.993135,"Tỉnh Lộ 955B, Huyện Tri Tôn, An Giang","Ăn vặt/vỉa hè, ","Gỏi, Ăn vặt - Ăn nhẹ, ","Món Việt, ",14:00 - 18:00,14:00 - 18:00,14:00 - 18:00,14:00 - 18:00,14:00 - 18:00,14:00 - 18:00,14:00 - 18:00,no,yes,yes,3.000 -5.000,10.0,10.0,10.0,5.0,0.0
11,Nem Nướng Cát Tường,10.4219061675588,105.0006639584899,"Trần Hưng Đạo, Huyện Tri Tôn, An Giang","Quán ăn, ","Thịt Heo, ","Món Việt, ",13:00 - 20:00,13:00 - 20:00,13:00 - 20:00,13:00 - 20:00,13:00 - 20:00,13:00 - 20:00,13:00 - 20:00,no,no,no,20.000 -50.000,8.0,8.0,7.0,4.6,0.0
12,Ngon Ngon - Quán Ăn Sân Vườn,10.4277630408481,104.9965913593769,"Nguyễn Thị Minh Khai, TT. Tri Tôn, Huyện Tri Tôn, An Giang","Quán ăn, ","Thịt Gà, Thịt Heo, Lẩu, Thức uống, ","Món Việt, ",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,no,yes,no,50.000 -400.000,8.0,9.0,7.0,4.2,0.0
13,Hồng Vân Cafe,10.572555,105.012933,"153/06 Tỉnh Lộ 948, Huyện Tri Tôn, An Giang","Café/Dessert, ","Café - Kem, Thức uống, ","Món Việt, ",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,no,no,no,10.000 -50.000,8.0,8.0,8.0,4.5,0.0
14,Hưng Thành - Karaoke Cafe,10.4230240006583,105.0031587481498,"3 Tháng 2, Huyện Tri Tôn, An Giang","Café/Dessert, Karaoke, ","Café - Kem, Sinh tố - Nước ép, ","Món Việt, ",09:00 - 23:30,09:00 - 23:30,09:00 - 23:30,09:00 - 23:30,09:00 - 23:30,09:00 - 23:30,09:00 - 23:30,no,yes,yes,50.000 -100.000,7.0,7.0,8.0,4.4,0.0
15,Nước Thốt Nốt & Giải Khát,10.4072051350984,105.0039929151535,"Trần Hưng Đạo, Huyện Tri Tôn, An Giang","Café/Dessert, ","Café - Kem, Thức uống, ","Món Việt, ",07:00 - 17:00,07:00 - 17:00,07:00 - 17:00,07:00 - 17:00,07:00 - 17:00,07:00 - 17:00,07:00 - 17:00,no,no,no,10.000 -50.000,8.0,8.0,8.0,4.5,0.0
