RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Foody_points(5),Shopee_points(5)
1,Phở Cuốn Cần Thơ,10.0711073,105.7479522,"103 Đường Nguyễn Truyền Thanh, P. Bình Thuỷ, Quận Bình Thủy, Cần Thơ","Quán ăn, ","Phở, Phở Cuốn, Bún, Món nước, Bánh - Kẹo, Bánh cuốn, Ăn vặt - Ăn nhẹ, ","Món Việt, ",08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,no,no,no,8.000 -125.000,6.9,6.7,6.6,3.1,0.0
2,Cháo Cối MT68 - Lẩu Gà & Các Món Nhậu Bình Dân,10.052622,105.756084,"231 Đồng Văn Cống, P. An Thới, Quận Bình Thủy, Cần Thơ","Quán nhậu, ","Thịt Ếch, Cháo, ","Món Việt, ",10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,yes,yes,yes,35.000 -250.000,8.3,7.9,8.6,3.6,0.0
3,Quán Kushin - Nướng & Lẩu Hàn Quốc,10.0480296,105.7580175,"249 Võ Văn Kiệt, P. An Thới, Quận Bình Thủy, Cần Thơ","Quán nhậu, ","Lẩu, ","Món Việt, ",15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,yes,yes,yes,19.000 -399.000,7.2,7.0,7.1,3.1,0.0
4,Ice summer - Kem Bơ & Bánh Flan Bơ,10.05886,105.742819,"95/4 Võ Văn Kiệt, KV Bình Nhựt, P . Long Hoà, Quận Bình Thủy, Cần Thơ","Café/Dessert, ","Đậu hũ, Bánh - Kẹo, Café - Kem, Ăn vặt - Ăn nhẹ, ","Món Việt, ",17:30 - 22:00,17:30 - 22:00,17:30 - 22:00,17:30 - 22:00,17:30 - 22:00,17:30 - 22:00,17:30 - 22:00,yes,no,no,15.000 -30.000,8.3,7.9,7.3,4.1,0.0
5,Cát Tiên 2 - Quán Lẩu Mắm,10.0472463,105.7595569,"264 Võ Văn Kiệt, P. An Thới, Quận Bình Thủy, Cần Thơ","Quán ăn, ","Lẩu, ","Món Việt, ",09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,no,no,no,79.000 -379.000,7.6,7.4,7.4,4.2,0.0
6,Bánh Cuốn Nóng Dì Ba - Trần Quang Diệu,10.05859,105.76645,"200 Trần Quang Diệu, P. An Thới, Quận Bình Thủy, Cần Thơ","Quán ăn, ","Bánh ướt, Bánh - Kẹo, Bánh cuốn, Ăn vặt - Ăn nhẹ, ","Món Việt, Món Miền Nam, ","06:00 - 11:00, 15:00 - 20:00","06:00 - 11:00, 15:00 - 20:00","06:00 - 11:00, 15:00 - 20:00","06:00 - 11:00, 15:00 - 20:00","06:00 - 11:00, 15:00 - 20:00","06:00 - 11:00, 15:00 - 20:00",06:00 - 11:00,no,no,no,20.000 -20.000,8.1,7.8,7.6,4.4,0.0
7,Micky' s - Bar& Grill,10.04833,105.758374,"202 Võ Văn Kiệt, P. An Thới, Quận Bình Thủy, Cần Thơ","Quán nhậu, ",,"Món Việt, ",09:00 - 00:00,09:00 - 00:00,09:00 - 00:00,09:00 - 00:00,09:00 - 00:00,09:00 - 00:00,09:00 - 00:00,yes,yes,yes,39.000 -969.000,8.5,8.7,8.9,4.6,0.0
8,Quán Diễm - Cháo Gà Ta 3 Món,10.047811,105.759981,"172 Nguyễn Đệ, Quận Bình Thủy, Cần Thơ","Quán ăn, ","Thịt Gà, Trà, Cháo, ","Món Việt, ",15:00 - 22:00,15:00 - 22:00,15:00 - 22:00,15:00 - 22:00,15:00 - 22:00,15:00 - 22:00,15:00 - 22:00,no,no,no,110.000 -220.000,8.4,7.5,7.8,4.6,0.0
9,Minh Hòa - Lẩu Chay Rau Sạch,10.037554,105.743165,"273 Nguyễn Văn Linh, P. Long Tuyền, Quận Bình Thủy, Cần Thơ","Ăn chay, ","Hoành Thánh - Vằn Thắn, Món chay, ","Món Việt, ",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,no,no,no,30.000 -55.000,7.7,7.2,7.9,4.2,0.0
10,Hủ Tiếu Gõ 555,10.0578249,105.7617086,"555 Trần Quang Diệu, Quận Bình Thủy, Cần Thơ","Ăn vặt/vỉa hè, ","Bún, ","Món Việt, ",16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,no,yes,yes,10.000 -30.000,8.2,7.9,8.0,4.5,0.0
