RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Foody_points(5),Shopee_points(5)
1,Gogi House - Nướng Hàn Quốc - Phan Xích Long,10.797722,106.689438,"198 Phan Xích Long, P. 7, Quận Phú Nhuận, TP. HCM","Nhà hàng, ","Thịt Bò, ","Món Á, Món Hàn, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,no,yes,yes,65.000 -315.000,8.0,7.4,7.9,4.8,0.0
2,Sumo BBQ - Phan Xích Long - Buffet Nướng & Lẩu,10.797516,106.689863,"210 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM","Nhà hàng, Buffet, ","Thịt Gà, Bò nướng, Thịt Heo, Thịt Bò, Lẩu, ","Món Á, Món Nhật, ","11:00 - 16:00, 17:00 - 22:00","11:00 - 16:00, 17:00 - 22:00","11:00 - 16:00, 17:00 - 22:00","11:00 - 16:00, 17:00 - 22:00","11:00 - 16:00, 17:00 - 22:00","11:00 - 16:00, 17:00 - 22:00","11:00 - 16:00, 17:00 - 22:00",no,yes,yes,300.000 -407.000,7.8,7.7,7.6,4.8,0.0
3,Cơm Tấm Ba Ghiền Không Chi Nhánh - 84 Đặng Văn Ngữ,10.79441,106.66941,"84 Đặng Văn Ngữ, P. 10, Quận Phú Nhuận, TP. HCM","Quán ăn, ","Cơm Tấm, Thịt Heo, Sườn nướng, Cơm, ","Món Việt, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,no,no,no,40.000 -66.000,6.9,6.5,6.4,3.6,0.0
4,Xôi Chiên Nhà Sushi,10.800838,106.686018,"50/22/2 Phùng Văn Cung, P. 7, Quận Phú Nhuận, TP. HCM","Ăn vặt/vỉa hè, Shop Online, ","Bánh tráng, Ăn vặt - Ăn nhẹ, Nem, ","Món Việt, ",10:30 - 20:00,10:30 - 20:00,10:30 - 20:00,10:30 - 20:00,10:30 - 20:00,10:30 - 20:00,10:30 - 20:00,yes,yes,yes,6.000 -30.000,8.5,8.2,8.0,4.4,0.0
5,San Fu Lou - Ẩm Thực Quảng Đông - Phan Xích Long,10.798457,106.687428,"195 - 197 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM","Sang trọng, Nhà hàng, ","Dimsum, ","Món Á, Món Trung Hoa, ",07:00 - 21:30,07:00 - 21:30,07:00 - 21:30,07:00 - 21:30,07:00 - 21:30,07:00 - 21:30,07:00 - 21:30,no,yes,yes,30.000 -190.000,7.5,7.4,7.9,3.9,0.0
6,"Yummy - Nui Xào Bò, Cơm Ba Rọi Ram Nước Mắm & Spaghetti",10.797383,106.680174,"4 Trần Khắc Chân, P. 15, Quận Phú Nhuận, TP. HCM","Café/Dessert, Quán ăn, ","Bún, Mì, Ăn vặt - Ăn nhẹ, Nem, Cá/bò viên, ",,06:30 - 23:59,06:30 - 23:59,06:30 - 23:59,06:30 - 23:59,06:30 - 23:59,06:30 - 23:59,06:30 - 23:59,no,no,no,10.000 -70.000,7.2,7.1,7.0,4.1,0.0
7,Ngõ 8 - Trà Chanh & Lẩu Riêu Cua Đồng - Cù Lao,10.7962235,106.6897665,"8 Cù Lao, P. 2, Quận Phú Nhuận, TP. HCM","Quán ăn, ","Trà chanh, Lẩu, Ăn vặt - Ăn nhẹ, ","Món Việt, ",15:00 - 23:30,15:00 - 23:30,15:00 - 23:30,15:00 - 23:30,15:00 - 23:30,15:00 - 23:30,15:00 - 23:30,no,no,no,20.000 -198.000,7.4,6.7,6.3,3.3,0.0
8,Miền Đồng Thảo Cafe,10.797403,106.675165,"221A Nguyễn Trọng Tuyển, P. 8, Quận Phú Nhuận, TP. HCM","Café/Dessert, ","Trà, Trà chanh, Café - Kem, Sinh tố - Nước ép, Cơm văn phòng, Thức uống, Sữa, ","Món Việt, ",07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,no,no,yes,20.000 -55.000,6.6,6.4,8.0,2.4,0.0
9,Ốc Quỳnh - Đặng Thai Mai,10.8028125,106.6897124,"18 Đặng Thai Mai, P. 7, Quận Phú Nhuận, TP. HCM","Quán ăn, ","Bún, Hải sản, Mì, Nghêu - Sò - Ốc, ","Món Việt, ",16:00 - 22:30,16:00 - 22:30,16:00 - 22:30,16:00 - 22:30,16:00 - 22:30,16:00 - 22:30,16:00 - 22:30,yes,no,no,30.000 -40.000,8.5,8.1,7.6,4.0,0.0
10,Papaxốt - Hoa Hồng,10.7964413,106.6902371,"45B Hoa Hồng, P. 2, Quận Phú Nhuận, TP. HCM","Nhà hàng, ","Cơm Chiên, Bún, Mì, Miến, Cơm, Fastfood - Thức ăn nhanh, ","Món Á, Món Nhật, ",09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,no,no,yes,19.000 -89.000,7.2,6.8,6.9,3.1,0.0
11,Trầm Cafe - Trần Huy Liệu,10.796037,106.677825,"100 Trần Huy Liệu, P. 15, Quận Phú Nhuận, TP. HCM","Café/Dessert, ","Trà, Trà chanh, Café - Kem, Sinh tố - Nước ép, Thức uống, Bia, Nước ngọt, Sữa, ","Món Việt, ",07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,no,yes,yes,40.000 -66.000,6.4,6.7,8.2,2.6,0.0
12,The Pizza Company - Phan Xích Long,10.8011938,106.6831597,"355 Phan xích Long, P. 1, Quận Phú Nhuận, TP. HCM","Nhà hàng, ","Sườn nướng, Chân cánh gà nướng, Pizza & Pasta, Salad, Fastfood - Thức ăn nhanh, ","Món Âu, Ý, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,yes,no,yes,100.000 -250.000,7.5,6.9,7.4,3.4,0.0
13,Hachiko Coffee - Cafe Thú Cưng,10.7980001,106.6913355,"14 Hoa Sữa, P. 7, Quận Phú Nhuận, TP. HCM","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, Thức uống, ","Món Việt, ",06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,no,no,yes,35.000 -58.000,7.0,7.3,7.3,3.0,0.0
14,Moon's Kitchen - Món Hàn Quốc,10.797173,106.687628,"16 Hoa Mai, Quận Phú Nhuận, TP. HCM","Nhà hàng, ","Thịt Bò, Sườn nướng, Lẩu, ","Món Á, Món Hàn, ",10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,no,no,yes,25.000 -180.000,7.7,7.9,8.1,4.3,0.0
15,Pergola - Cafe Nhà Hàng Sân Vườn,10.792776,106.676645,"28A Trần Cao Vân, P. 12, Quận Phú Nhuận, TP. HCM","Nhà hàng, Café/Dessert, Tiệc cưới/Hội nghị, ","Trà, Trà chanh, Café - Kem, Sinh tố - Nước ép, Rượu vang, Thức uống, Bia, Nước ngọt, Sữa, ","Món Âu, ",07:30 - 23:00,07:30 - 23:00,07:30 - 23:00,07:30 - 23:00,07:30 - 23:00,07:30 - 23:00,07:30 - 23:00,no,yes,yes,50.000 -550.000,7.4,7.3,7.8,2.9,0.0
16,Shiba Sushi - Phan Xích Long,10.8002897,106.6847342,"281 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM","Quán ăn, ","Hải sản, Cá, Sushi & Sashimi, ",,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,no,no,no,20.000 -200.000,9.9,9.9,9.9,5.0,0.0
17,Haru Sushi - Phan Xích Long,10.8002213,106.6848653,"398 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM","Quán ăn, ","Sushi & Sashimi, Salad, Ăn vặt - Ăn nhẹ, ","Món Á, Món Nhật, ","10:00 - 14:00, 16:00 - 22:00","10:00 - 14:00, 16:00 - 22:00","10:00 - 14:00, 16:00 - 22:00","10:00 - 14:00, 16:00 - 22:00","10:00 - 14:00, 16:00 - 22:00","10:00 - 14:00, 16:00 - 22:00","10:00 - 14:00, 16:00 - 22:00",no,no,no,30.000 -500.000,8.1,8.3,7.7,4.2,0.0
18,Tàu Hủ Xe Lam - Phùng Văn Cung,10.800907,106.685257,"70 Phùng Văn Cung, P. 7, Quận Phú Nhuận, TP. HCM","Ăn vặt/vỉa hè, ","Đậu hũ, Ăn vặt - Ăn nhẹ, ","Món Việt, ",12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,12:00 - 23:00,yes,yes,yes,17.000 -25.000,7.3,7.0,6.4,2.7,0.0
