RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Shopee_points(5),Foody_points(5)
1,GOLD SUSHI - SUSHI SASHIMI,10.0345684,105.7731784,"19-19B Mậu Thân, P. Thới Bình, Quận Ninh Kiều, Cần Thơ",Quán ăn,Sushi & Sashimi,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
2,EKI SUSHI - Sushi & Cơm Lươn Nướng Nhật Bản - Đường A3,10.019694,105.755861,"15 Đường A3, Khu Dân Cư 91B, Quận Ninh Kiều, Cần Thơ","Ăn vặt/vỉa hè , Quán ăn","Gà rán ,  Sushi & Sashimi ,  Fastfood - Thức ăn nhanh",16:30 - 22:00,16:30 - 22:00,16:30 - 22:00,16:30 - 22:00,16:30 - 22:00,16:30 - 22:00,16:30 - 22:00,"Món Á ,  Món Nhật",yes,no,yes,0 - 0,0.0,0.0,0.0,4.5,0.0
3,FUJI SUSHI - Trần Ngọc Quế,10.02207,105.77057,"320/4 Trần Ngọc Quế, P. Xuân Khánh, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Cơm Chiên ,  Sushi & Sashimi ,  Cơm",00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
4,Ruby House Sushi,10.037411,105.772011,"Số 112 Nguyễn Văn Trỗi, Quận Ninh Kiều, Cần Thơ",Quán ăn,Sushi & Sashimi,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
5,GOLD SUSHI - SUSHI SASHIMI NGÂM TƯƠNG - NGÔ VĂN SỞ,10.03405,105.78554,"33 Ngô Văn Sở, P. Tân An, Quận Ninh Kiều, Cần Thơ",Quán ăn,Sushi & Sashimi,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
6,Sushi Shop,10.049053,105.7650328,"87 Võ Trường Toản, P. An Hòa, Quận Ninh Kiều, Cần Thơ",Shop Online,Sushi & Sashimi,07:30 - 20:00,07:30 - 20:00,07:30 - 20:00,07:30 - 20:00,07:30 - 20:00,07:30 - 20:00,07:30 - 20:00,"Món Á ,  Món Nhật",yes,yes,yes,50.000 - 200.000,8.4,7.9,6.6,4.5,4.6
7,Sushi Takana - Trần Hoàng Na,10.0168843,105.7592759,"102/14 Trần Hoàng Na, P. Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Quán ăn,Sushi & Sashimi,16:00 - 23:59,23:59 - 03:00,16:00 - 23:59,23:59 - 03:00,16:00 - 23:59,23:59 - 03:00,16:00 - 23:59,,no,no,no,15.000 - 300.000,0.0,0.0,0.0,5.0,0.0
8,Sushi Sakura - Trần Hưng Đạo,10.036873,105.776312,"103 Trần Hưng Đạo, P. An Phú, Quận Ninh Kiều, Cần Thơ",Nhà hàng,"Thịt Bò ,  Thịt Heo ,  Hải sản ,  Sushi & Sashimi ,  Ăn vặt - Ăn nhẹ",11:00 - 14:00,17:00 - 21:00,11:00 - 14:00,17:00 - 21:00,11:00 - 14:00,17:00 - 21:00,11:00 - 14:00,"Món Á ,  Món Nhật",no,no,yes,15.000 - 490.000,7.3,7.0,7.2,4.5,4.3
9,Sushi sugi - Đề Thám,10.0338785,105.7825877,"29 Đề Thám, P. Tân An, Quận Ninh Kiều, Cần Thơ",Ăn vặt/vỉa hè,"Sushi & Sashimi ,  Ăn vặt - Ăn nhẹ",15:00 - 21:00,15:00 - 21:00,15:00 - 21:00,15:00 - 21:00,15:00 - 21:00,15:00 - 21:00,15:00 - 21:00,"Món Á ,  Món Nhật",no,yes,yes,5.000 - 8.000,0.0,0.0,0.0,4.5,0.0
10,Sushi Tokyo Cần Thơ,10.046,105.78623,"293F Trần Văn Khéo, P. Cái Khế, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Hải sản ,  Cá ,  Sushi & Sashimi",11:00 - 14:00,16:30 - 21:30,11:00 - 14:00,16:30 - 21:30,11:00 - 14:00,16:30 - 21:30,11:00 - 14:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
11,Sushi Sakura 2 - Shophouse Vincom,10.025456,105.775782,"PG2-08A Vincom Shophouse, 209 Đường 30 Tháng 4, P. Xuân Khánh, Quận Ninh Kiều, Cần Thơ",Nhà hàng,"Lẩu ,  Sushi & Sashimi ,  Salad",11:00 - 14:00,17:00 - 21:00,11:00 - 14:00,17:00 - 21:00,11:00 - 14:00,17:00 - 21:00,11:00 - 14:00,"Món Á ,  Món Nhật",no,no,yes,15.000 - 490.000,6.0,6.0,7.0,4.5,1.7
