RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Shopee_points(5),Foody_points(5)
1,Há Cảo & Dimsum - Dung Đại Gia 3 Con - Shop Online,10.8950335,106.79369,"39/2/80 Đường Thống Nhất, Khu Phố Nội Hoá 1, P. Bình An, Dĩ An, Bình Dương",Quán ăn,Dimsum,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
2,"TRÉ TRỘN, DIMSUM & GÀ Ủ MUỐI MÂY",10.8808931,106.6929592,"100/12 Đường Vĩnh Phú 38, Khu Phố Tây, P. Vĩnh Phú, Thuận An, Bình Dương",Quán ăn,"Dimsum ,  Ăn vặt - Ăn nhẹ ,  Nem",06:00 - 23:30,06:00 - 23:30,06:00 - 23:30,06:00 - 23:30,06:00 - 23:30,06:00 - 23:30,06:00 - 23:30,,no,no,no,0 - 0,0.0,0.0,0.0,5.0,0.0
4,KUAI HotPot - Dimsum - Võ Thành Long,10.9790315,106.6561726,"32 Võ Thành Long, P. Phú Cường, Thị xã Thủ Dầu Một, Bình Dương",Quán ăn,"Lẩu ,  Cháo ,  Halal",09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,,no,no,no,35.000 - 289.000,0.0,0.0,0.0,3.5,0.0
5,Dimsum Hào Ca 豪歌 - KDC Phú Hoà,10.974953,106.6762192,"169 Đường D1, Khu Dân Cư Phú Hoà 1, P. Phú Hòa, Thị xã Thủ Dầu Một, Bình Dương",Quán ăn,Dimsum,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,0.0,0.0
6,"Huỳnh Ký - Hủ Tiếu, Mì Tiềm & Dimsum",10.9892955,106.6717988,"104 Huỳnh Văn Luỹ, P. Phú Lợi, Thị xã Thủ Dầu Một, Bình Dương",Quán ăn,"Bún ,  Hủ tiếu ,  Mì ,  Miến",06:00 - 12:00,16:00 - 21:30,06:00 - 12:00,16:00 - 21:30,06:00 - 12:00,16:00 - 21:30,06:00 - 12:00,,no,no,no,22.000 - 55.000,0.0,0.0,0.0,4.5,0.0
7,188 Hongkong Dimsum,10.978349,106.66074,"249 Thích Quảng Đức, P. Chánh Nghĩa, Thị xã Thủ Dầu Một, Bình Dương",Quán ăn,"Bún ,  Hủ tiếu ,  Mì ,  Dimsum ,  Cơm văn phòng ,  Cơm",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,"Món Á ,  Món Trung Hoa",no,yes,no,12.000 - 65.000,3.0,3.0,3.5,4.5,2.6
24,Ẩm Thực Hùng Thanh,11.13686,106.613291,"2 Đường DA1-2, Thị Xã Bến Cát, Bình Dương",Quán ăn,"Món nước ,  Dimsum",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,"Món Á ,  Đài Loan",no,no,yes,30.000đ - 60.000,9.0,8.0,9.0,0.0,4.7
32,520 MALATANG Quán 520麻辣烫 - CANH TÊ CAY TỨ XUYÊN 麻辣烫 - ĐƯỜNG D1 KDC VIỆT SING,10.9422832,106.7299793,"64 Đường D1, DC 30 KDC VIỆT SING, P. An Phú, Thị Xã Thuận An, Bình Dương","Café/Dessert , Quán ăn","Lẩu ,  Dimsum",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,"Món Á ,  Món Trung Hoa",yes,no,yes,,10.0,10.0,10.0,0.0,5.0
39,Bamboo Dimsum - Aeon Mall Bình Dương,10.931793,106.711701,"Tầng 2 Aeon Mall Bình Dương, 1 Đại Lộ Bình Dương, P. Thuận Giao, Thị Xã Thuận An, Bình Dương",Nhà hàng,"Bún ,  Mì ,  Bánh bao ,  Bánh - Kẹo ,  Dimsum",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,09:00 - 22:00,09:00 - 22:00,Món Á,no,no,yes,15.000đ - 45.000,3.3,1.3,4.3,0.0,1.6
45,Lẩu Tươi MK - AEON Mall Bình Dương,10.937413,106.709447,"S-12A, Tầng 2, AEON Mall Bình Dương, 1 Đại Lộ Bình Dương, KP. Bình Giao, P. Thuận Giao, Thị Xã Thuận An, Bình Dương",Nhà hàng,Lẩu,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,"Món Á ,  Món Thái",no,no,no,200.000đ - 300.000,6.8,6.8,7.0,0.0,4.2
