RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Shopee_points(5),Foody_points(5)
1,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10.7922911,106.6771332,"190 Huỳnh Văn Bánh, P. 12, Phú Nhuận, TP. HCM",Café/Dessert,"Sinh tố - Nước ép ,  Thức uống",06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,,no,no,no,5.000 - 20.000,0.0,0.0,0.0,4.5,0.0
2,Cà Phê Muối Chú Long - Ngô Tất Tố,10.7914381,106.7146394,"161 Ngô Tất Tố, P. 22, Bình Thạnh, TP. HCM",Café/Dessert,"Sinh tố - Nước ép ,  Thức uống",05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,,no,no,no,5.000 - 45.000,0.0,0.0,0.0,4.5,0.0
3,Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,10.796432,106.71868,"137A Nguyễn Hữu Cảnh, P. 22, Bình Thạnh, TP. HCM",Café/Dessert,"Trà chanh ,  Sinh tố - Nước ép ,  Thức uống ,  Trà sữa",05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,,no,no,no,5.000 - 20.000,0.0,0.0,0.0,4.5,0.0
4,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10.7934582,106.7099166,"17A Ngô Tất Tố, P. 21, Bình Thạnh, TP. HCM",Café/Dessert,"Sinh tố - Nước ép ,  Thức uống",05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,,no,no,no,5.000 - 20.000,0.0,0.0,0.0,4.5,0.0
5,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10.77304,106.6848599,"301 Nguyễn Đình Chiểu, P. 5, Quận 3, TP. HCM",Café/Dessert,"Sinh tố - Nước ép ,  Thức uống",05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,,no,no,no,5.000 - 45.000,0.0,0.0,0.0,4.5,0.0
6,Cà Phê Muối Chú Long - Bạch Đằng,10.803135,106.7090275,"111 Bạch Đằng, P. 2, Bình Thạnh, TP. HCM",Café/Dessert,"Trà chanh ,  Sinh tố - Nước ép ,  Thức uống ,  Sữa",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
7,Cà Phê Muối Chú Long - Hậu Giang,10.7496055,106.6473222,"71 Hậu Giang, P. 5, Quận 6, TP. HCM",Café/Dessert,"Sinh tố - Nước ép ,  Thức uống",05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,,no,no,no,5.000 - 45.000,0.0,0.0,0.0,4.5,0.0
8,Cà Phê Muối Chú Long - Công Trường Quốc Tế,10.7828913,106.6959432,"6B Công Trường Quốc Tế , P. 6, Quận 3, TP. HCM",Café/Dessert,"Trà chanh ,  Sinh tố - Nước ép ,  Thức uống ,  Trà sữa",05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,,no,no,no,5.000 - 20.000,0.0,0.0,0.0,4.5,0.0
9,Cà Phê Muối Chú Long - Lê Văn Sỹ,10.7919662,106.6718023,"120 Lê Văn Sỹ, P. 10, Phú Nhuận, TP. HCM",Café/Dessert,"Sinh tố - Nước ép ,  Thức uống ,  Sữa",05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,,no,no,no,5.000 - 45.000,0.0,0.0,0.0,4.5,0.0
10,Cà Phê Muối Chú Long - Nguyễn Huệ,10.7747012,106.703677,"66 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",Café/Dessert,"Sinh tố - Nước ép ,  Thức uống",00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,,no,no,no,5.000 - 19.000,0.0,0.0,0.0,4.5,0.0
11,Cà Phê Muối Chú Long - Tân Kỳ Tân Quý,10.803581,106.6323666,"129A Tân Kỳ Tân Quý, P. Tân Sơn Nhì, Tân Phú, TP. HCM",Café/Dessert,"Sinh tố - Nước ép ,  Thức uống",05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,,no,no,no,5.000 - 45.000,0.0,0.0,0.0,4.5,0.0
12,Cà Phê Muối Chú Long - Cách Mạng Tháng 8,10.7798155,106.6786191,"194 Cách Mạng Tháng 8, P. 12, Quận 3, TP. HCM",Café/Dessert,"Sinh tố - Nước ép ,  Thức uống",05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,,no,no,no,5.000 - 45.000,0.0,0.0,0.0,4.5,0.0
13,Cà Phê Muối Chú Long - Võ Văn Kiệt,10.7659632,106.7001889,"98 Võ Văn Kiệt, P. Nguyễn Thái Bình, Quận 1, TP. HCM",Café/Dessert,"Sinh tố - Nước ép ,  Thức uống",06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,,no,no,no,5.000 - 20.000,0.0,0.0,0.0,4.5,0.0
14,Cà Phê Muối Chú Long - An Dương Vương,10.7465989,106.623701,"491 An Dương Vương, P. An Lạc A, Bình Tân, TP. HCM",Café/Dessert,"Trà chanh ,  Sinh tố - Nước ép ,  Thức uống",05:30 - 22:30,05:30 - 22:30,05:30 - 22:30,05:30 - 22:30,05:30 - 22:30,05:30 - 22:30,05:30 - 22:30,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
15,Cà Phê Muối Chú Long - Huỳnh Tấn Phát,10.7052043,106.7375314,"1568 Huỳnh Tấn Phát, P. Phú Mỹ, Quận 7, TP. HCM",Café/Dessert,"Sinh tố - Nước ép ,  Thức uống",05:30 - 22:30,05:30 - 22:30,05:30 - 22:30,05:30 - 22:30,05:30 - 22:30,05:30 - 22:30,05:30 - 22:30,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
16,Cà Phê Muối Chú Long - Thành Thái,10.774849,106.664352,"128 Thành Thái, P. 12, Quận 10, TP. HCM",Café/Dessert,"Sinh tố - Nước ép ,  Thức uống",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,,no,no,no,20.000 - 30.000,8.0,5.0,5.0,4.5,4.0
17,Cà Phê Muối Chú Long - 417 Cộng Hoà,10.8044957,106.6372753,"417 Cộng Hoà, P. 15, Tân Bình, TP. HCM",Ăn vặt/vỉa hè,"Sinh tố - Nước ép ,  Thức uống",06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,,no,yes,yes,5.000 - 20.000,0.0,0.0,0.0,4.5,0.0
18,Cà Phê Muối Chú Long - 585 Quang Trung,10.8349891,106.6637514,"585 Quang Trung, P. 11, Gò Vấp, TP. HCM",Café/Dessert,"Sinh tố - Nước ép ,  Thức uống",05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,,no,no,no,5.000 - 15.000,0.0,0.0,0.0,4.5,0.0
19,Cà Phê Muối Chú Long - Lê Văn Việt,10.8446792,106.7855812,"308 Lê Văn Việt, P. Tăng Nhơn Phú B, Thành Phố Thủ Đức, TP. HCM",Café/Dessert,"Sinh tố - Nước ép ,  Thức uống ,  Sữa",05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,,no,no,no,5.000 - 45.000,0.0,0.0,0.0,4.5,0.0
20,Cà Phê Muối Chú Long - Bình Long,10.7743263,106.6213078,"7 Bình Long, P. Bình Hưng Hòa A, Bình Tân, TP. HCM",Café/Dessert,"Sinh tố - Nước ép ,  Thức uống ,  Sữa",06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,,no,no,no,5.000 - 20.000,0.0,0.0,0.0,4.5,0.0
21,Cà Phê Muối Chú Long - 59 Trường Chinh,10.8276767,106.6245837,"59 Trường Chinh, P. Đông Hưng Thuận, Quận 12, TP. HCM",Café/Dessert,"Trà chanh ,  Sinh tố - Nước ép ,  Thức uống",05:30 - 22:30,05:30 - 22:30,05:30 - 22:30,05:30 - 22:30,05:30 - 22:30,05:30 - 22:30,05:30 - 22:30,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
22,Cà Phê Muối Chú Long - Phan Văn Trị,10.81125,106.6956836,"166 Phan Văn Trị, P. 12, Bình Thạnh, TP. HCM",Café/Dessert,"Trà chanh ,  Sinh tố - Nước ép ,  Thức uống ,  Trà sữa",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
23,Cà Phê Muối Chú Long - 368 Lê Đức Thọ,10.8413174,106.6777777,"368 Lê Đức Thọ, P. 17, Gò Vấp, TP. HCM",Café/Dessert,"Trà chanh ,  Sinh tố - Nước ép ,  Thức uống",05:30 - 22:30,05:30 - 22:30,05:30 - 22:30,05:30 - 22:30,05:30 - 22:30,05:30 - 22:30,05:30 - 22:30,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
24,Cà Phê Muối Chú Long - Kha Vạn Cân,10.8610038,106.7609627,"1200A Kha Vạn Cân, P. Linh Trung, Thành Phố Thủ Đức, TP. HCM",Café/Dessert,"Sinh tố - Nước ép ,  Thức uống",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
25,Cà Phê Muối Chú Long - Classic,10.7388457,106.7031696,"404 Lê Văn Lương, P. Tân Hưng, Quận 7, TP. HCM",Quán ăn,"Sinh tố - Nước ép ,  Thức uống",00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
26,Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,10.7557275,106.6325106,"307 Đặng Nguyên Cẩn, P. 13, Quận 6, TP. HCM",Café/Dessert,"Sinh tố - Nước ép ,  Thức uống",05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,,no,no,no,5.000 - 45.000,0.0,0.0,0.0,4.5,0.0
27,Cà Phê Muối Chú Long - Lạc Long Quân,10.7632715,106.6419748,"187 Lạc Long Quân, P. 3, Quận 11, TP. HCM",Café/Dessert,"Sinh tố - Nước ép ,  Thức uống",05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,,no,no,no,5.000 - 45.000,0.0,0.0,0.0,4.5,0.0
28,Cà Phê Muối Chú Long - 3/26 Quang Trung,10.888519,106.595865,"3/26 Quang Trung, TT. Hóc Môn, Hóc Môn, TP. HCM",Café/Dessert,"Sinh tố - Nước ép ,  Thức uống",05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,,no,no,no,5.000 - 19.000,0.0,0.0,0.0,4.5,0.0
29,Robusta Honey Coffee Company - Hãng Cà Phê Robusta Honey Chất Lượng Cao,10.7953739,106.6910439,"187 Hoàng Sa, P. Tân Định, Quận 1, TP. HCM",Café/Dessert,"Sinh tố - Nước ép ,  Thức uống",06:39 - 21:39,06:39 - 21:39,06:39 - 21:39,06:39 - 21:39,06:39 - 21:39,06:39 - 21:39,06:39 - 21:39,,no,no,no,0 - 0,10.0,10.0,10.0,4.5,3.8
30,Cà Phê Trứng 3T - Cà phê - 83B Hoàng Sa,10.792455,106.7020646,"83B Hoàng Sa, Quận 1, TP. HCM",Café/Dessert,"Trà chanh ,  Sinh tố - Nước ép ,  Thức uống",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,"Món Việt ,  Quốc tế",no,no,no,0 - 0,0.0,0.0,0.0,0.0,0.0
31,Balzar De Cafe - Hãng Cà Phê Chất Lượng Cao,10.795371,106.691012,"187 Hoàng Sa, P. Tân Định, Quận 1, TP. HCM",Café/Dessert,"Trà ,  Café - Kem ,  Sinh tố - Nước ép ,  Thức uống",06:00 - 23:59,06:00 - 23:59,06:00 - 23:59,06:00 - 23:59,06:00 - 23:59,06:00 - 23:59,06:00 - 23:59,Món Việt,no,no,yes,20.000 - 40.000,9.5,9.1,8.0,4.5,5.0
