RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Foody_points(5),Shopee_points(5)
41,Mr. Nem - Nem Nướng Nha Trang & Bún Thịt Nướng - Hồ Đắc Di,10.8057317,106.6333189,"31 Hồ Đắc Di, P. Tây Thạnh, Quận Tân Phú, TP. HCM",,,,no,no,yes,20.000 -99.000,6.8,0.0,0.0,2.9,0.0
41,,,,,,,,yes,yes,yes,,0.0,0.0,0.0,2.9,0.0
42,Texas Chicken - Phạm Thái Bường,10.7277566,106.7090473,"228 Phạm Thái Bường, Phú Mỹ Hưng, Quận 7, TP. HCM",,,,no,no,no,50.000 -220.000,7.8,7.0,7.3,2.6,0.0
42,Texas Chicken - Phan Xích Long,10.798036,106.688907,"274 - 276 Phan Xích Long, P. 7, Quận Phú Nhuận, TP. HCM",,,,no,no,yes,50.000 -220.000,7.4,6.7,7.0,2.6,0.0
42,Texas Chicken - Nguyễn Văn Cừ,10.761847,106.682948,"217B Nguyễn Văn Cừ, Quận 5, TP. HCM",,,,no,no,yes,20.000 -275.000,7.3,6.6,7.2,2.6,0.0
42,Texas Chicken - Nguyễn Thái Học,10.7675525,106.6955649,"115 Nguyễn Thái Học, Quận 1, TP. HCM",,,,no,no,yes,30.000 -300.000,7.2,6.5,7.0,2.6,0.0
42,Texas Chicken - Hậu Giang,10.749877,106.643509,"176C-176D Hậu Giang, P. 6, Quận 6, TP. HCM",,,,no,no,no,50.000 -220.000,6.5,6.2,6.6,2.6,0.0
42,Texas Chicken - Quang Trung,10.8348719,106.6636871,"578 Quang Trung, P.11, Quận Gò Vấp, TP. HCM",,,,yes,no,yes,50.000 -220.000,7.1,6.5,7.1,2.6,0.0
42,Texas Chicken - Sư Vạn Hạnh,10.7733956,106.6686922,"463 Sư Vạn Hạnh, Quận 10, TP. HCM",,,,yes,no,yes,20.000 -295.000,6.7,0.0,6.7,2.6,0.0
42,Texas Chicken - Vincom Mega Mall Thảo Điền,10.802116,106.740707,"Tầng 5, Vincom Mega Mall Thảo Điền, 159 Xa Lộ Hà Nội, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",,,,no,no,yes,50.000 -250.000,7.3,6.3,7.2,2.6,0.0
42,Texas Chicken - Aeon Mall Bình Tân,10.74256,106.611427,"Tầng 3, Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM",,,,no,no,yes,50.000 -250.000,6.2,6.1,6.4,2.6,0.0
42,Texas Chicken - Hoàng Văn Thụ,10.796169,106.656294,"392 - 394 Hoàng Văn Thụ, Quận Tân Bình, TP. HCM",,,,yes,no,yes,40.000 -200.000,6.2,0.0,0.0,2.6,0.0
42,Texas Chicken - Nguyễn Gia Trí,10.807358,106.716267,"203 Nguyễn Gia Trí (Đường D2), P. 25, Quận Bình Thạnh, TP. HCM",,,,yes,no,yes,38.000 -275.000,6.3,0.0,6.1,2.6,0.0
42,Texas Chicken - Vạn Hạnh Mall,10.770823,106.669862,"16 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",,,,yes,no,yes,50.000 -250.000,6.2,0.0,6.8,2.6,0.0
43,Lẩu Dê Bình Dương - Đường Số 1,10.846115,106.660663,"186 Đường Số 1, P. 11, Quận Gò Vấp, TP. HCM",,,,no,yes,no,75.000 -340.000,9.8,9.8,9.7,4.7,0.0
44,Food Court - AEON Citimart Quang Trung,10.8361142,106.6593288999999,"672 Quang Trung, Quận Gò Vấp, TP. HCM",,,,no,no,yes,20.000 -250.000,7.0,7.3,7.3,3.6,0.0
45,Daruma - Quán Ăn Nhật Bản - Vincom Quang Trung,10.829433,106.671688,"Tầng B1 Vincom Quang Trung, 190 Quang Trung, P. 10, Quận Gò Vấp, TP. HCM",,,,yes,yes,no,50.000 -250.000,7.1,6.7,7.2,4.1,0.0
46,Đông Mập - Trà Sữa & Gà Cay Phô Mai,10.8339033,106.6758218,"164/5 Nguyễn Oanh, P. 17, Quận Gò Vấp, TP. HCM",,,,no,no,yes,15.000 -50.000,8.1,8.2,7.2,3.1,0.0
47,Má Mix & Dừa Mix An - Nguyễn Văn Dung,10.850373,106.682701,"Khu Căn Hộ Chung Cư Felix Homes, 44 Nguyễn Văn Dung, Quận Gò Vấp, TP. HCM",,,,no,no,no,,10.0,10.0,10.0,5.0,0.0
48,Bún Đậu Hoàng Anh,10.83427,106.67951,"40/55 Lê Thị Hồng, KP 12 , P. 17, Quận Gò Vấp, TP. HCM",,,,no,no,no,17.000 -35.000,7.3,6.5,6.5,2.7,0.0
49,Cơm Sườn Nướng Chú Danh - Lê Văn Thọ,10.843757,106.657089,"243 Lê Văn Thọ, P. 9, Quận Gò Vấp, TP. HCM",,,,no,no,no,,10.0,10.0,10.0,5.0,0.0
50,Sumo BBQ - Phan Xích Long - Buffet Nướng & Lẩu,10.797516,106.689863,"210 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM",,,,no,yes,yes,300.000 -407.000,7.8,7.7,7.6,4.2,0.0
50,Sumo BBQ - Lê Văn Sỹ - Buffet Nướng & Lẩu,10.796485,106.665391,"300 Lê Văn Sỹ, P. 1, Quận Tân Bình, TP. HCM",,,,no,yes,yes,300.000 -407.000,8.0,7.7,7.9,4.2,0.0
50,Sumo BBQ - Quang Trung - Buffet Nướng & Lẩu,10.8290085,106.673279,"50 Quang Trung, P. 10, Quận Gò Vấp, TP. HCM",,,,no,yes,yes,300.000 -407.000,7.9,7.5,7.5,4.2,0.0
50,Sumo BBQ - Cao Thắng - Buffet Nướng & Lẩu,10.770565,106.68113,"59B Cao Thắng, Quận 3, TP. HCM",,,,no,yes,yes,239.000 -378.000,7.6,7.2,7.4,4.2,0.0
50,Sumo BBQ - SC VivoCity - Buffet Nướng & Lẩu,10.7300774,106.7036149,"Tầng 2 Lô 02 - 39 SC Vivo City, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong, Quận 7, TP. HCM",,,,yes,yes,yes,300.000 -407.000,8.6,8.4,8.5,4.2,0.0
50,Sumo BBQ - Vincom Mega Mall Thảo Điền - Buffet Nướng & Lẩu,10.802127,106.740699,"Tầng 4, Vincom Mega Mall Thảo Điền, 159 Xa Lộ Hà Nội, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",,,,no,yes,yes,300.000 -400.000,8.3,8.3,8.3,4.2,0.0
50,Sumo BBQ - TTTM Đông Phương - Buffet Nướng & Lẩu,10.7897904,106.6402486,"TTTM Đông Phương, 685 Âu Cơ, P. Tân Thành, Quận Tân Phú, TP. HCM",,,,no,yes,yes,300.000 -500.000,8.8,8.5,8.8,4.2,0.0
50,Sumo BBQ - Aeon Mall Bình Tân - Buffet Nướng & Lẩu,10.742674,106.612107,"Tầng Trệt Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông, Quận Bình Tân, TP. HCM",,,,no,yes,yes,300.000 -450.000,8.6,8.7,8.7,4.2,0.0
50,Sumo BBQ - Vạn Hạnh Mall - Buffet Nướng & Lẩu,10.770843,106.6699317,"Tầng 5 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",,,,no,yes,yes,269.000 -389.000,8.5,8.1,8.7,4.2,0.0
50,Sumo BBQ - Phan Văn Trị - Buffet Nướng & Lẩu,10.822999,106.692762,"439A1 Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",,,,no,no,yes,300.000 -500.000,6.6,6.6,7.0,4.2,0.0
50,Sumo BBQ - Gigamall - Buffet Nướng & Lẩu,10.828425,106.721999,"Gian Hàng 05 - 16, 05 - 17, Tầng 5 Giga Mall, 240 - 242 Phạm Văn Đồng, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",,,,no,yes,yes,300.000 -407.000,9.6,9.6,9.6,4.2,0.0
51,Gà Rán & Burger Lotteria - Trần Hưng Đạo,10.767713,106.695163,"95A Trần Hưng Đạo, Quận 1, TP. HCM",,,,yes,no,yes,30.000 -77.000,6.6,6.2,7.0,2.6,0.0
51,Lotteria - CoopMart Đinh Tiên Hoàng,10.800306,106.696274,"127 Đinh Tiên Hoàng, Quận Bình Thạnh, TP. HCM",,,,yes,no,yes,30.000 -77.000,7.0,6.6,6.4,2.6,0.0
51,Gà Rán & Burger Lotteria - Khu Phố Mỹ Khánh 4,10.727202,106.708787,"051 Nguyễn Đức Cảnh, Khu Phố Mỹ Khánh 4 - H12-2, P. Tân Hưng, Quận 7, TP. HCM",,,,yes,no,yes,30.000 -77.000,6.7,6.3,7.0,2.6,0.0
51,Gà Rán & Burger Lotteria - Tô Hiến Thành,10.777768,106.665316,"307A Tô Hiến Thành, Quận 10, TP. HCM",,,,yes,no,yes,30.000 -77.000,6.1,0.0,6.4,2.6,0.0
51,Gà Rán & Burger Lotteria - Xô Viết Nghệ Tĩnh,10.7986547,106.7111478,"222A Xô Viết Nghệ Tĩnh, P. 21, Quận Bình Thạnh, TP. HCM",,,,yes,no,yes,30.000 -77.000,0.0,0.0,0.0,2.6,0.0
51,Gà Rán & Burger Lotteria - Bình Phú,10.745678,106.630844,"211 - 213 Bình Phú, P. 11, Quận 6, TP. HCM",,,,yes,no,yes,30.000 -110.000,0.0,0.0,6.2,2.6,0.0
51,Gà Rán & Burger Lotteria - HTV,10.7864535,106.701538,"11Bis Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",,,,yes,no,yes,30.000 -77.000,6.2,0.0,6.6,2.6,0.0
51,Gà Rán & Burger Lotteria - 283 Võ Văn Ngân,10.849892,106.768162,"283 Võ Văn Ngân, P. Linh Chiểu, Tp. Thủ Đức, TP. HCM",,,,yes,no,no,30.000 -77.000,0.0,0.0,0.0,2.6,0.0
51,Gà Rán & Burger Lotteria - Pandora City,10.8064,106.634833,"Tầng 4 Pandora City, 1/1 Trường Chinh, P. Tây Thạnh, Quận Tân Phú, TP. HCM",,,,no,no,no,35.000 -132.000,0.0,0.0,6.0,2.6,0.0
51,Gà Rán & Burger Lotteria - Lottemart Nguyễn Hữu Thọ,10.740539,106.701075,"Tầng Trệt, Lotte Mart Nam Sài Gòn, 469 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",,,,no,no,no,18.000 -310.000,6.0,0.0,6.2,2.6,0.0
51,Lotteria - Crescent Mall,10.728557,106.718345,"Tầng 5 Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",,,,yes,no,no,30.000 -77.000,6.8,6.4,7.0,2.6,0.0
51,Gà Rán & Burger Lotteria - Nguyễn Ánh Thủ,10.855582,106.6072135,"159/6 - 160/1 Nguyễn Ảnh Thủ, X. Trung Chánh, Huyện Hóc Môn, TP. HCM",,,,yes,no,yes,40.000 -132.000,0.0,0.0,0.0,2.6,0.0
52,Chattea - Trà Chất - Phan Văn Trị,10.830835,106.67856,"624 Phan Văn Trị, P. 7, Quận Gò Vấp, TP. HCM",,,,yes,no,yes,15.000 -30.000,8.6,8.4,7.7,3.6,0.0
53,Trà Sữa Hiberry - Lê Đức Thọ,10.830285,106.683246,"A0.10 Chung cư Ba Son, Hẻm số 2 Lê Đức Thọ, P. 7, Quận Gò Vấp, TP. HCM",,,,yes,no,yes,15.000 -30.000,7.5,7.5,6.3,2.4,0.0
54,Trà Sữa Tiên Hưởng Cotcha - Nguyễn Văn Nghi,10.822086,106.688508,"46 Nguyễn Văn Nghi, P. 5, Quận Gò Vấp, TP. HCM",,,,no,no,yes,18.000 -50.000,7.1,6.7,8.2,3.3,0.0
55,Gyu-Kaku Japanese BBQ - Vincom Plaza Gò Vấp,10.827195,106.68839,"Tầng 4, Vincom Plaza Gò Vấp, 12 Phan Văn Trị, P. 7, Quận Gò Vấp, TP. HCM",,,,no,no,yes,100.000 -500.000,7.1,6.8,7.0,3.6,0.0
56,Bún Bò Sông Hương - Quang Trung,10.837562,106.654754,"808 Quang Trung, P. 8, Quận Gò Vấp, TP. HCM",,,,yes,no,yes,20.000 -50.000,7.3,6.4,6.9,2.6,0.0
57,Titi Quán - Bún Thái & Mì Xào,10.835302,106.644364,"979 Phạm Văn Bạch, P. 12, Quận Gò Vấp, TP. HCM",,,,no,no,no,20.000 -45.000,9.6,9.4,9.3,4.3,0.0
58,Quán Bò Hai Châu - Cây Trâm,10.843543,106.650341,"268 Nguyễn Văn Khối (Cây Trâm), P. 9, Quận Gò Vấp, TP. HCM",,,,no,no,no,50.000 -220.000,7.0,0.0,6.6,3.0,0.0
59,Sawadee Milk Tea - Nguyễn Văn Công,10.8164523,106.6775036,"Lô E, 3 Nguyễn Văn Công, P. 3, Quận Gò Vấp, TP. HCM",,,,no,no,yes,15.000 -60.000,8.0,7.8,8.2,3.2,0.0
60,Starbucks Coffee - New World,10.771117,106.693704,"Góc Phạm Hồng Thái & Nguyễn Thị Nghĩa, 76 Đ. Nguyễn Thị Nghĩa, Quận 1, TP. HCM",,,,no,no,yes,50.000 -220.000,7.2,7.2,7.7,3.7,0.0
60,Starbucks Coffee - Phan Xích Long,10.797456,106.690001,"214 - 216 Phan Xích Long, Quận Phú Nhuận, TP. HCM",,,,no,no,yes,70.000 -200.000,7.4,7.6,7.8,3.7,0.0
60,Starbucks Coffee - Panorama,10.7214822,106.7140299,"SN-44 Tòa Nhà Panorama, P. Tân Phong, Quận 7, TP. HCM",,,,yes,no,yes,75.000 -120.000,7.8,7.6,7.8,3.7,0.0
60,Starbucks Coffee - Mplaza Saigon,10.7843863,106.7023408,"Mplaza Saigon, 39 Lê Duẩn, P. Bến Nghé, Quận 1, TP. HCM",,,,no,no,yes,50.000 -200.000,8.3,8.0,8.2,3.7,0.0
60,Starbucks Coffee - Nguyễn Huệ,10.773097,106.704333,"99 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",,,,no,no,yes,100.000 -200.000,7.7,7.9,7.5,3.7,0.0
60,Starbucks Coffee - Emart,10.822738,106.693572,"Emart, 366 Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",,,,no,no,yes,35.000 -100.000,7.5,7.4,7.6,3.7,0.0
60,Starbucks Coffee - Lakai Building,10.753669,106.66965,"98 Nguyễn Tri Phương, Quận 5, TP. HCM",,,,yes,no,yes,60.000 -100.000,7.6,8.0,7.8,3.7,0.0
60,Starbucks Coffee - Nguyễn Văn Trỗi,10.794915,106.67706,"66 Nguyễn Văn Trỗi, Quận Phú Nhuận, TP. HCM",,,,no,no,yes,80.000 -200.000,7.5,7.3,7.8,3.7,0.0
60,Starbucks Coffee – The Vista,10.80504,106.751927,"The Vista An Phú, 628C Xa Lộ Hà Nội, P. An Phú, Tp. Thủ Đức, TP. HCM",,,,no,no,yes,50.000 -150.000,7.8,7.6,9.0,3.7,0.0
60,Starbucks Coffee - Hồng Hà,10.813244,106.665682,"2 Hồng Hà, P. 2, Quận Tân Bình, TP. HCM",,,,no,no,yes,75.000 -150.000,6.9,7.4,7.8,3.7,0.0
60,Starbucks Coffee - TTTM RomeA,10.777832,106.689589,"Tầng Trệt TTTM RomeA, 117 Nguyễn Đình Chiểu, P. 6, Quận 3, TP. HCM",,,,no,no,yes,50.000 -220.000,7.8,8.2,8.2,3.7,0.0
60,Starbucks Coffee - Cách Mạng Tháng 8,10.776647,106.6837655,"241Bis Cách Mạng Tháng 8, P. 4, Quận 3, TP. HCM",,,,no,no,yes,40.000 -110.000,7.6,7.2,7.2,3.7,0.0
61,Lẩu Gà Ớt Hiểm 109 - Phạm Ngũ Lão,10.8214997,106.6827959,"19 Phạm Ngũ Lão, P. 3, Quận Gò Vấp, TP. HCM",,,,no,no,no,20.000 -200.000,6.4,0.0,6.3,2.5,0.0
62,Phá Lấu Cô Ba Vân,10.8376369,106.6652617,"228/7 Thống Nhất, P. 10, Quận Gò Vấp, TP. HCM",,,,no,no,no,17.000 -22.000,7.7,7.2,0.0,0.0,0.0
63,Mì Trộn & Bún Thái A Luan,10.8304606,106.6880038,"282 Dương Quảng Hàm, P. 5, Quận Gò Vấp, TP. HCM",,,,no,no,no,35.000 -65.000,9.0,9.0,8.9,5.0,0.0
64,Bò Né Hai Chị Em - Quang Trung,10.833733,106.665707,"460 Quang Trung, P. 10, Quận Gò Vấp, TP. HCM",,,,no,no,no,50.000 -110.000,0.0,0.0,6.4,0.9,0.0
65,Trà Sữa Tiên Hưởng - Quang Trung,10.8275102,106.6766144,"69 Quang Trung, P. 10, Quận Gò Vấp, TP. HCM",,,,yes,no,yes,20.000 -61.000,6.6,6.3,6.9,4.5,0.0
66,Hồng Diên - Bánh Căn & Bánh Xèo,10.8384848,106.6705554,"269 Nguyễn Văn Lượng, P. 10, Quận Gò Vấp, TP. HCM",,,,no,no,no,20.000 -40.000,7.0,6.2,0.0,3.3,0.0
67,Gà Ủ Muối Hoa Tiêu - Ăn Vặt LaTin - Lê Thị Hồng,10.833237,106.68021,"32/84 Lê Thị Hồng, P. 17, Quận Gò Vấp, TP. HCM",,,,no,no,no,,10.0,10.0,9.9,5.0,0.0
68,Bún Đậu Hùng Cường,10.844397,106.657156,"280 Lê Văn Thọ, P. 11, Quận Gò Vấp, TP. HCM",,,,no,no,no,22.000 -50.000,7.9,7.6,7.6,3.6,0.0
69,Bún Thịt Nướng Kiều Bảo - Quang Trung,10.837798,106.653412,"850 Quang Trung, P. 8, Quận Gò Vấp, TP. HCM",,,,no,no,no,20.000 -40.000,7.8,7.2,7.1,2.8,0.0
70,Pizza Đà Lạt - Lê Lợi,10.820354,106.686019,"13 Lê Lợi, Quận Gò Vấp, TP. HCM",,,,no,yes,yes,10.000 -20.000,8.2,8.1,7.3,4.4,0.0
71,Megustas Cafe,10.83814,106.68024,"197/1 Lê Đức Thọ, P. 17, Quận Gò Vấp, TP. HCM",,,,no,no,yes,20.000 -50.000,7.8,8.0,7.8,4.0,0.0
72,Lâm Bô Hotpot & Barbecue - Quang Trung,10.826636,106.679137,"1 Quang Trung, P. 3, Quận Gò Vấp, TP. HCM",,,,yes,no,no,50.000 -165.000,6.4,0.0,6.4,3.0,0.0
73,The Adora - Tiệc Cưới Hội Nghị - Nguyễn Kiệm,10.816087,106.678512,"371 Nguyễn Kiệm, P. 3, Quận Gò Vấp, TP. HCM",,,,no,yes,no,350.000 -1.100.000,6.5,6.7,7.6,3.3,0.0
74,Phố Nướng Anh Em - Dương Quảng Hàm,10.830306,106.690071,"258 Dương Quảng Hàm, Quận Gò Vấp, TP. HCM",,,,no,no,yes,30.000 -150.000,7.0,6.9,7.7,3.5,0.0
75,Bánh Bột Lọc Cô Bê,10.828338,106.670821,"327/28/9 Quang Trung, P. 10, Quận Gò Vấp, TP. HCM",,,,yes,yes,yes,75.000 -75.000,8.4,7.8,6.0,4.1,0.0
76,Bánh cuốn Tây Sơn - Ms.Smile Food - Phạm Văn Đồng,10.815928,106.683379,"132 Phạm Văn Đồng, P. 3, Quận Gò Vấp, TP. HCM",,,,yes,yes,yes,25.000 -150.000,6.6,6.2,6.4,4.0,0.0
76,Bánh cuốn Tây Sơn - Ms.Smile Food - Trương Công Định,10.797458,106.641229,"44 Trương Công Định, P. 14, Quận Tân Bình, TP. HCM",,,,yes,yes,yes,25.000 -150.000,8.8,8.6,8.3,4.0,0.0
77,Mộc Miên Cafe,10.837921,106.653192,"830 Quang Trung, P. 8, Quận Gò Vấp, TP. HCM",,,,no,no,yes,20.000 -55.000,6.8,7.0,7.8,3.3,0.0
78,A Xìn - Chân Gà Rút Xương Ngâm Sả Tắc - Quang Trung - Shop Online,10.837773,106.644334,"745/182 Quang Trung, P. 12, Quận Gò Vấp, TP. HCM",,,,yes,yes,yes,30.000 -100.000,9.9,9.9,9.9,5.0,0.0
79,Trà Sữa Tam Cốc,10.8297747,106.681858,"543A/3 Lê Đức Thọ, P.17, Quận Gò Vấp, TP. HCM",,,,no,no,no,9.000 -15.000,7.8,7.7,0.0,3.5,0.0
80,Chè Thái Ý Phương - Quang Trung,10.8361663,106.6587641,"663 Quang Trung, Quận Gò Vấp, TP. HCM",,,,yes,no,no,20.000 -45.000,0.0,0.0,0.0,0.9,0.0
81,The Alley - Trà Sữa Đài Loan - Quang Trung,10.827414,106.677729,"56 Quang Trung, P. 10, Quận Gò Vấp, TP. HCM",,,,yes,no,yes,30.000 -70.000,7.2,7.0,7.1,4.0,0.0
82,Thức Coffee - 40D Lý Tự Trọng,10.7769085,106.7001855,"40D Lý Tự Trọng, P. Bến Nghé, Quận 1, TP. HCM",,,,no,no,no,20.000 -44.000,6.9,6.8,6.8,2.8,0.0
82,Thức Coffee - Cống Quỳnh,10.763874,106.690428,"42 Cống Quỳnh, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",,,,no,no,yes,20.000 -55.000,6.8,6.7,6.9,2.8,0.0
82,Thức Coffee - Lý Tự Trọng,10.779306,106.702475,"37/11 Lý Tự Trọng, P. Bến Nghé, Quận 1, TP. HCM",,,,no,no,yes,20.000 -45.000,6.8,6.4,6.6,2.8,0.0
82,Thức Coffee - Nguyễn Thái Sơn,10.82266,106.685715,"320 Nguyễn Thái Sơn, Quận Gò Vấp, TP. HCM",,,,no,no,yes,25.000 -55.000,6.3,0.0,7.0,2.8,0.0
82,Thức Coffee - Nguyễn Oanh,10.828427,106.6788527,"45 Nguyễn Oanh, P. 10, Quận Gò Vấp, TP. HCM",,,,no,no,yes,28.000 -65.000,0.0,0.0,6.2,2.8,0.0
82,Thức Coffee - Đường Số 41,10.7581812,106.700003,"2 Đường Số 41, P. 6, Quận 4, TP. HCM",,,,yes,no,yes,20.000 -44.000,0.0,0.0,7.3,2.8,0.0
82,Thức Coffee - Gò Dầu,10.7958,106.627115,"65 Gò Dầu, P. Tân Quý, Quận Tân Phú, TP. HCM",,,,no,no,yes,20.000 -44.000,6.3,0.0,6.9,2.8,0.0
82,Thức Coffee - Hoa Phượng,10.796415,106.687611,"42 Hoa Phượng, P. 2, Quận Phú Nhuận, TP. HCM",,,,no,no,yes,20.000 -40.000,0.0,0.0,6.8,2.8,0.0
83,Ù Quay - Chân Gà Sả Tắc - Lê Thị Hồng - Shop Online,10.832968,106.678571,"28/25 Lê Thị Hồng, P. 17, Quận Gò Vấp, TP. HCM",,,,yes,no,yes,100.000 -100.000,9.3,8.8,8.2,3.9,0.0
84,Beefsteak Hoàng Gia Quý Tộc,10.8423273,106.6585974,"77 - 79 Đường Số 11, Quận Gò Vấp, TP. HCM",,,,no,no,yes,98.000 -230.000,0.0,6.0,6.3,2.7,0.0
85,Steak Bin & Pizza - Đường Số 8,10.8395123,106.6628525,"47 Đường Số 8, P. 11, Quận Gò Vấp, TP. HCM",,,,no,no,no,15.000 -60.000,7.1,6.7,0.0,3.0,0.0
85,Steak Bin & Pizza - Cây Trâm,10.8454334,106.645486,"475 Cây Trâm, P. 8, Quận Gò Vấp, TP. HCM",,,,no,yes,yes,15.000 -60.000,6.2,6.5,7.2,3.0,0.0
85,Steak Bin & Pizza - Phan Huy Ích,10.8357837,106.6353682,"255 Phan Huy Ích, P. 14, Quận Gò Vấp, TP. HCM",,,,no,yes,yes,15.000 -60.000,9.0,9.0,8.0,3.0,0.0
86,Hutong - Hotpot Paradise - Quang Trung,10.826575,106.678567,"1 Quang Trung, P. 3, Quận Gò Vấp, TP. HCM",,,,no,yes,yes,30.000 -350.000,8.1,7.5,8.3,4.1,0.0
87,Hủ Tiếu Gõ Tiệp - Nguyễn Thái Sơn Gò Vấp,10.8208061,106.6837873,"Hẻm 41 Nguyễn Thái Sơn, P. 4, Quận Gò Vấp, TP. HCM",,,,no,no,no,10.000 -100.000,9.4,9.1,8.8,4.9,0.0
88,Rau Má Pha - Phan Văn Trị,10.824246,106.69141,"507 Phan Văn Trị, Quận Gò Vấp, TP. HCM",,,,no,no,yes,16.000 -25.000,7.5,7.2,7.5,3.7,0.0
89,Bún Mắm Cô Ba - Phan Huy Ích,10.8436858,106.6396877,"451 Phan Huy Ích, P. 14, Quận Gò Vấp, TP. HCM",,,,no,no,no,35.000 -55.000,7.2,6.4,6.6,3.3,0.0
90,Chip Chip - Trà Sữa Thạch Phô Mai - Lê Đức Thọ,10.832722,106.683096,"40/20 Lê Đức Thọ, P. 7, Quận Gò Vấp, TP. HCM",,,,no,no,no,10.000 -20.000,7.7,7.3,6.3,4.3,0.0
91,Gần Nhà - Coffee & Tea,10.8194954,106.6888263,"609/29 Lê Quang Định, P. 1, Quận Gò Vấp, TP. HCM",,,,no,no,no,8.000 -28.000,9.6,9.5,9.2,4.8,0.0
92,FOX Tea - Trà Sữa & Ăn Vặt -  Đường Số 8,10.8439409,106.6619843,"202 Đường Số 8, P. 11, Quận Gò Vấp, TP. HCM",,,,no,no,yes,10.000 -30.000,0.0,0.0,0.0,1.6,0.0
93,Trà Sữa & Thức Ăn Nhanh Tombo - Thống Nhất,10.8448566,106.6647704,"447 Thống Nhất, Quận Gò Vấp, TP. HCM",,,,no,no,no,25.000 -55.000,6.5,0.0,6.3,2.3,0.0
94,Đậu Mía Lá - Sen Dừa - Lê Văn Thọ,10.8375164,106.6581483,"28 Lê Văn Thọ, P. 8, Quận Gò Vấp, TP. HCM",,,,no,no,yes,15.000 -25.000,9.7,9.5,8.8,4.9,0.0
95,Royaltea Việt Nam - Trà Sữa Hồng Kông - Phan Văn Trị,10.825847,106.690042,"366A18 Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",,,,yes,no,yes,35.000 -60.000,6.1,0.0,6.7,2.1,0.0
96,Royaltea Việt Nam - 108 Quang Trung,10.8278098,106.6762871,"108 Quang Trung, P. 10, Quận Gò Vấp, TP. HCM",,,,no,no,yes,35.000 -60.000,6.2,6.3,6.1,3.8,0.0
97,Manwah Taiwanese Hotpot - Lotte Mart Gò Vấp,10.838124,106.6711,"Tầng 1 Lotte Mart Gò Vấp, 242 Nguyễn Văn Lượng, P. 10, Quận Gò Vấp, TP. HCM",,,,no,yes,yes,390.000 -480.000,9.2,9.2,9.3,4.9,0.0
98,Three O'clock - Coffee & Tea - Phan Văn Trị,10.822765,106.69302,"459 - 461 Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",,,,no,no,yes,25.000 -50.000,6.5,0.0,7.0,3.2,0.0
99,Quán Nướng Ngói Sài Gòn,10.8190903855339,106.6895145177841,"232 Phạm Văn Đồng, P. 1, Quận Gò Vấp, TP. HCM",,,,no,no,yes,10.000 -30.000,6.4,0.0,0.0,2.0,0.0
100,JERRY COFEE & FAST FOOD,10.8408522,106.6506259,"22/9/15 Đường Số 21, P. 8, Quận Gò Vấp, TP. HCM",,,,no,no,no,15.000 -25.000,9.8,9.8,9.0,4.1,0.0
101,Mr. Tôm - Sushi Đường Phố - Lê Văn Thọ,10.8472,106.65706,"364 Lê Văn Thọ, P. 11, Quận Gò Vấp, TP. HCM",,,,no,yes,yes,8.000 -129.000,6.9,0.0,0.0,1.9,0.0
101,Mr. Tôm - Sushi Đường Phố - Nguyễn Văn Lượng,10.838814,106.665522,"354 Nguyễn Văn Lượng, P. 16, Quận Gò Vấp, TP. HCM",,,,no,no,no,8.000 -130.000,0.0,0.0,0.0,1.9,0.0
101,Mr. Tôm - Sushi Đường Phố - Man Thiện,10.8500843,106.7939501,"435 Man Thiện, P. Tăng Nhơn Phú A, Tp. Thủ Đức, TP. HCM",,,,no,no,no,8.000 -129.000,7.0,7.2,7.0,1.9,0.0
102,KOI Thé - Phan Văn Trị,10.8239125,106.6918946,"L6.2 Khu Dân Cư City Land, Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",,,,no,no,yes,40.000 -70.000,7.4,6.7,7.2,3.5,0.0
