RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Foody_points(5),Shopee_points(5)
103,Chất BBQ - Xiên Nướng Đồng Giá,10.835145,106.675867,"192/2 Nguyễn Oanh, Quận Gò Vấp, TP. HCM",,,,no,yes,yes,5.000 -40.000,6.5,0.0,0.0,3.1,0.0
104,Family Garden Cafe,10.8287108,106.6839189,"438 Phan Văn Trị, P. 7, Quận Gò Vấp, TP. HCM",,,,no,no,yes,25.000 -55.000,0.0,0.0,7.4,2.4,0.0
105,Trà Sữa Huy's - Quang Trung,10.8414203,106.6441164,"781 Quang Trung, P. 12, Quận Gò Vấp, TP. HCM",,,,no,no,no,15.000 -48.000,7.5,7.0,6.5,3.6,0.0
105,Trà Sữa Huy's - Nguyễn Văn Nghi,10.826383,106.682569,"326 Nguyễn Văn Nghi, P. 7, Quận Gò Vấp, TP. HCM",,,,yes,no,yes,15.000 -48.000,7.4,7.6,6.4,3.6,0.0
105,Trà Sữa Huy's - Phan Văn Hớn,10.829264,106.616023,"173 Phan Văn Hớn, P. Tân Thới Nhất, Quận 12, TP. HCM",,,,no,no,yes,15.000 -48.000,8.5,9.5,9.0,3.6,0.0
105,Trà Sữa Huy's - Nguyễn Thái Bình,10.798923,106.655645,"46 Nguyễn Thái Bình, P. 4, Quận Tân Bình, TP. HCM",,,,no,no,yes,15.000 -48.000,6.4,6.3,7.6,3.6,0.0
105,Trà Sữa Huy's - Xô Viết Nghệ Tĩnh,10.794255,106.708925,"38 Xô Viết Nghệ Tỉnh, P. 19, Quận Bình Thạnh, TP. HCM",,,,no,no,no,20.000 -38.000,7.5,7.2,7.1,3.6,0.0
105,Trà Sữa Huy's - Lê Văn Lương,10.739479,106.703458,"388 Lê Văn Lương, P. Tân Hưng, Quận 7, TP. HCM",,,,yes,no,yes,20.000 -40.000,8.1,7.9,7.3,3.6,0.0
105,Trà Sữa Huy's - Đường 3 Tháng 2,10.769241,106.669416,"406 3 Tháng 2, P. 12, Quận 10, TP. HCM",,,,no,no,no,15.000 -48.000,10.0,10.0,10.0,3.6,0.0
106,Phúc Long Crescent Mall,10.729155,106.718531,"Tầng G Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",,,,no,no,yes,30.000 -50.000,7.4,6.8,7.5,2.8,0.0
106,Phúc Long 63 Mạc Thị Bưởi,10.77469,106.704369,"63 Mạc Thị Bưởi, P. Bến Nghé, Quận 1, TP. HCM",,,,no,no,yes,25.000 -44.000,7.7,6.9,6.1,2.8,0.0
106,Phúc Long Centre Point,10.79717,106.673325,"Tầng Trệt Center Point, 106 Nguyễn Văn Trỗi, P. 8, Quận Phú Nhuận, TP. HCM",,,,yes,no,no,25.000 -44.000,7.0,6.7,6.7,2.8,0.0
106,Phúc Long 188 Trần Hưng Đạo,10.7525153,106.6666936,"188 Trần Hưng Đạo, P. 11, Quận 5, TP. HCM",,,,no,no,yes,25.000 -77.000,6.8,6.1,6.5,2.8,0.0
106,Phúc Long Coffee & Tea - SC VivoCity,10.7296716,106.7031452,"Tầng 1 - 41A - 41B SC VivoCity, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong, Quận 7, TP. HCM",,,,no,no,yes,30.000 -100.000,7.8,7.1,7.7,2.8,0.0
106,Phúc Long Nowzone,10.7640025,106.6826052,"Tầng Trệt - Nowzone, 235 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",,,,yes,no,yes,25.000 -77.000,7.3,6.6,7.1,2.8,0.0
106,Phúc Long Phạm Hồng Thái,10.771489,106.6955685,"42 Phạm Hồng Thái, P. Bến Thành, Quận 1, TP. HCM",,,,yes,no,yes,25.000 -77.000,6.8,6.3,7.0,2.8,0.0
106,Phúc Long Cộng Hoà,10.800532,106.660613,"1B Cộng Hòa, Quận Tân Bình, TP. HCM",,,,yes,yes,yes,25.000 -77.000,7.1,6.4,7.0,2.8,0.0
106,Phúc Long AEON Mall Bình Tân,10.7428274,106.6119296,"Tầng 1, Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông, Quận Bình Tân, TP. HCM",,,,no,no,yes,30.000 -50.000,6.9,6.8,7.4,2.8,0.0
106,Phúc Long Lê Văn Sỹ,10.787514,106.678831,"350 Lê Văn Sỹ, P. 14, Quận 3, TP. HCM",,,,no,no,yes,50.000 -200.000,0.0,0.0,0.0,2.8,0.0
106,Phúc Long Coffee & Tea - TTTM Takashimaya,10.77313,106.700348,"Tầng Hầm 2 - TTTM Takashimaya, 92 - 94 Nam Kỳ Khởi Nghĩa, P. Bến Nghé, Quận 1, TP. HCM",,,,yes,no,yes,25.000 -80.000,7.4,7.1,6.6,2.8,0.0
106,Phúc Long Nguyễn Thái Học,10.768063,106.695113,"157 - 159 Nguyễn Thái Học, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,,,yes,no,yes,30.000 -80.000,6.8,6.3,6.8,2.8,0.0
107,Bula Bento - Cơm Trưa & Ăn Tối - Đường D5,10.805811,106.717317,"147 Đường D5, P. 25, Quận Bình Thạnh, TP. HCM",,,,yes,no,yes,50.000 -100.000,7.4,7.4,7.0,2.7,0.0
107,Bula Bento - Cơm Trưa & Ăn Tối - Nguyễn Thị Minh Khai,10.785002,106.700159,"19/1 Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",,,,yes,no,no,20.000 -50.000,7.1,7.6,6.4,2.7,0.0
107,Bula Bento - Cơm Trưa & Ăn Tối - Đề Thám,10.7663376,106.6944666,"40 Đề Thám, P. Cầu Ông Lãnh, Quận 1, TP. HCM",,,,no,no,no,20.000 -50.000,0.0,0.0,6.1,2.7,0.0
107,Bula Bento - Cơm Trưa & Ăn Tối - Phan Văn Trị,10.83323,106.67085,"1257 Phan Văn Trị, P. 10, Quận Gò Vấp, TP. HCM",,,,yes,no,yes,30.000 -50.000,7.5,7.4,6.7,2.7,0.0
107,Bula Bento - Cơm Trưa & Ăn Tối - Thủ Đức,10.84725,106.768431,"22 Đoàn Kết, P. Bình Thọ, Tp. Thủ Đức, TP. HCM",,,,no,yes,yes,20.000 -50.000,6.3,0.0,7.0,2.7,0.0
107,Bula Bento - Cơm Trưa & Ăn Tối - Nguyễn Hồng Đào,10.790783,106.641143,"236 Nguyễn Hồng Đào, P. 13, Quận Tân Bình, TP. HCM",,,,no,no,no,20.000 -50.000,0.0,0.0,0.0,2.7,0.0
107,Bula Bento - Cơm Trưa & Ăn Tối - Nhật Tảo,10.76407,106.66532,"276 Nhật Tảo, P. 8, Quận 10, TP. HCM",,,,no,no,no,20.000 -50.000,0.0,0.0,0.0,2.7,0.0
107,Bula Bento - Cơm Trưa & Ăn Tối - Dương Quảng Hàm,10.8279473,106.689975,"9 Dương Quảng Hàm, P. 5, Quận Gò Vấp, TP. HCM",,,,yes,no,yes,50.000 -100.000,0.0,0.0,0.0,2.7,0.0
108,Trà Sữa Maycha - 38 Trịnh Đình Trọng,10.775344,106.64628,"38 Trịnh Đình Trọng, P. Phú Trung, Quận Tân Phú, TP. HCM",,,,no,no,no,12.000 -34.000,7.0,6.9,6.9,3.3,0.0
108,Trà Sữa Maycha - Nguyễn Văn Nghi,10.824381,106.686145,"41 Nguyễn Văn Nghi, P. 4, Quận Gò Vấp, TP. HCM",,,,no,no,yes,12.000 -34.000,7.4,7.1,7.1,3.3,0.0
108,Trà Sữa Maycha - Nguyễn Thượng Hiền,10.774256,106.683984,"214 Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",,,,no,no,yes,12.000 -34.000,7.4,7.0,7.0,3.3,0.0
108,Trà Sữa Maycha - Đồng Đen,10.794122,106.644733,"74 Đồng Đen, P. 14, Quận Tân Bình, TP. HCM",,,,yes,no,yes,12.000 -34.000,0.0,0.0,6.2,3.3,0.0
108,Trà Sữa MayCha - 406 Nguyễn Tri Phương,10.764805,106.667891,"406 Nguyễn Tri Phương, P. 4, Quận 10, TP. HCM",,,,no,no,no,12.000 -34.000,0.0,6.1,6.1,3.3,0.0
108,Trà Sữa Maycha - Ngô Tất Tố,10.792925,106.711117,"65 Ngô Tất Tố, P. 21, Quận Bình Thạnh, TP. HCM",,,,no,no,no,12.000 -34.000,6.7,6.9,6.7,3.3,0.0
108,Trà Sữa Maycha - 192 Nguyễn Thị Tú,10.815383,106.590157,"192 Nguyễn Thị Tú, P. Bình Hưng Hòa B, Quận Bình Tân, TP. HCM",,,,yes,no,yes,12.000 -34.000,7.0,8.1,7.1,3.3,0.0
108,Trà Sữa Maycha - Tôn Đản,10.757361,106.706457,"197 Tôn Đản, P. 15, Quận 4, TP. HCM",,,,yes,no,yes,12.000 -34.000,6.1,6.1,6.3,3.3,0.0
108,Trà Sữa MayCha - Nguyễn Văn Quá,10.849156,106.636195,"14/1B Nguyễn Văn Quá, P. Đông Hưng Thuận, Quận 12, TP. HCM",,,,yes,no,yes,12.000 -34.000,6.6,6.3,0.0,3.3,0.0
108,Trà Sữa Maycha - Thạch Lam,10.776417,106.632306,"29 Thạch Lam, P. Phú Thạnh, Quận Tân Phú, TP. HCM",,,,no,no,yes,12.000 -34.000,8.6,8.0,8.2,3.3,0.0
108,Trà Sữa Maycha - Hậu Giang,10.7496155,106.6466784,"92B Hậu Giang, P. 6, Quận 6, TP. HCM",,,,no,no,no,12.000 -34.000,6.8,6.7,6.7,3.3,0.0
108,Trà Sữa Maycha - Vạn Kiếp,10.8008133,106.693523,"45 - 47 Vạn Kiếp, P. 3, Quận Bình Thạnh, TP. HCM",,,,no,no,no,12.000 -34.000,7.6,7.3,7.1,3.3,0.0
109,Cút Vịt Lộn 10 Món,10.828477,106.684482,"775 Phan Văn Trị, P. 7, Quận Gò Vấp, TP. HCM",,,,no,yes,yes,8.000 -16.000,6.6,6.7,0.0,3.7,0.0
110,"Highlands Coffee - Trà, Cà Phê & Bánh - SG Centre",10.773159,106.701094,"Tầng Hầm 2 - 15 TTTM Takashimaya, 92 - 94 Nam Kỳ Khởi Nghĩa, P. Bến Nghé, Quận 1, TP. HCM",,,,no,yes,yes,9.000 -65.000,7.7,7.4,7.4,4.1,0.0
110,"Highlands Coffee - Trà, Cà Phê & Bánh - Mạc Đĩnh Chi",10.785314,106.698575,"39 Mạc Đĩnh Chi, P. Đakao, Quận 1, TP. HCM",,,,yes,yes,yes,9.000 -65.000,7.5,7.1,7.7,4.1,0.0
110,"Highlands Coffee - Trà, Cà Phê & Bánh - Vincom B3",10.777921,106.701728,"Tầng B3 Vincom Center, 72 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",,,,no,yes,yes,9.000 -65.000,7.5,7.0,7.2,4.1,0.0
110,"Highlands Coffee - Trà, Cà Phê & Bánh - Saigon Trade",10.784362,106.703623,"37 Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM",,,,no,yes,yes,9.000 -65.000,7.5,7.1,7.3,4.1,0.0
110,Highlands Coffee - SG Tower,10.782763,106.700989,"Saigon Tower, 29 Lê Duẩn, P. Bến Nghé, Quận 1, TP. HCM",,,,no,yes,yes,9.000 -65.000,7.6,7.1,6.4,4.1,0.0
110,"Highlands Coffee - Trà, Cà Phê & Bánh - Diamond",10.7808612,106.6979625,"Diamond Plaza, 34 Lê Duẩn, P. Bến Nghé, Quận 1, TP. HCM",,,,no,yes,yes,9.000 -65.000,7.5,7.3,7.5,4.1,0.0
110,"Highlands Coffee - Trà, Cà Phê & Bánh - Liberty Phạm Ngũ Lão",10.768652,106.693383,"187 Phạm Ngũ Lão, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,,,no,yes,yes,9.000 -65.000,7.1,6.9,7.0,4.1,0.0
110,Highlands Coffee - Food Court Parkson Hùng Vương,10.756092,106.66222,"Tầng 4, Food Court Parkson Hùng Vương,126 Hùng Vương, P. 12, Quận 5, TP. HCM",,,,no,yes,yes,9.000 -65.000,7.5,7.1,7.1,4.1,0.0
110,"Highlands Coffee - Trà, Cà Phê & Bánh - Lotte Mart Nam Sài Gòn",10.741003,106.701339,"Tầng Trệt, Lotte Mart Nam Sài Gòn, 469 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",,,,no,no,yes,9.000 -65.000,7.3,6.8,7.5,4.1,0.0
110,"Highlands Coffee - Trà, Cà Phê & Bánh - Garden Plaza",10.7222656,106.7125781,"SB-01, Garden Plaza 1, 22 Tôn Dật Tiên, P. Tân Phong, Quận 7, TP. HCM",,,,no,no,yes,30.000 -100.000,7.3,6.7,7.8,4.1,0.0
110,Highlands Coffee - Parkson Paragon,10.7312,106.720181,"3 Nguyễn Lương Bằng, P. Tân Phú, Quận 7, TP. HCM",,,,no,yes,yes,9.000 -65.000,7.7,7.4,7.5,4.1,0.0
110,"Highlands Coffee - Trà, Cà Phê & Bánh - The Manor",10.792786,106.717962,"The Manor, 91 Nguyễn Hữu Cảnh, P. 22, Quận Bình Thạnh, TP. HCM",,,,no,yes,yes,9.000 -65.000,7.5,7.1,7.8,4.1,0.0
111,The Hideout Coffee & Desserts,10.8423383,106.6571799,"190 Lê Văn Thọ, P. 11, Quận Gò Vấp, TP. HCM",,,,no,no,yes,20.000 -55.000,7.8,7.5,8.1,3.4,0.0
112,Cháo Sườn Cô Giang - Nguyễn Du,10.8273404,106.6859976,"83 Nguyễn Du, P. 7, Quận Gò Vấp, TP. HCM",,,,no,yes,yes,15.000 -20.000,7.6,7.6,7.0,3.3,0.0
113,Tokyo Deli Express - Sushi - Phan Văn Trị,10.8238827,106.6922706,"366A3 Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",,,,yes,yes,yes,80.000 -200.000,8.8,8.6,7.9,4.7,0.0
114,Bánh Flan & Bánh Bèo - Chợ Hạnh Thông Tây,10.8364988,106.660364,"Chợ Hạnh Thông Tây, Quận Gò Vấp, TP. HCM",,,,no,yes,yes,15.000 -25.000,6.8,6.0,6.1,3.3,0.0
115,Bánh Tráng May - Nguyễn Thái Sơn,10.8229061,106.6849878,"139/12 Nguyễn Thái Sơn, P. 4, Quận Gò Vấp, TP. HCM",,,,yes,yes,yes,3.000 -15.000,10.0,10.0,10.0,4.7,0.0
116,Meo Meo - Bánh Tráng & Ăn Vặt - Nguyễn Thái Sơn,10.8248173,106.687308,"478/3 Nguyễn Thái Sơn, P. 5, Quận Gò Vấp, TP. HCM",,,,yes,yes,yes,,9.9,10.0,9.8,5.0,0.0
117,Bò Cười Quán,10.830919,106.682358,"39 Lê Đức Thọ, Quận Gò Vấp, TP. HCM",,,,no,no,no,15.000 -149.000,7.7,7.5,6.9,4.1,0.0
118,Bún Đậu 29 - Phan Huy Ích,10.83456,106.6349,"221/1 Phan Huy Ích, P. 14, Quận Gò Vấp, TP. HCM",,,,no,no,no,25.000 -55.000,7.6,7.8,7.8,2.7,0.0
119,Món Huế O Hiệp - Shop Online,10.842869,106.638116,"44/9 Đường Số 45, Quận Gò Vấp, TP. HCM",,,,yes,yes,yes,25.000 -39.000,7.6,7.1,7.0,3.1,0.0
120,Lẩu Ếch Sáu Hiếu,10.8312512,106.6685287,"429/9 Quang Trung, P. 10, Quận Gò Vấp, TP. HCM",,,,no,no,no,35.000 -150.000,7.0,0.0,0.0,3.6,0.0
120,Lẩu Ếch Sáu Hiếu 2,10.8413286222999,106.6473456355993,"49 Đường Số 14, P. 8, Quận Gò Vấp, TP. HCM",,,,no,no,no,35.000 -150.000,6.4,6.4,6.7,3.6,0.0
121,Bê Thui Lẩu Bò - Dê Tuấn Râu,10.8463203,106.6439778,"101 Phạm Văn Chiêu, P.  14, Quận Gò Vấp, TP. HCM",,,,no,no,no,50.000 -200.000,9.7,9.5,9.3,4.5,0.0
122,AZ - Trà Sữa & Chè Khúc Bạch - Thống Nhất,10.847884,106.664562,"539 Thống Nhất, P. 16, Quận Gò Vấp, TP. HCM",,,,no,no,no,2.000 -32.000,9.3,9.8,8.3,4.4,0.0
122,AZ - Trà Sữa & Chè Khúc Bạch - Phan Huy Ích,10.8410007,106.6378669,"383 Phan Huy Ích, P. 14, Quận Gò Vấp, TP. HCM",,,,no,no,no,2.000 -32.000,10.0,9.8,9.4,4.4,0.0
122,AZ - Trà Sữa & Chè Khúc Bạch - Bùi Đình Túy,10.80671,106.70275,"223 Bùi Đình Túy, P. 24, Quận Bình Thạnh, TP. HCM",,,,no,no,no,2.000 -40.000,0.0,8.0,8.0,4.4,0.0
123,Umbala - Cơm Gà & Spaghetti - Nguyễn Oanh,10.8359965,106.676598,"214/50/6 Nguyễn Oanh, P. 17, Quận Gò Vấp, TP. HCM",,,,no,no,no,25.000 -50.000,6.9,6.8,6.7,2.9,0.0
123,Umbala - Cơm Gà & Spaghetti - Đào Duy Anh,10.805823,106.677369,"19 Đào Duy Anh, P. 9, Quận Phú Nhuận, TP. HCM",,,,no,no,no,25.000 -50.000,0.0,0.0,0.0,2.9,0.0
124,Royaltea Center Hills - Gò Vấp,10.82934,106.680075,"71 Đường Số 7, KDC Cityland Center Hills, P. 7, Quận Gò Vấp, TP. HCM",,,,no,no,yes,30.000 -60.000,9.3,9.2,9.4,4.7,0.0
125,The Pizza Company - Nguyễn Thị Minh Khai,10.7659442,106.6821734,"506 - 508 Nguyễn Thị Minh Khai, P. 2, Quận 3, TP. HCM",,,,yes,no,yes,100.000 -250.000,7.6,7.1,7.6,3.5,0.0
125,The Pizza Company - Lê Đại Hành,10.768887,106.652564,"Lô 4, Khu B, Căn số 7, Chung cư Phú Thọ, Lê Đại Hành, P. 15, Quận 11, TP. HCM",,,,no,yes,yes,100.000 -250.000,7.7,7.0,7.5,3.5,0.0
125,The Pizza Company - Lê Văn Sỹ,10.787934,106.677434,"333 Lê Văn Sỹ, P. 13, Quận 3, TP. HCM",,,,yes,no,yes,100.000 -250.000,7.2,6.9,7.3,3.5,0.0
125,The Pizza Company - Nguyễn Thái Học,10.76657,106.695956,"105 - 107 Nguyễn Thái Học, P. Cầu Ông Lãnh, Quận 1, TP. HCM",,,,yes,no,yes,100.000 -250.000,7.6,7.2,7.3,3.5,0.0
125,The Pizza Company - Phan Xích Long,10.8011938,106.6831597,"355 Phan xích Long, P. 1, Quận Phú Nhuận, TP. HCM",,,,yes,no,yes,100.000 -250.000,7.5,6.9,7.4,3.5,0.0
125,The Pizza Company - Vincom Mega Mall Thảo Điền,10.8021232,106.7407316,"Tầng 5, Vincom Mega Mall Thảo Điền, 159 Xa Lộ Hà Nội, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",,,,no,yes,yes,50.000 -200.000,7.7,7.2,7.6,3.5,0.0
125,The Pizza Company - Bàu Cát,10.7919324,106.6439062,"207-209 Bàu Cát, P. 13, Quận Tân Bình, TP. HCM",,,,no,no,yes,100.000 -300.000,7.6,7.6,7.8,3.5,0.0
125,The Pizza Company - Võ Văn Ngân,10.851214,106.755943,"26 - 28 - 30 Võ Văn Ngân, P. Trường Thọ, Tp. Thủ Đức, TP. HCM",,,,no,no,yes,90.000 -150.000,7.2,6.8,7.2,3.5,0.0
125,The Pizza Company - Nguyễn Ảnh Thủ,10.8641579,106.6129948,"75/3 - 75/4 Nguyễn Ảnh Thủ, Ấp Vạn Thạnh, Xã Trung Chánh, Huyện Hóc Môn, TP. HCM",,,,yes,yes,yes,50.000 -200.000,7.3,7.4,7.2,3.5,0.0
125,The Pizza Company - Nguyễn Sơn,10.7839037,106.6228618,"303F Nguyễn Sơn, P. Phú Thạnh, Quận Tân Phú, TP. HCM",,,,yes,no,yes,100.000 -250.000,6.9,7.9,7.5,3.5,0.0
125,The Pizza Company - Hậu Giang,10.749514,106.645402,"167 Hậu Giang, P. 5, Quận 6, TP. HCM",,,,yes,no,yes,100.000 -250.000,6.8,7.0,7.0,3.5,0.0
125,The Pizza Company - Tân Sơn Nhì,10.7935139,106.6285298,"456A Tân Sơn Nhì, P. Tân Quý, Quận Tân Phú, TP. HCM",,,,no,no,yes,100.000 -300.000,7.5,7.0,7.9,3.5,0.0
126,Ăn Vặt Kem Gà - Giao Hàng Tận Nơi - Nguyễn Văn Công,10.8225476,106.6768155,"80/5 Nguyễn Văn Công, P. 3, Quận Gò Vấp, TP. HCM",,,,yes,yes,yes,30.000 -40.000,8.2,8.0,7.6,4.2,0.0
127,"3 Râu - Gà Rán, Pizza & Mì Ý - Phan Văn Trị",10.830327,106.679997,"558 Phan Văn Trị, P. 7, Quận Gò Vấp, TP. HCM",,,,no,no,yes,20.000 -35.000,7.4,7.7,7.4,3.8,0.0
127,"3 Râu - Gà Rán, Pizza, Trà Sữa & Xiên Que - Quang Trung",10.834088,106.665849,"458/21A Quang Trung, P. 10, Quận Gò Vấp, TP. HCM",,,,no,no,no,20.000 -35.000,8.2,7.7,7.2,3.8,0.0
127,"3 Râu - Gà Rán, Pizza & Trà Sữa - Bùi Đình Túy",10.807816,106.703748,"183 Bùi Đình Túy, P. 24, Quận Bình Thạnh, TP. HCM",,,,no,no,no,12.000 -120.000,0.0,0.0,0.0,3.8,0.0
127,"3 Râu - Gà Rán, Pizza & Mì Ý - Cây Trâm",10.843565,106.64993,"329 Nguyễn Văn Khối (Cây Trâm), P. 8, Quận Gò Vấp, TP. HCM",,,,no,no,no,12.000 -120.000,8.4,7.3,7.2,3.8,0.0
128,Yam Coffee And More,10.8361624,106.659895,"656/43 Quang Trung, P. 11, Quận Gò Vấp, TP. HCM",,,,no,no,no,,9.2,9.0,8.9,4.4,0.0
129,Effoc Cafe - Quang Trung,10.841181,106.644221,"777 Quang Trung, P. 8, Quận Gò Vấp, TP. HCM",,,,no,no,yes,25.000 -45.000,6.2,0.0,7.4,3.7,0.0
130,Bánh Xèo Sammy,10.821905,106.684488,"89 Nguyễn Thái Sơn, P. 4, Quận Gò Vấp, TP. HCM",,,,no,no,no,20.000 -55.000,8.5,8.0,7.8,4.2,0.0
131,Lẩu Đồng Quê 2 Thống Nhất - Lẩu - 1398 Lê Đức Thọ,10.8570392,106.6537048,"1398 Lê Đức Thọ, P. 13, Quận Gò Vấp, TP. HCM",,,,yes,no,yes,100.000 -330.000,8.0,6.8,7.6,3.5,0.0
131,Lẩu Đồng Quê 3 - Lê Đức Thọ,10.845547,106.671699,"198 Lê Đức Thọ, P.15, Quận Gò Vấp, TP. HCM",,,,no,no,no,70.000 -165.000,7.3,6.9,7.1,3.5,0.0
131,Lẩu Đồng Quê 3 - Đường 13,10.834367,106.685784,"57/2 Đường 13, P. 11, Quận Gò Vấp, TP. HCM",,,,no,no,no,50.000 -132.000,6.7,6.5,7.0,3.5,0.0
131,Lẩu Đồng Quê 3B - Đường 11,10.8422277,106.659484,"149 Đường 11, P. 11, Quận Gò Vấp, TP. HCM",,,,no,no,no,50.000 -132.000,0.0,0.0,8.0,3.5,0.0
131,Lẩu Đồng Quê - Quang Trung,10.83688,106.6573,"732 - 734 Quang Trung, P. 8, Quận Gò Vấp, TP. HCM",,,,no,no,no,50.000 -150.000,6.2,6.0,6.6,3.5,0.0
131,Lẩu Đồng Quê 3 - Cây Trâm,10.84342,106.648617,"171/2A Cây Trâm, P. 8, Quận Gò Vấp, TP. HCM",,,,no,no,no,30.000 -100.000,6.3,0.0,7.9,3.5,0.0
132,Bún Măng Vịt Hà Nội - Đường Số 8,10.8399179,106.6628674,"104 Đường Số 8, P. 11, Quận Gò Vấp, TP. HCM",,,,no,no,yes,,10.0,10.0,10.0,5.0,0.0
133,Mì Gà Da Giòn & Bò Né,10.8281847,106.6859552,"452 Phan Văn Trị, P. 7, Quận Gò Vấp, TP. HCM",,,,no,no,no,30.000 -40.000,7.2,6.9,6.7,3.6,0.0
134,Bảo Lộc - Nướng Ngói - Phạm Văn Đồng,10.8148777,106.6817201,"160 Phạm Văn Đồng, Quận Gò Vấp, TP. HCM",,,,no,no,no,39.000 -140.000,6.4,0.0,6.0,2.4,0.0
135,Sky Heaven Coffee,10.8283065,106.6777198,"41/29 Nguyễn Oanh, Quận Gò Vấp, TP. HCM",,,,yes,no,yes,30.000 -50.000,8.1,8.3,8.2,4.5,0.0
136,Cháo Dinh Dưỡng Panda - Lê Đức Thọ,10.8504307,106.6640773,"1022 Lê Đức Thọ, P. 13, Quận Gò Vấp, TP. HCM",,,,no,no,no,13.000 -35.000,9.6,9.3,9.2,4.9,0.0
137,Bún Bò Phở Số 7,10.814387,106.680695,"Số 54, Pham Van Dong, Quận Gò Vấp, TP. HCM",,,,no,no,no,35.000 -55.000,10.0,10.0,10.0,5.0,0.0
138,Ajikoi - Ice Cream & Matcha - Phạm Văn Đồng,10.8189704,106.6890291,"286 Phạm Văn Đồng, P. 1, Quận Gò Vấp, TP. HCM",,,,no,no,yes,28.000 -55.000,8.9,9.2,8.5,4.7,0.0
139,Trà Sữa 2C - 189 Lê Đức Thọ,10.8395222,106.6792204,"189 Lê Đức Thọ, P. 17, Quận Gò Vấp, TP. HCM",,,,yes,no,no,,10.0,10.0,10.0,5.0,0.0
140,SaSin - Mì Cay 7 Cấp Độ Hàn Quốc - Lê Văn Thọ,10.8475519,106.6568553,"351 Lê Văn Thọ, P. 9, Quận Gò Vấp, TP. HCM",,,,no,no,yes,30.000 -50.000,6.7,6.8,6.3,2.3,0.0
140,SaSin - Mì Cay 7 Cấp Độ Hàn Quốc - Nguyễn Oanh,10.848279,106.678504,"511-513 Nguyễn Oanh, P. 17, Quận Gò Vấp, TP. HCM",,,,yes,no,yes,30.000 -400.000,0.0,0.0,6.5,2.3,0.0
141,Lavida - Trà Sữa & Cà Phê - Nguyễn Oanh,10.840701,106.676187,"223 Nguyễn Oanh, P. 17, Quận Gò Vấp, TP. HCM",,,,no,no,yes,10.000 -50.000,6.1,0.0,6.9,3.2,0.0
142,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,10.75635,106.684628,"354 - 356 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",,,,yes,yes,yes,15.000 -44.000,6.9,6.4,6.8,3.1,0.0
142,Gà rán và Mì Ý - Jollibee - Coop Mart Xa Lộ Hà Nội,10.84828,106.774557,"Tầng Trệt Coop Mart, 191 Quang Trung, P. Hiệp Phú, Tp. Thủ Đức, TP. HCM",,,,yes,no,yes,15.000 -50.000,6.9,6.4,6.6,3.1,0.0
142,Gà rán và Mì Ý - Jollibee - Pasteur,10.781556,106.694809,"194D Pasteur,  P. 6, Quận 3, TP. HCM",,,,yes,no,yes,15.000 -44.000,6.8,6.6,6.6,3.1,0.0
142,Gà rán và Mì Ý - Jollibee - Cộng Hòa,10.800638,106.658953,"Tầng Trệt, Vincom Maximark Cộng Hòa, 15 -17 Cộng Hòa, P. 4, Quận Tân Bình, TP. HCM",,,,yes,no,yes,15.000 -44.000,6.8,6.6,7.0,3.1,0.0
142,Gà rán và Mì Ý - Jollibee - Hòa Hảo,10.75995,106.661559,"Tầng 3, Coopmart Lý Thường Kiệt, 497 Hòa Hảo, P. 7, Quận 10, TP. HCM",,,,yes,yes,yes,15.000 -44.000,6.1,0.0,6.0,3.1,0.0
142,Gà rán và Mì Ý - Jollibee - Nguyễn Thị Minh Khai,10.774955,106.690558,"Saigon Star Hotel, 204 Nguyễn Thị Minh Khai, Quận 3, TP. HCM",,,,yes,no,yes,20.000 -50.000,7.3,6.9,7.0,3.1,0.0
142,Gà rán và Mì Ý - Jollibee - Trường Chinh,10.799071,106.641471,"360 Trường Chinh, Quận Tân Bình, TP. HCM",,,,yes,no,yes,20.000 -120.000,7.2,7.3,7.1,3.1,0.0
142,Gà rán và Mì Ý - Jollibee - Phan Văn Trị,10.8271386,106.6892785,"Tầng 4, Vincom Gò Vấp, 12 Phan Văn Trị, Quận Gò Vấp, TP. HCM",,,,no,no,yes,3.000 -100.000,7.3,7.3,7.3,3.1,0.0
