RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Foody_points(5),Shopee_points(5)
1,Cơm Gà Hải Nam - Hậu Giang,10.749696,106.64483,"140 Hậu Giang, P. 6, Quận 6, TP. HCM","Quán ăn, ","Thịt Gà, Heo quay, Vịt quay, Cơm Chiên, Thịt Bò, Bún, Hủ tiếu, Mì, Gà ác/gà hầm, Cơm, ","Món Á, Món Trung Hoa, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,no,no,no,41.000 -105.000,7.0,6.8,6.8,3.8,0.0
2,Quán Ăn SAIGON XIAOMEI,10.746043,106.632996,"51-53 Đường Chợ Lớn, P. 11, Quận 6, TP. HCM","Nhà hàng, Quán ăn, ","Thịt Gà, Tôm, Cua - Ghẹ, Thịt Bò, Hải sản, Hủ tiếu, Mì, Cháo, Cá, Nghêu - Sò - Ốc, Mực, Dimsum, Ăn vặt - Ăn nhẹ, Thức uống, Bia, Nước ngọt, Trái cây, ","Món Trung Hoa, ",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,no,no,yes,50.000 -165.000,7.0,6.8,6.8,4.2,0.0
3,SteakZone,10.751338,106.6481756,"77 Lê Quang Sung, P. 6, Quận 6, TP. HCM","Quán ăn, ","Thịt Gà, Thịt Bò, Thịt Heo, Beefsteak - Bò né, Hải sản, Món nước, Salad, Ăn vặt - Ăn nhẹ, Thức uống, Xúc xích, Fastfood - Thức ăn nhanh, ","Quốc tế, ","07:00 - 14:00, 16:00 - 21:00","07:00 - 14:00, 16:00 - 21:00","07:00 - 14:00, 16:00 - 21:00","07:00 - 14:00, 16:00 - 21:00","07:00 - 14:00, 16:00 - 21:00","07:00 - 14:00, 16:00 - 21:00","07:00 - 14:00, 16:00 - 21:00",yes,no,yes,25.000 -205.000,7.6,7.4,7.2,4.3,0.0
4,Uncle Tea - Trà Đài Loan - Nguyễn Hữu Thận,10.7506599,106.6511883,"18 Nguyễn Hữu Thận, P. 2, Quận 6, TP. HCM","Café/Dessert, ","Trà, Sinh tố - Nước ép, Thức uống, Trà sữa, ","Món Á, Đài Loan, ",09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,no,no,yes,29.000 -60.000,6.3,6.5,0.0,2.2,0.0
5,Gia Bảo Cơm Văn Phòng - Cao Văn Lầu,10.7473829,106.6483029,"149/22 Cao Văn Lầu, P. 1, Quận 6, TP. HCM","Quán ăn, Shop Online, ","Cơm văn phòng, Cơm, ",,10:00 - 15:00,10:00 - 15:00,10:00 - 15:00,10:00 - 15:00,10:00 - 15:00,10:00 - 15:00,10:00 - 15:00,no,no,no,5.000 -43.000,9.6,9.5,9.5,4.9,0.0
6,Xôi Bát Bửu & Xôi Sầu Riêng - Phạm Đình Hổ,10.751925,106.648406,"101/35A10 Phạm Đình Hổ, Quận 6, TP. HCM","Ăn vặt/vỉa hè, ","Xôi, Ăn vặt - Ăn nhẹ, Cơm, Nem, ","Món Việt, ",07:30 - 14:00,07:30 - 14:00,07:30 - 14:00,07:30 - 14:00,07:30 - 14:00,07:30 - 14:00,07:30 - 14:00,no,yes,yes,9.000 -40.000,6.7,6.6,6.6,4.1,0.0
7,Trà Sữa Luân Mập - Lê Quang Sung,10.751095,106.645149,"199/1 Lê Quang Sung, P. 6, Quận 6, TP. HCM","Ăn vặt/vỉa hè, ","Trà, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa, ","Món Việt, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,yes,yes,10.000 -40.000,6.1,0.0,0.0,1.7,0.0
8,Funny Beef - Spaghetti & Beefsteak - Nguyễn Văn Luông,10.743062,106.634569,"203C Nguyễn Văn Luông, P. 11, Quận 6, TP. HCM","Quán ăn, ","Đậu hũ, Pizza & Pasta, Salad, Fastfood - Thức ăn nhanh, ","Món Âu, Ý, ",09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,09:30 - 21:00,no,no,no,25.000 -95.000,7.7,7.7,6.8,4.0,0.0
9,Sườn Cây Nướng & Hải Sản - Kinh Dương Vương,10.752821,106.633779,"99 Kinh Dương Vương, P. 12, Quận 6, TP. HCM","Quán ăn, ","Thịt Gà, Thịt Bò, Hải sản, Thức uống, ","Món Á, Món Hàn, ",11:00 - 22:30,11:00 - 22:30,11:00 - 22:30,11:00 - 22:30,11:00 - 22:30,11:00 - 22:30,11:00 - 22:30,no,no,yes,20.000 -200.000,7.4,7.4,7.6,3.9,0.0
10,Trà Sữa ChowTea - Cư Xá Phú Lâm,10.739703,106.632215,"84T Cư Xá Phú Lâm D, P. 10, Quận 6, TP. HCM","Café/Dessert, ","Trà, Thức uống, Trà sữa, ","Món Việt, ",10:00 - 22:30,10:00 - 22:30,10:00 - 22:30,10:00 - 22:30,10:00 - 22:30,10:00 - 22:30,10:00 - 22:30,yes,no,yes,21.000 -39.000,8.4,8.2,7.1,4.2,0.0
11,Sushi 107,10.7538151,106.6268341,"107 Đường Số 10, P. 13, Quận 6, TP. HCM","Quán ăn, ","Thịt Gà, Tôm, Hải sản, Cá, Nghêu - Sò - Ốc, Sushi & Sashimi, Mực, Ăn vặt - Ăn nhẹ, ","Món Á, Món Nhật, ",11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,yes,no,yes,25.000 -90.000,7.6,7.8,7.3,3.7,0.0
