RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Foody_points(5),Shopee_points(5)
1,Shri - Rooftop Restaurant & Lounge,10.78261,106.697427,"Lầu 23 Centec Tower, 72 - 74 Nguyễn Thi Minh Khai, Quận 3, TP. HCM","Nhà hàng, Café/Dessert, ","Rượu vang, Thức uống, Thịt Cừu, ","Món Á, Món Âu, ",09:00 - 23:59,09:00 - 23:59,09:00 - 23:59,09:00 - 23:59,09:00 - 23:59,09:00 - 23:59,09:00 - 23:59,no,yes,yes,300.000 -660.000,8.6,8.7,9.2,4.6,0.0
2,The Sushi Bar - Thiên Quế - Hai Bà Trưng,10.785342,106.694267,"179B Hai Bà Trưng, P. 6, Quận 3, TP. HCM","Nhà hàng, ","Món nước, Mì, Sushi & Sashimi, ","Món Nhật, ","11:00 - 14:30, 17:00 - 22:30","11:00 - 14:30, 17:00 - 22:30","11:00 - 14:30, 17:00 - 22:30","11:00 - 14:30, 17:00 - 22:30","11:00 - 14:30, 17:00 - 22:30","11:00 - 14:30, 17:00 - 22:30","11:00 - 14:30, 17:00 - 22:30",yes,yes,yes,100.000 -330.000,7.7,7.2,7.3,3.9,0.0
3,Au Lac Do Brazil - Thịt Nướng Brazil - Pasteur,10.785172,106.690684,"238 Pasteur, P. 6, Quận 3, TP. HCM","Nhà hàng, Buffet, ","Thịt Gà, Tôm, Thịt Bò, Hải sản, Thịt Cừu, Xúc xích, ","Brazil, Châu Mỹ, ","11:00 - 14:00, 17:00 - 22:30","11:00 - 14:00, 17:00 - 22:30","11:00 - 14:00, 17:00 - 22:30","11:00 - 14:00, 17:00 - 22:30","11:00 - 14:00, 17:00 - 22:30","11:00 - 14:00, 17:00 - 22:30","11:00 - 14:00, 17:00 - 22:30",no,yes,no,39.000 -850.000,9.6,9.6,9.6,4.2,0.0
4,Oromia Coffee - Nam Kỳ Khởi Nghĩa,10.7864664,106.687142,"193A/D3 Nam Kỳ Khởi Nghĩa, Quận 3, TP. HCM","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, Thức uống, ","Món Việt, ",,,,,,,,no,no,yes,36.000 -146.000,7.8,7.9,8.6,2.8,0.0
5,Jumbo Seafood - Nguyễn Đình Chiểu,10.7811098816105,106.6920676122863,"172 Nguyễn Đình Chiểu, P. 6, Quận 3, TP. HCM","Nhà hàng, ",,,"11:00 - 14:00, 17:00 - 22:00","11:00 - 14:00, 17:00 - 22:00","11:00 - 14:00, 17:00 - 22:00","11:00 - 14:00, 17:00 - 22:00","11:00 - 14:00, 17:00 - 22:00","11:00 - 14:00, 17:00 - 22:00","11:00 - 14:00, 17:00 - 22:00",no,no,no,100.000 -1.500.000,9.6,9.6,9.6,4.1,0.0
6,Fly Cupcake Tú Xương,10.782257,106.688168,"25B Tú Xương, P. 7, Quận 3, TP. HCM","Café/Dessert, Tiệm bánh, ","Cupcake, Bánh - Kẹo, Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Thức uống, ","Món Việt, ",07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,yes,yes,yes,40.000 -115.000,6.9,6.6,8.1,2.6,0.0
7,Sushi Tei - Cao Thắng,10.769261,106.683316,"26 Cao Thắng, P. 5, Quận 3, TP. HCM","Nhà hàng, ","Bún, Mì, Sushi & Sashimi, Salad, ","Món Á, Món Nhật, ",,,,,,,,no,yes,yes,40.000 -500.000,9.7,9.7,9.7,3.3,0.0
8,El Sol - Meat & Wine - Võ Thị Sáu,10.787692,106.691411,"140/2 Võ Thị Sáu, Quận 3, TP. HCM","Nhà hàng, ","Thịt Gà, Thịt Bò, Bún, Thịt Heo, Hải sản, Món nước, Salad, Cơm, ","Quốc tế, ",11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,no,no,yes,35.000 -349.000,8.5,8.5,8.3,3.8,0.0
9,Beefsteak Nam Sơn - Nguyễn Thị Minh Khai,10.775986,106.690786,"200 Bis Nguyễn Thị Minh Khai, P. 6, Quận 3, TP. HCM","Nhà hàng, Quán ăn, ","Thịt Bò, Beefsteak - Bò né, ","Món Việt, ",08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,08:30 - 22:00,no,yes,no,50.000 -110.000,6.8,6.6,6.7,3.8,0.0
10,Sumo BBQ - Cao Thắng - Buffet Nướng & Lẩu,10.770565,106.68113,"59B Cao Thắng, Quận 3, TP. HCM","Nhà hàng, Buffet, ","Thịt Gà, Gà rán, Nấm, Thịt Heo, Thịt Bò, Hải sản, Sườn nướng, Món nước, Lẩu, Chân cánh gà nướng, Thức uống, ","Món Á, Món Nhật, ",11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,no,yes,yes,239.000 -378.000,7.6,7.2,7.4,4.5,0.0
11,Bánh Tráng Trộn Chú Viên,10.7712087,106.6859794,"38 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM","Ăn vặt/vỉa hè, ","Bánh tráng, Ăn vặt - Ăn nhẹ, Nem, ","Món Việt, ",11:30 - 19:00,11:30 - 19:00,11:30 - 19:00,11:30 - 19:00,11:30 - 19:00,11:30 - 19:00,11:30 - 19:00,no,yes,yes,10.000 -22.000,7.1,6.5,0.0,2.3,0.0
12,Gà Cơ Bắp - Chuyên Các Món Gà Ta,10.7845214,106.673231,"171B Trần Văn Đang, P. 11, Quận 3, TP. HCM","Quán ăn, ","Thịt Gà, Bún, ","Món Việt, ",08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,yes,no,yes,28.000 -78.000,8.2,8.0,7.2,3.7,0.0
12,"Gà Cơ Bắp - Cơm Gà Ta, Cháo & Lẩu Gà - Hoàng Sa",10.7863487,106.67442,"947 Hoàng Sa, P. 11, Quận 3, TP. HCM","Quán ăn, ",,,08:00 - 22:30,08:00 - 22:30,08:00 - 22:30,08:00 - 22:30,08:00 - 22:30,08:00 - 22:30,08:00 - 22:30,no,no,no,,0.0,0.0,0.0,3.7,0.0
