RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Shopee_points(5),Foody_points(5)
1,Chè Mr.Bưởi - Nguyễn Việt Hồng,10.031487,105.777265,"158/22/28 Nguyễn Việt Hồng, Quận Ninh Kiều, Cần Thơ",Ăn vặt/vỉa hè,"Chè ,  Ăn vặt - Ăn nhẹ",09:30 - 14:00,09:30 - 14:00,09:30 - 14:00,09:30 - 14:00,09:30 - 14:00,09:30 - 14:00,09:30 - 14:00,Món Việt,no,yes,yes,13.000 - 15.000,0.0,0.0,0.0,4.5,0.0
2,Chè Mr.Bưởi - 164 Nguyễn Việt Hồng,10.030412,105.776324,"164 Nguyễn Việt Hồng, P. An Phú, Quận Ninh Kiều, Cần Thơ",Ăn vặt/vỉa hè,"Đậu hũ ,  Chè ,  Ăn vặt - Ăn nhẹ",14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,Món Việt,no,yes,yes,13.000 - 15.000,0.0,0.0,0.0,4.5,0.0
1,Quán Chè 95B,10.0299859902588,105.7745580025161,"13/1 Mạc Thiên Tích, P. Xuân Khánh, Quận Ninh Kiều, Cần Thơ",Quán ăn,Ăn vặt - Ăn nhẹ,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,Món Việt,no,no,no,20.000đ - 30.000,5.0,5.0,5.0,0.0,3.8
6,Ngọc Thảo - Chè Khúc Bạch,10.0297327,105.7756231,"Bờ Kè Hẻm 5 Mậu Thân, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Chè ,  Ăn vặt - Ăn nhẹ",04:00 - 21:00,04:00 - 21:00,04:00 - 21:00,04:00 - 21:00,04:00 - 21:00,04:00 - 21:00,04:00 - 21:00,Món Việt,no,no,no,15.000đ - 20.000,7.0,7.5,7.5,0.0,4.2
8,Coco - Trái Cây Tô,10.0303066,105.7785696,"108/63 Đường 30 Tháng 4, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Chè ,  Trái cây",14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,Món Việt,no,no,yes,10.000đ - 20.000,8.4,8.4,7.6,0.0,4.5
9,Trứng Chén 67,10.0115379,105.7646674,"49/1C Trần Hoàng Na, Quận Ninh Kiều, Cần Thơ",Ăn vặt/vỉa hè,Ăn vặt - Ăn nhẹ,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,Món Việt,no,yes,yes,5.000đ - 15.000,7.9,8.0,7.1,0.0,4.4
12,Ẩm Thực Chay Bách Thảo 4,10.026977,105.7709758,"146C Trần Văn Hoài, P. Xuân Khánh, Quận Ninh Kiều, Cần Thơ",Ăn chay,Món chay,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,Món Việt,no,no,no,15.000đ - 120.000,7.1,7.2,6.9,0.0,4.1
15,The Win - Sinh Tố & Trái Cây Xô,10.0610677,105.7648417,"Lô O Chợ An Thới, 298 Cách Mạng Tháng 8, P. Bùi Hữu Nghĩa, Quận Bình Thủy, Cần Thơ",Ăn vặt/vỉa hè,"Sinh tố - Nước ép ,  Thức uống ,  Trái cây ,  Trà sữa ,  Sữa",16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,Món Việt,no,yes,yes,12.000đ - 30.000,10.0,8.0,10.0,0.0,4.4
32,Sinh Tố Vân Nhi,10.024422,105.767412,"51/1A Đường 3 Tháng 2, P. Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Ăn vặt/vỉa hè,"Sinh tố - Nước ép ,  Trái cây",06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,Món Việt,no,yes,yes,6.000đ - 20.000,8.5,8.5,6.8,0.0,4.6
34,Chế Phón - Hủ Tiếu Gà,10.032295,105.783681,"61 Nam Kỳ Khởi Nghĩa, P. Tân An, Quận Ninh Kiều, Cần Thơ",Quán ăn,"Thịt Gà ,  Cơm Tấm ,  Bún ,  Hủ tiếu ,  Món nước ,  Ăn vặt - Ăn nhẹ ,  Cơm",06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,Món Việt,no,no,no,20.000đ - 30.000,6.7,6.0,5.3,0.0,4.0
